contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Tilburg,Goirle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Haspel SB 5 17-03,0785::SB11,5051 KR,0,643,2,2,0,0,0,596,51,0,0,0,0,0,647,195,55,47,123,33,50,27,4,16,7,1,7,36,0,14,6,14,0,0,0,1,0,4,0,1,0,0,0,1,0,1,,
Tilburg,Goirle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Haspel  SB 6 17-03,0785::SB12,5051 KR,0,589,1,1,0,0,1,534,56,0,0,0,0,0,591,164,68,42,109,42,43,14,5,15,2,1,4,36,1,16,2,15,1,2,0,0,4,1,2,0,0,0,0,0,0,0,,
Tilburg,Goirle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Wissel SB 1 17-03,0785::SB13,5051 NZ,0,536,0,2,0,0,0,478,60,0,0,0,0,0,538,177,54,26,91,30,40,26,2,18,2,0,0,42,2,7,3,8,4,0,0,1,0,1,1,0,0,0,0,0,0,1,,
Tilburg,Goirle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Wissel SB 2 17-03,0785::SB14,5051 NZ,0,523,0,0,0,0,4,475,43,0,1,0,0,0,522,143,55,34,120,25,38,25,1,9,9,0,4,31,3,8,1,12,0,1,0,1,0,3,0,0,0,0,0,0,0,0,,
Tilburg,Goirle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Frankenhal SB 1 17-03,0785::SB15,5052 BL,0,1251,2,0,0,1,0,1112,140,0,1,0,0,0,1252,303,126,78,287,80,111,62,8,37,17,0,5,63,5,29,4,17,0,2,0,1,10,2,2,1,0,0,0,0,0,1,,
Tilburg,Goirle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Frankenhal SB 2 17-03,0785::SB16,5052 BL,0,770,0,1,0,0,1,706,64,0,0,0,0,0,771,199,80,33,165,36,69,51,1,31,9,4,2,26,1,17,2,20,3,1,1,5,4,1,4,0,0,0,0,2,0,3,,
Tilburg,Goirle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mobiele stembureau,0785::SB17,,0,88,0,0,0,0,1,81,6,0,0,0,0,0,88,18,13,18,12,0,8,2,2,3,1,0,1,6,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,
Tilburg,Goirle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mill-Hill College,0785::SB18,5051 BP,0,924,1,1,0,2,2,865,61,0,0,2,0,0,928,316,67,61,196,44,30,16,8,34,8,0,9,51,2,33,1,33,1,4,0,4,1,3,1,0,1,0,0,0,0,0,,
Tilburg,Goirle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool 't Schrijverke,0785::SB19,5051 ML,0,1367,2,0,0,0,2,1247,120,0,0,0,0,0,1369,445,152,77,268,69,98,69,1,44,19,1,7,55,1,30,1,18,0,5,1,1,1,0,0,0,1,0,0,3,0,0,,
Tilburg,Goirle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool 'De Vonder',0785::SB20,5133 BC,0,530,0,0,0,0,0,484,45,0,1,0,0,0,529,165,56,42,116,25,26,12,5,18,6,0,0,23,1,9,1,13,0,1,0,0,0,8,1,0,1,1,0,0,0,0,,
Tilburg,Goirle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cultureel Centrum Jan van Besouw,0785::SB21,5051 RJ,0,1409,2,2,0,0,2,1287,124,0,0,0,0,0,1413,362,161,85,280,67,110,51,5,65,13,1,6,98,5,35,3,29,0,1,1,5,10,3,4,1,0,0,0,3,1,4,,
Tilburg,Goirle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau De Haspel,0785::SB22,5051 KR,0,1728,3,2,0,5,,,,,0,5,,,1738,486,109,383,215,32,198,150,22,34,50,0,1,11,0,19,1,8,0,0,0,0,0,2,0,5,0,0,0,1,0,1,0,0
Tilburg,Goirle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau CC  Jan van Besouw Theaterzaal,0785::SB23,5051 RJ,0,35,0,0,0,0,,,,,0,0,,,35,16,2,6,2,1,3,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
