contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,Partij van de Eenheid,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtontmoetingscentrum Het Boegbeeld,0034::SB78,,2379,1419,0,4,0,0,0,1236,187,0,0,0,0,0,1423,316,153,50,216,100,89,77,27,44,21,2,86,77,53,38,8,21,17,5,3,2,6,3,0,1,4,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau School Het Avontuur,0034::SB80,,2870,1381,2,4,0,0,1,1385,2,1,0,1,0,0,1388,348,160,67,175,90,72,52,16,69,21,0,53,109,39,24,6,34,19,2,1,4,7,6,2,1,4,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtcentrum De Cartoon,0034::SB81,,3538,1372,3,2,0,0,1,1206,170,0,0,0,0,0,1377,374,127,51,235,70,67,67,22,62,11,9,37,92,40,35,5,22,14,4,2,4,14,3,3,1,0,0,1,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Huis van de Waterwijk,0034::SB85,,1860,1274,1,3,0,0,1,1138,139,0,0,0,0,0,1278,247,214,66,173,64,109,60,27,66,25,4,17,94,32,31,10,11,3,4,0,1,5,3,2,4,0,2,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kerkcentrum Goede Rede,0034::SB86,,3519,1409,4,7,0,0,3,1287,130,0,0,0,0,0,1420,195,248,50,162,90,110,74,37,83,21,9,42,113,58,27,13,29,16,10,0,1,5,4,1,5,1,1,1,3,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadhuis 2,0034::SB100,,1495,1217,5,10,0,0,1,1090,141,0,0,0,0,0,1232,185,86,41,194,87,81,61,35,54,6,4,71,96,106,27,4,21,28,12,1,1,4,2,1,2,1,1,2,3,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtcentrum Amerika 2,0034::SB110,,0,949,1,1,0,0,0,816,135,0,0,0,0,0,951,199,64,41,175,59,38,38,28,46,6,1,55,65,68,16,3,20,7,5,1,1,7,4,0,0,0,1,0,1,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtcentrum De Ruimte,0034::SB111,,2785,1856,2,6,1,0,4,1639,222,0,0,1,0,0,1865,423,131,76,323,115,85,82,37,89,12,10,81,112,145,37,8,37,24,4,1,1,4,4,3,1,0,5,6,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Vrijmark (t/o School de Loofhut),0034::SB112,,1899,1069,3,0,0,0,1,963,108,0,0,0,0,0,1072,169,139,39,177,71,81,58,19,57,10,3,21,91,37,23,6,31,3,8,0,5,6,3,6,1,1,4,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Portocabin bij Station Muziekwijk,0034::SB116,,1509,1306,4,3,0,3,1,1179,130,0,3,0,0,0,1310,255,158,48,168,85,99,81,32,45,17,4,56,115,59,28,4,20,6,7,1,2,6,3,2,2,1,1,1,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Portocabin bij Muzenpark,0034::SB117,,1664,1434,3,4,0,1,2,1242,199,1,0,2,0,0,1443,315,160,64,231,87,105,65,45,63,25,6,41,91,20,36,7,37,8,6,0,2,9,6,2,1,0,1,1,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tent Bizonplantsoen,0034::SB118,,1740,1159,1,2,0,0,1,1049,111,0,1,0,1,0,1161,295,120,56,167,55,59,61,21,38,18,3,24,79,18,47,17,45,6,6,2,1,8,8,0,3,1,0,1,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MBO College Poort,0034::SB119,,1590,677,1,0,0,1,4,610,65,0,0,1,0,0,679,127,40,28,110,53,33,20,17,36,4,3,42,37,53,12,2,24,11,4,0,2,5,2,1,1,3,0,3,4,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Clubhuis Handbalclub Najaden,0034::SB120,,1781,821,0,2,0,0,2,728,93,0,0,0,0,0,823,224,93,38,141,40,41,31,15,42,2,3,14,50,23,24,5,22,2,1,0,2,3,3,0,0,1,1,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buitencentrum Almeerderhout,0034::SB121,,375,441,0,0,0,0,4,386,51,0,0,0,0,0,441,145,29,19,79,35,8,13,9,43,2,0,0,25,4,8,1,14,1,0,0,3,3,0,0,0,0,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Drive-Through Veluwsekant,0034::SB122,,1870,1046,1,3,0,2,3,924,125,0,0,2,0,0,1052,277,129,41,122,46,62,47,15,34,11,3,29,101,30,33,7,24,4,5,0,3,4,9,6,1,2,1,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Drive-Through Doemere,0034::SB123,,1761,2097,7,4,0,0,3,1688,415,0,2,0,2,0,2106,434,263,64,311,105,95,91,47,92,21,2,101,206,116,29,20,29,14,17,5,5,6,9,9,1,1,1,2,1,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Buitenhof,0034::SB124,,1811,833,2,5,0,0,0,741,99,0,0,0,0,0,840,112,104,36,112,30,77,44,23,45,14,3,45,86,38,16,3,21,12,1,1,0,3,5,0,0,1,0,1,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Jaagmeent,0034::SB125,,1505,937,2,1,0,0,1,850,87,0,2,0,2,0,938,174,132,54,161,54,51,48,18,64,5,3,9,79,14,18,9,23,0,4,0,5,0,7,2,2,0,0,0,1,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Meerveldplein,0034::SB126,,1997,1119,5,6,0,0,2,1002,129,3,0,3,0,0,1133,252,148,44,176,56,62,44,30,42,10,2,50,82,37,33,3,14,15,3,0,2,2,2,3,1,5,1,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Bosgouw,0034::SB127,,1815,1294,3,3,0,0,1,1161,138,0,0,0,0,0,1300,254,192,62,211,66,91,67,13,63,18,0,19,97,18,48,13,30,3,8,0,5,8,6,0,1,0,0,1,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Amsterdamweg,0034::SB128,,2273,1000,0,8,0,0,1,868,139,0,0,0,0,0,1008,142,119,47,100,63,75,43,17,50,13,4,90,73,74,26,5,12,23,8,0,6,4,0,0,1,0,3,2,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Pijnackerpad,0034::SB129,,1720,1021,3,4,0,0,1,917,110,0,0,0,0,0,1028,172,173,34,115,67,67,62,16,57,22,3,49,81,37,14,8,15,8,4,0,3,11,0,1,2,0,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Leeuwardenplein,0034::SB130,,1426,607,1,4,0,0,1,515,96,0,0,0,0,0,612,60,67,15,54,58,56,25,22,19,7,0,93,35,32,8,3,8,28,1,0,0,4,0,2,4,3,0,1,2,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Lingestraat,0034::SB131,,1789,920,2,2,1,0,3,809,111,0,1,0,0,0,923,184,118,45,131,64,72,51,28,53,11,6,16,39,18,26,5,18,16,5,1,3,3,0,0,0,4,2,0,1,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Harderwijkoever,0034::SB132,,1837,750,0,3,0,0,1,675,77,0,0,0,0,0,753,115,111,26,86,52,50,34,14,37,7,3,60,64,23,11,2,17,19,6,2,0,1,0,1,0,2,3,0,4,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Regenboogweg,0034::SB133,,3054,1882,14,3,0,0,2,1664,233,0,0,0,0,0,1899,420,174,67,295,118,114,74,42,87,21,11,77,143,66,64,9,35,13,14,0,10,8,12,3,1,0,1,3,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Ravelplantsoen,0034::SB134,,2001,1461,3,1,0,1,0,1331,135,0,0,1,0,0,1466,294,201,88,203,72,142,83,34,52,28,10,26,94,26,52,4,17,3,5,1,3,9,10,0,2,0,0,1,1,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Luitstraat,0034::SB135,,1672,987,4,0,0,0,2,892,97,0,0,0,0,0,991,224,92,50,180,73,48,58,25,54,18,8,17,47,20,21,2,27,4,2,2,2,3,4,2,1,0,3,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Aprilstraat,0034::SB136,,3159,1910,5,6,0,0,2,1663,257,0,1,0,1,0,1922,459,187,88,291,135,101,103,79,59,25,7,41,127,37,52,7,62,15,3,1,7,7,6,6,1,3,0,1,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Cranberrylaan,0034::SB137,,1723,1209,2,2,0,0,2,1080,132,1,0,1,0,0,1214,298,139,68,220,77,58,43,25,50,9,0,20,87,31,23,8,26,7,9,1,0,2,1,1,2,0,3,1,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Johan Jongkindstraat,0034::SB138,,3945,1632,4,4,0,0,3,1396,241,0,0,0,0,0,1640,345,168,76,244,75,112,110,31,59,13,13,94,124,58,33,10,24,17,5,1,4,1,5,2,4,3,0,1,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Wiilem de Vlaminghstraat,0034::SB139,,3304,1920,3,12,0,0,0,1639,293,0,3,0,3,0,1932,428,212,84,265,105,109,87,68,72,13,11,113,117,95,37,8,32,22,9,1,6,10,7,1,1,1,3,2,1,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Kraaiennest 1,0034::SB140,,2497,1733,3,5,0,0,1,1483,257,0,0,0,0,0,1741,571,158,76,328,80,43,68,16,57,12,5,41,109,43,52,3,40,12,3,1,2,3,3,3,0,0,2,0,2,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Kraaiennest 2,0034::SB141,,2751,1697,2,3,0,0,1,1454,249,2,0,2,0,0,1704,521,159,81,298,87,48,69,29,57,15,5,43,91,48,37,8,58,6,10,1,7,3,3,3,1,1,3,4,1,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Basilicumweg 1,0034::SB142,,1857,919,0,8,0,0,3,786,139,1,0,1,0,0,928,167,124,27,116,57,65,50,26,25,10,2,56,81,41,22,8,15,4,6,0,3,5,7,0,0,0,1,1,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Basilicumweg 2,0034::SB143,,1832,922,3,7,0,0,1,813,118,0,0,0,0,0,932,174,133,33,124,54,59,40,23,42,21,1,44,77,35,9,9,14,8,5,0,3,4,4,0,1,0,1,4,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Binnenkruierstraat 1,0034::SB144,,1336,506,0,1,0,0,1,443,62,0,1,0,1,0,506,88,63,21,64,33,34,26,9,16,15,0,31,30,24,22,2,5,11,4,1,0,1,3,0,0,1,1,1,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Binnenkruierstraat 2,0034::SB145,,0,432,0,3,0,0,1,380,54,0,0,0,0,0,435,62,68,11,48,31,23,19,8,21,12,2,21,44,11,15,4,11,14,4,0,0,0,1,0,0,1,1,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Prozastraat 1,0034::SB146,,2138,1411,4,7,0,0,1,1262,159,0,0,0,0,0,1422,365,146,48,217,61,87,55,26,45,17,5,87,93,52,36,6,19,13,7,0,5,10,2,3,0,3,0,1,2,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Prozastraat 2,0034::SB147,,2244,1376,2,8,0,0,0,1233,153,0,0,0,0,0,1386,373,172,51,189,68,61,74,31,42,12,5,65,79,43,38,8,21,13,9,0,2,14,4,1,0,1,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Nederlandstraat 1,0034::SB150,,2259,1296,2,1,5,0,0,1258,46,0,0,5,0,0,1304,274,111,46,249,79,53,52,25,48,5,7,79,81,93,31,4,29,8,4,3,1,2,3,2,2,1,2,2,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Nederlandstraat 2,0034::SB151,,0,873,2,1,5,0,5,779,87,0,5,0,0,0,871,180,65,35,149,56,32,42,19,26,4,1,67,51,62,21,7,30,14,1,1,1,1,0,2,0,1,1,4,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kantine S.C. Buitenboys 1,0034::SB152,,1737,522,0,0,0,0,2,466,54,0,0,0,0,0,522,108,58,20,85,28,29,18,20,24,10,0,13,47,12,20,5,14,1,1,1,3,2,2,0,1,0,0,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kantine S.C. Buitenboys 2,0034::SB153,,0,652,2,1,0,0,1,586,68,0,0,0,0,0,655,155,67,26,116,37,31,33,11,31,10,1,9,53,18,16,6,20,1,2,0,2,4,2,0,0,0,1,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gebiedskantoor Stad (Oost en West),0034::SB154,,3098,1179,3,4,0,0,2,1072,113,1,0,1,0,0,1187,223,89,53,254,91,54,101,11,74,19,0,39,44,26,32,6,40,4,4,1,3,6,4,0,0,0,0,0,1,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Slagbaai,0034::SB155,,1820,1241,1,4,0,0,1,1103,144,2,0,2,0,0,1248,216,227,48,141,87,83,78,23,60,26,0,28,103,24,29,11,30,6,2,0,2,9,3,0,0,0,0,3,2,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Makassarweg,0034::SB156,,2570,788,4,1,0,0,1,690,102,0,0,0,0,0,793,171,98,43,107,41,49,31,24,32,7,4,33,50,47,13,1,11,11,2,2,3,3,0,1,0,0,0,4,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal C. van Eesterenplein,0034::SB157,,1708,1635,9,7,0,0,3,1446,203,1,0,1,0,0,1652,278,223,62,180,102,151,102,43,76,21,1,48,149,63,35,12,31,12,11,0,3,8,9,3,5,1,4,1,1,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Kornetstraat,0034::SB158,,1762,1228,0,3,0,0,1,1088,142,0,0,0,0,0,1231,293,123,72,195,87,66,60,13,70,27,3,30,73,23,41,2,26,2,5,1,4,6,3,0,2,0,0,1,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtcentrum De Bazuin,0034::SB159,,3749,1082,2,0,1,0,0,967,116,0,1,0,0,0,1083,216,157,32,136,60,71,64,31,45,13,2,34,86,56,26,6,19,3,3,3,2,6,7,2,0,0,1,0,1,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau EveNaarHuis,0034::SB163,,910,807,2,5,0,0,1,717,96,0,0,0,0,0,814,180,90,35,116,40,47,36,11,31,9,1,25,70,64,18,3,9,6,5,1,2,4,0,0,0,0,0,4,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Levend Waterkerk Almere 1,0034::SB164,,1305,914,2,2,0,0,1,739,177,1,1,0,0,0,917,163,71,50,130,72,63,40,67,36,12,8,30,61,31,26,4,18,14,3,2,2,4,1,2,3,0,1,0,0,,
Lelystad,Almere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Levend Waterkerk Almere 2,0034::SB165,,1510,543,3,0,0,0,1,505,40,0,0,0,0,0,546,109,57,30,75,31,38,29,46,19,12,1,21,22,22,16,1,4,2,2,0,2,1,0,0,2,0,1,0,0,,
