contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,Partij van de Eenheid,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Wold,0995::SB11,8225 AN,1567,906,3,4,0,1,5,803,104,0,1,0,0,0,912,159,143,55,99,58,69,44,34,39,15,7,33,87,11,15,8,8,2,2,2,0,3,9,1,0,1,2,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal de Horst,0995::SB12,8225 MV,1406,911,4,2,0,0,2,820,95,0,0,0,0,0,917,187,115,50,109,32,74,37,41,36,11,8,12,103,19,24,8,16,2,6,0,0,6,6,7,0,2,0,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurtcentrum De Brink (1),0995::SB13,8225 SX,1345,756,2,2,0,0,2,688,69,0,0,0,0,0,759,120,138,32,65,37,58,38,25,32,8,3,35,89,21,19,2,5,3,9,0,2,6,4,1,1,3,0,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Voorstraat (1),0995::SB14,8226 KL,1815,891,2,5,0,0,0,789,109,0,0,0,0,0,898,137,158,24,87,42,45,41,31,55,3,9,46,113,33,12,4,22,7,7,0,1,6,0,0,0,1,3,4,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Voorstraat (2),0995::SB15,8226 KL,1758,839,5,7,0,2,3,761,89,0,0,2,0,0,853,124,139,32,74,30,60,23,18,50,7,2,73,109,40,17,7,6,3,6,0,4,2,1,2,2,3,1,3,1,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Apollo Hotel Lelystad,0995::SB16,8224 BZ,1527,702,0,1,1,0,2,639,61,0,1,0,0,0,702,118,122,30,68,44,52,40,10,26,8,1,19,92,21,19,4,15,2,4,0,1,3,3,0,0,0,0,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkcentrum Het Anker,0995::SB17,8231 BH,1553,915,3,2,0,0,4,839,79,0,0,0,0,0,922,210,106,68,149,51,43,47,45,45,21,6,5,46,6,16,7,17,0,5,1,2,7,5,1,0,2,4,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Karveel,0995::SB18,8231 BX,1507,1077,2,1,0,1,4,985,90,0,1,0,0,0,1079,285,114,59,198,64,67,58,22,55,10,5,3,60,6,20,6,18,1,6,0,3,8,4,1,3,0,1,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Dukdalf,0995::SB19,8242 EK,1606,718,2,7,0,0,2,661,64,0,0,0,0,0,727,132,118,29,67,32,58,50,30,26,5,5,23,84,12,13,4,9,0,1,4,1,2,5,0,0,2,4,1,1,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Punter,0995::SB20,8242 DL,1647,725,5,2,0,0,2,638,92,0,0,0,0,0,732,210,112,35,91,27,34,29,15,18,9,3,16,64,3,24,2,10,3,7,0,1,9,0,1,1,0,1,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dans- en Partycentrum Overeem,0995::SB21,8242 BA,1453,1036,2,3,0,0,0,976,65,0,0,0,0,0,1041,162,192,32,109,46,111,60,23,50,9,8,31,122,10,16,9,9,6,7,1,0,7,6,1,3,6,0,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Kindcentrum Warande,0995::SB22,8245 HW,1807,1369,3,3,0,1,3,1211,160,0,0,1,0,0,1374,405,126,62,232,66,46,51,31,52,11,8,30,125,9,39,10,31,5,4,0,3,9,6,1,1,3,1,2,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Woonzorgcentrum Hanzeborg,0995::SB23,8232 DC,1511,804,1,1,0,0,0,712,95,1,0,1,0,0,807,100,140,28,81,52,68,62,22,27,12,4,42,97,7,14,5,11,14,8,1,0,4,1,2,0,0,0,1,1,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkcentrum 't Lichtschip,0995::SB24,8243 BW,1670,1098,5,1,0,0,4,997,103,0,0,0,0,0,1104,211,166,58,130,54,66,64,38,51,18,15,27,102,20,29,8,17,5,4,1,2,5,3,1,2,0,0,0,1,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau School De Toermalijn,0995::SB25,8243 LR,1608,1099,2,7,0,0,2,982,124,0,0,0,0,0,1108,187,191,38,158,53,72,88,34,54,8,3,18,98,16,23,8,11,4,6,1,1,13,2,4,2,1,4,1,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkcentrum Petruskerk,0995::SB26,8243 KA,1442,898,7,0,0,0,1,807,95,0,0,0,0,0,903,218,142,53,83,32,55,46,23,32,12,7,27,97,7,20,5,17,2,3,1,1,9,5,1,0,0,0,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau School De Tjalk,0995::SB27,8232 LT,1531,916,3,7,0,0,0,830,96,0,0,0,0,0,926,195,150,40,111,36,62,52,20,38,18,3,9,106,14,22,3,14,1,7,0,5,1,7,1,0,0,0,1,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau School De Schakel,0995::SB28,8243 KW,1611,859,3,1,0,0,0,812,51,0,0,0,0,0,863,173,149,63,81,27,72,26,22,27,7,11,20,97,13,36,3,10,5,4,1,3,3,1,0,1,2,2,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Lelystad Haven (1),0995::SB29,8244 AH,1243,778,3,1,0,0,0,704,78,0,0,0,0,0,782,154,151,33,89,26,60,31,22,32,6,4,16,84,2,27,11,9,2,5,0,1,4,3,2,1,1,2,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Erfgoedpark Batavialand,0995::SB30,8242 PA,1682,684,0,0,0,0,3,627,54,0,0,0,0,0,684,193,64,52,104,19,28,34,24,40,8,1,9,36,6,36,0,14,0,2,2,1,7,4,0,0,0,0,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Landstrekenwijk (1),0995::SB31,8245 ER,1166,832,4,3,0,0,3,745,91,0,0,0,0,0,839,226,100,61,125,28,42,33,32,23,3,4,9,67,4,27,5,18,2,5,0,1,9,3,1,1,0,0,0,3,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Aeres VMBO Lelystad,0995::SB32,8232 MB,1180,738,2,1,0,0,1,652,88,0,0,0,0,0,741,213,114,47,83,32,34,39,17,26,11,3,7,46,6,31,4,12,0,3,0,4,2,2,0,0,0,2,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal De Borg,0995::SB33,8226 TA,1625,806,2,0,0,1,1,723,85,0,0,1,0,0,809,202,104,53,106,47,45,31,32,33,12,9,21,42,7,22,10,10,1,4,2,2,2,4,0,0,3,1,0,1,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis Lelystad,0995::SB34,8232 ZX,948,718,0,3,0,0,4,652,65,0,0,0,0,0,721,111,120,35,93,40,47,49,13,38,7,9,26,57,23,13,3,12,2,5,1,4,1,2,1,1,1,3,0,1,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkcentrum Lichtbron,0995::SB35,8226 TA,1637,1469,3,0,0,1,1,1471,1,0,0,1,0,0,1473,459,145,111,216,41,62,30,71,68,8,24,40,84,14,35,5,28,1,1,1,4,2,15,2,0,0,1,1,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau School De Meander,0995::SB36,8219 AT,1562,958,0,0,0,1,3,839,115,0,1,0,0,0,957,340,96,71,130,51,30,26,33,37,5,9,13,45,7,28,3,16,3,2,1,2,2,7,0,0,1,0,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Lelystad Haven (2),0995::SB37,8244 AH,1328,749,2,4,0,0,1,679,75,0,0,0,0,0,755,154,125,38,86,31,60,42,11,47,9,0,13,66,9,22,3,14,1,3,0,1,5,2,2,0,3,2,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Schouw Noord,0995::SB38,8232 ZC,1432,679,2,0,0,0,1,613,67,0,0,0,0,0,681,142,104,23,100,36,51,35,17,29,9,6,42,45,9,9,4,3,3,1,0,1,4,3,1,1,1,0,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Landstrekenwijk (2),0995::SB39,8245 ER,1090,772,0,2,0,0,0,705,69,0,0,0,0,0,774,214,83,62,111,31,26,38,29,36,12,2,9,47,9,28,4,17,1,2,0,3,2,4,0,0,2,0,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Drive-through Wigstraat,0995::SB40,8223 EE,0,545,6,0,0,0,1,548,2,0,0,0,0,0,551,134,78,20,61,19,23,20,8,10,3,5,33,61,8,26,6,5,12,2,0,1,3,3,2,1,0,0,0,1,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis Maandag 15 maart,0995::SB150,8232 ZX,0,619,0,2,0,0,0,562,59,0,0,0,0,0,621,130,103,46,62,19,78,74,20,29,4,2,4,14,4,11,1,9,2,1,0,0,0,1,0,1,0,0,4,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Landstrekenwijk (1) maandag 15 maart,0995::SB151,8245 ER,0,275,0,1,0,0,0,243,33,0,0,0,0,0,276,62,39,22,42,6,22,29,5,19,0,0,0,11,0,12,0,5,0,0,0,0,0,1,0,0,0,0,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Zuiderzee maandag 15 maart,0995::SB152,8223 CL,0,259,0,0,0,0,0,225,34,0,0,0,0,0,259,51,43,30,21,4,25,28,3,5,7,2,8,7,4,9,5,2,0,0,0,1,0,3,0,0,0,0,0,1,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Karveel maandag 15 maart,0995::SB153,8231 BX,0,491,1,1,0,0,3,441,49,0,0,0,0,0,493,113,76,46,59,20,47,46,13,9,10,3,3,15,1,19,0,10,0,0,0,0,0,0,0,1,0,0,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Voorstraat (1) maandag 15 maart,0995::SB154,8226 KL,0,344,3,1,0,0,1,323,24,0,0,0,0,0,348,71,58,34,42,18,29,22,6,23,8,1,3,13,2,9,0,4,0,0,0,0,1,0,0,0,0,0,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis dinsdag 16 maart,0995::SB160,8232 ZX,0,571,0,1,0,0,2,511,59,0,0,0,0,0,572,121,87,51,54,29,56,51,18,15,9,0,17,28,7,14,1,4,1,3,0,1,1,0,0,1,0,0,0,2,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Landstrekenwijk (1) dinsdag 16 maart,0995::SB161,8245 ER,0,266,0,0,0,0,0,234,32,0,0,0,0,0,266,79,19,22,30,18,20,18,7,13,7,9,0,6,3,7,2,2,0,0,0,1,2,1,0,0,0,0,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Zuiderzee dinsdag 16 maart,0995::SB162,8223 CL,0,228,0,3,0,0,1,201,29,0,0,0,0,0,231,52,38,21,9,7,20,15,6,14,4,0,19,8,1,8,0,2,1,2,0,0,0,1,0,0,0,0,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Karveel dinsdag 16 maart,0995::SB163,8231 BX,0,397,0,1,0,0,1,358,39,0,0,0,0,0,398,98,52,35,55,14,30,29,8,19,5,1,3,20,0,25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Voorstraat (1) dinsdag 16 maart,0995::SB164,8226 KL,0,421,0,0,0,0,0,373,48,0,0,0,0,0,421,81,61,23,32,29,40,31,17,29,9,8,8,14,3,17,5,4,0,2,0,0,0,8,0,0,0,0,0,0,,
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 16 maart,0995::SB201,8232 ZX,0,3902,7,9,0,1,,,,,0,1,,,3919,918,490,564,331,94,352,491,151,151,115,33,5,42,9,90,3,18,2,7,0,1,3,0,2,25,2,2,1,0,0,0
Lelystad,Lelystad,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 17 mrt na 21.00 uur,0995::SB202,8232 ZX,0,105,0,2,0,0,,,,,0,0,,,107,21,21,5,7,2,6,9,4,5,3,2,5,7,1,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
