contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal basisschool Louise de Coligny,0718::SB15,4384 EV,1630,1202,5,2,0,0,4,1085,120,0,0,0,0,0,1209,277,106,86,184,40,82,68,35,51,27,14,15,86,10,45,7,31,0,9,0,3,9,7,6,0,0,2,2,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Lokaal Apostolisch Genootschap,0718::SB16,4386 GZ,1777,1504,2,0,0,0,2,1346,158,0,0,0,0,0,1506,476,151,124,233,51,71,88,40,35,21,23,2,82,0,53,8,19,0,1,0,1,8,12,3,1,0,0,1,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stichting ROAT,0718::SB17,4385 AM,1400,731,0,2,0,0,0,655,78,0,0,0,0,0,733,101,139,25,66,41,54,42,19,24,13,20,15,97,13,16,9,11,1,2,0,1,4,11,3,2,0,0,1,1,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Bolwerk,0718::SB18,4386 EA,1492,696,1,0,0,1,0,620,78,0,0,1,0,0,698,141,79,53,88,32,71,25,33,28,11,10,1,73,5,19,2,6,1,2,0,2,4,4,2,1,2,0,1,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Adventkerk,0718::SB19,4386 AL,1297,837,2,0,0,1,3,759,78,0,0,1,0,0,840,180,71,66,113,29,37,42,72,32,11,69,1,53,4,18,2,23,0,2,0,0,1,5,1,1,0,2,2,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Lokaal wijkcentrum De Burgerij,0718::SB20,4384 HA,1349,786,2,5,0,0,2,696,95,0,0,0,0,0,793,190,101,44,109,24,45,47,22,34,17,8,4,66,3,30,10,15,2,3,0,2,4,5,0,0,0,0,1,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Theo Thijssenschool,0718::SB21,4384 PA,1332,433,1,0,0,0,12,374,48,0,0,0,0,0,434,140,27,20,85,22,27,22,7,17,4,1,3,34,3,8,2,3,2,2,0,0,1,3,0,0,0,0,0,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Activiteitencentrum De Kwikstaart,0718::SB22,4388 KK,1985,1540,5,1,0,3,1,1383,159,0,3,0,0,0,1543,266,188,124,176,58,134,104,56,82,40,37,23,120,5,41,9,21,9,3,1,5,7,16,2,2,6,2,2,1,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Het Kroonjuweel,0718::SB23,4388 MD,1628,1130,2,5,0,0,4,1019,114,0,0,0,0,0,1137,203,130,55,152,46,92,62,38,31,20,33,19,154,7,22,4,11,3,3,0,4,13,12,1,0,5,7,3,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Belt,0718::SB24,4388 AS,2068,642,3,0,0,0,0,579,66,0,0,0,0,0,645,134,76,50,78,32,40,39,17,34,15,12,0,67,0,21,2,4,0,3,1,1,3,6,2,0,2,0,3,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantine Korfbalvereniging Atlas,0718::SB25,4389 TT,430,344,0,0,0,0,2,317,25,0,0,0,0,0,344,62,37,42,32,19,17,8,17,16,0,30,0,25,0,15,0,6,0,2,0,1,2,9,1,0,1,2,0,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Van Duijvenvoorde Sportzaal,0718::SB26,4388 VL,2062,602,0,2,0,0,1,545,58,0,0,0,0,0,604,95,76,28,65,33,64,31,20,20,17,21,3,84,4,11,5,6,0,2,0,1,2,9,0,1,1,2,1,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal basisschool De Omnibus,0718::SB27,4385 HT,1302,540,2,2,0,0,0,486,58,0,0,0,0,0,544,88,94,20,46,10,47,26,30,24,6,8,18,78,10,9,5,7,0,3,0,1,4,5,0,0,0,0,1,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantine VC Vlissingen,0718::SB28,4383 VV,2607,402,2,0,0,0,0,363,41,0,0,0,0,0,404,65,55,15,45,25,47,28,15,16,13,1,17,28,2,14,3,1,0,4,0,0,1,2,2,0,0,0,1,2,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mobiel Stembureau,0718::SB29,4382 MA,0,101,1,0,0,0,1,98,3,0,0,0,0,0,102,16,15,7,15,1,17,10,5,5,3,1,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 1 t.b.v. telling t/m 16 -03,0718::SB40,4382 MA,0,3258,4,3,0,6,,,,,0,7,,,3272,775,280,557,229,52,277,485,126,110,145,79,2,28,2,53,8,22,2,0,0,0,1,8,4,5,3,0,3,2,0,1
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 2 t.b.v. telling 17-03,0718::SB41,4382 MA,0,184,0,1,0,0,,,,,0,0,,,185,44,22,29,18,1,11,32,3,7,4,2,4,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
