contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Badhuis,0268::SB15,6523 CD,1646,1641,3,3,0,0,14,1540,93,0,0,0,0,0,1647,176,29,48,531,320,78,107,17,117,4,2,10,30,29,8,1,115,3,6,1,3,1,1,0,0,1,0,1,1,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ark van Oost,0268::SB16,6523 HR,1512,778,2,0,0,0,2,717,61,0,0,0,0,0,780,86,53,25,181,153,63,38,7,59,5,1,20,28,12,7,1,28,0,0,0,2,6,0,2,0,0,0,0,0,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau School De Sterredans,0268::SB18,6522 HE,1581,1038,1,0,0,0,3,933,102,0,1,0,0,0,1038,163,54,36,347,143,46,75,5,74,4,0,7,20,7,11,2,39,0,0,0,0,2,1,0,0,0,0,0,1,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Canisius College,0268::SB19,6522 BK,1556,617,0,0,0,1,4,561,53,0,0,1,0,0,618,109,17,16,181,101,17,44,8,44,0,1,0,9,2,3,0,57,2,0,0,2,0,0,2,0,0,0,0,2,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Logegebouw,0268::SB20,6523 DG,1587,834,1,0,0,0,2,770,64,0,0,1,0,0,836,72,17,20,235,180,40,61,11,85,0,2,0,18,19,9,4,52,0,1,0,1,6,1,0,0,0,0,0,0,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stip Oost,0268::SB21,6523 EV,1339,839,2,3,0,0,4,784,56,0,0,0,0,0,844,89,31,17,218,149,84,49,4,84,5,0,8,19,13,11,0,44,0,4,0,3,5,1,0,0,0,0,0,1,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Erica Terpstra Sportfondsenbad,0268::SB22,6523 MJ,3079,1414,2,0,4,0,5,1298,117,0,0,4,0,0,1420,248,42,56,401,234,50,75,18,91,6,0,8,33,17,15,2,92,2,3,1,5,4,0,1,0,0,0,2,6,2,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voorzieningenhart 't Hert,0268::SB25,6531 CS,1844,1486,1,7,0,0,8,1344,145,3,0,3,0,0,1497,135,127,33,372,184,69,70,7,96,8,0,154,59,23,20,2,90,12,5,2,1,8,0,2,1,0,0,0,5,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Klokketoren,0268::SB26,6532 AD,1197,758,4,1,0,0,4,712,49,0,0,0,0,0,765,84,90,19,149,130,66,29,12,57,6,0,20,34,12,2,0,31,4,2,0,1,6,3,0,0,0,1,0,0,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau NEC Stadion,0268::SB27,6532 AJ,4478,1658,2,1,0,0,6,1561,95,0,0,1,0,0,1662,207,76,54,487,270,69,103,34,124,5,4,6,43,23,23,1,97,2,9,0,3,4,3,2,0,1,1,3,3,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maranathakerk,0268::SB28,6531 TH,1650,1691,3,1,0,1,4,1547,145,0,0,1,0,0,1696,213,36,74,554,325,66,124,21,116,5,3,6,23,11,18,2,72,3,2,0,1,9,0,2,0,0,0,1,4,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Joris MAVO,0268::SB29,6532 TV,1353,642,0,0,0,2,0,600,44,0,0,2,0,0,644,85,19,20,208,128,18,34,8,40,2,0,3,18,8,8,2,31,1,4,1,2,1,1,0,0,0,0,0,0,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Café Piet Huisman,0268::SB32,6533 BT,1777,1447,5,2,0,1,9,1340,106,0,0,1,0,0,1455,177,75,42,428,255,73,82,10,88,11,2,5,37,16,24,5,99,0,6,2,0,6,2,1,0,0,0,0,0,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Turks Cultureel Centrum,0268::SB33,6533 SZ,1886,1171,2,1,0,3,3,1074,94,0,3,0,0,0,1171,148,71,42,308,210,62,78,14,57,6,3,38,25,20,15,3,48,6,7,1,1,2,3,1,1,0,0,0,1,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hennes Automobielen BV,0268::SB34,6533 HJ,1968,1267,3,5,0,5,6,1176,98,0,0,5,0,0,1280,153,98,51,258,167,158,86,10,76,9,4,35,48,7,23,1,44,4,9,1,3,8,4,2,3,0,0,2,1,2,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Schakel,0268::SB35,6533 MA,1816,1000,1,4,0,0,10,923,76,0,0,4,0,0,1009,136,100,38,186,119,81,52,10,62,16,1,23,68,10,20,2,42,10,3,0,3,3,3,0,0,3,0,0,9,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingscentrum De Toermalijn,0268::SB36,6534 VZ,1761,725,4,0,0,5,2,677,55,0,0,5,0,0,734,110,60,35,142,95,61,44,14,51,3,3,3,28,19,10,1,34,0,2,3,1,0,1,1,1,0,0,0,2,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Hatert,0268::SB38,6535 RZ,2473,1314,4,10,0,0,6,1199,123,0,0,0,0,0,1328,120,207,29,177,151,146,74,25,65,12,3,95,60,27,16,9,49,17,7,2,2,10,2,1,2,2,1,0,2,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Restaurant bij de Buren,0268::SB39,6535 NB,2811,983,4,2,0,0,3,899,87,0,0,0,0,0,989,172,145,46,133,88,110,61,14,49,8,1,25,43,5,20,3,33,4,2,4,2,4,0,0,0,0,0,7,2,2,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Berchmanianum,0268::SB40,6525 XZ,0,1246,3,0,0,0,21,1173,55,0,0,0,0,0,1249,134,20,50,352,256,38,96,19,83,2,8,0,12,30,11,2,112,3,1,3,3,5,3,2,1,0,0,0,0,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Aqua Viva,0268::SB42,6525 SM,3065,1543,1,3,0,4,4,1424,123,0,0,4,0,0,1551,185,68,102,424,255,87,118,22,101,9,3,10,31,12,16,5,67,0,4,1,2,7,6,4,1,0,0,1,2,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Biezantijn,0268::SB43,6541 TN,2009,1298,11,2,0,0,5,1185,120,0,1,0,0,0,1310,153,224,26,272,143,98,59,15,86,5,4,28,70,16,18,2,45,6,10,2,1,3,1,0,0,0,1,5,4,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Titus Brandsma,0268::SB44,6542 VJ,1845,1630,7,2,0,6,11,1494,148,0,6,0,0,0,1653,180,106,38,404,302,68,80,12,105,8,4,74,66,24,22,2,99,12,7,1,5,4,2,1,0,0,0,1,1,2,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Villanova,0268::SB46,6542 JP,1803,1132,3,1,0,5,10,1031,90,0,5,0,0,0,1131,77,106,33,258,205,82,39,17,90,5,2,80,26,15,15,2,60,6,3,1,2,1,3,0,0,0,0,1,3,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Heseweide,0268::SB48,6543 NA,2762,1503,2,3,0,3,1,1383,127,0,0,3,0,0,1511,188,120,60,352,227,106,74,17,82,8,3,44,51,19,31,5,73,14,5,1,4,8,2,2,0,0,2,0,2,3,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brede School De Zonnewende,0268::SB49,6543 SE,2734,1049,1,1,0,2,2,963,88,0,0,2,0,0,1053,127,115,38,198,160,90,48,8,64,2,2,38,44,32,11,2,43,8,2,2,2,3,4,0,0,0,0,1,3,2,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stichting GVO de Klup,0268::SB50,6532 XP,1736,840,1,0,0,0,0,794,47,0,0,0,0,0,841,103,35,31,253,133,37,61,5,70,5,1,5,23,6,20,1,41,2,1,1,0,1,0,1,0,2,1,0,1,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportpark de Dennen,0268::SB51,6543 JP,1684,991,7,1,0,1,4,920,74,0,1,0,0,0,998,131,52,43,277,171,39,42,21,52,1,1,7,28,20,17,2,62,5,3,0,1,6,1,3,0,0,2,3,0,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Schalmei,0268::SB52,6544 TN,4006,1407,5,6,0,0,5,1235,177,0,0,1,0,0,1417,144,172,40,216,163,137,73,20,62,14,1,163,54,23,20,4,47,32,8,2,4,0,1,0,0,0,1,1,4,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Tolhuis,0268::SB54,6537 PN,1956,942,4,1,0,0,0,841,106,0,0,0,0,0,947,134,208,33,128,75,83,42,7,47,7,0,39,77,6,9,1,14,8,4,1,4,6,0,0,0,1,1,1,5,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bibliotheek Zwanenveld,0268::SB55,6538 SC,1292,1213,4,1,0,2,4,1127,89,0,0,2,0,0,1220,162,210,33,176,106,129,59,27,46,12,1,39,83,22,25,2,36,12,14,1,2,3,3,2,1,0,1,5,0,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingsruimte Leuvenshof,0268::SB57,6538 ML,2293,753,2,4,0,0,1,670,88,0,0,0,0,0,759,78,207,23,86,35,76,46,17,23,8,0,11,80,8,17,5,13,0,3,1,0,0,3,0,2,0,0,5,6,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau School De Meiboom,0268::SB58,6537 HD,1503,671,1,12,0,0,3,607,75,1,0,1,0,0,685,77,74,22,115,60,67,35,10,35,4,0,71,54,15,7,2,9,9,0,0,0,0,2,0,0,1,0,0,2,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Dukenburg,0268::SB59,6537 EP,1676,581,0,3,1,0,0,530,55,0,0,1,0,0,585,65,77,31,86,37,54,36,10,36,4,3,33,49,12,8,1,9,10,5,0,3,3,3,2,0,0,1,2,1,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gezondheidsplein Dukenburg,0268::SB60,6538 JA,1634,786,2,0,0,0,2,727,59,0,0,0,0,0,788,122,124,31,115,87,73,78,7,36,1,1,15,56,8,7,4,10,1,2,1,0,4,0,0,0,0,0,3,0,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Lindenberg,0268::SB61,6537 CD,1829,882,2,6,0,1,1,800,90,0,0,1,0,0,891,112,152,38,99,72,108,36,5,41,9,5,61,61,12,13,4,17,15,6,0,2,5,4,1,0,2,0,2,0,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Turf,0268::SB62,6538 DH,1872,846,5,2,0,0,3,770,80,0,0,0,0,0,853,88,150,24,98,79,92,45,6,28,16,6,64,70,11,9,4,18,16,3,2,1,9,0,1,0,0,0,4,1,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Prins Clausschool,0268::SB63,6536 DB,1418,1035,3,0,0,4,1,936,105,0,0,4,0,0,1042,172,77,49,247,124,67,83,19,73,4,6,13,35,5,13,4,27,0,5,1,2,3,1,1,1,0,0,0,2,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Dageraad,0268::SB64,6536 AC,1385,794,3,1,0,0,4,738,56,0,0,0,0,0,798,130,93,36,146,69,71,59,15,66,4,2,6,35,6,7,0,31,2,1,1,7,2,0,1,1,1,0,2,0,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau JC De Sprok,0268::SB65,6546 JZ,1925,780,2,1,0,2,2,723,60,0,0,2,0,0,785,146,178,23,88,48,74,48,9,23,8,1,10,59,8,21,3,21,0,1,0,0,1,3,2,0,0,1,3,1,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Horstacker,0268::SB66,6546 EK,1916,1175,2,6,0,0,5,1044,134,0,0,0,0,0,1183,161,193,40,178,116,127,54,14,43,17,0,37,110,11,16,9,24,6,4,0,1,4,1,0,0,0,0,6,3,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau School De Luithorst,0268::SB67,6545 LX,1461,824,0,1,0,0,0,750,75,0,0,0,0,0,825,106,127,39,131,65,80,63,13,40,9,2,17,65,7,10,4,25,4,5,0,0,1,3,1,0,1,1,3,0,2,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Agneskerk Lindenholt,0268::SB68,6545 AW,3005,1433,6,6,0,0,0,1318,129,0,0,2,0,0,1447,235,187,78,251,115,124,97,23,54,12,4,27,98,17,23,5,37,4,10,1,5,8,2,2,1,4,0,5,3,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Brack,0268::SB71,6546 XS,2913,1530,2,6,0,1,1,1355,183,0,0,1,0,0,1539,271,342,49,211,94,138,66,18,58,24,4,27,125,11,32,9,21,8,3,2,3,2,4,1,1,0,0,1,4,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Klif,0268::SB72,6515 DJ,1940,1624,2,4,0,2,5,1472,155,0,0,2,0,0,1632,366,81,76,466,191,41,77,18,85,9,1,24,63,8,19,5,65,4,1,0,2,5,5,5,0,1,1,2,3,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voorzieningenhart De Ster,0268::SB74,6663 HA,1364,1237,4,0,0,0,2,1110,129,0,0,0,0,0,1241,200,49,47,357,226,50,58,15,84,5,0,13,38,12,16,2,47,8,1,0,1,3,1,1,0,0,0,1,2,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportcentrum De Spil,0268::SB75,6663 CD,1586,1616,3,2,0,2,3,1489,131,0,0,2,0,0,1623,331,80,96,471,190,63,79,8,95,6,3,11,43,9,24,8,71,3,3,0,1,5,7,5,2,0,0,0,1,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Woongemeenschap Eikpunt,0268::SB76,6663 LE,1554,514,1,0,0,2,0,482,35,0,0,2,0,0,517,53,8,17,136,106,30,26,3,64,2,0,0,13,14,3,0,23,0,5,0,1,2,0,0,1,0,0,0,7,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Centraal Station,0268::SB77,6512 AB,0,1606,1,4,0,6,25,1527,63,0,0,4,0,0,1615,154,36,46,486,266,48,60,31,118,2,4,8,32,52,22,5,179,2,17,4,9,15,3,0,0,0,0,2,3,2,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Radboud UMC,0268::SB78,6525 GA,0,929,3,0,0,2,21,912,1,0,0,2,0,0,934,152,29,29,292,136,24,41,17,47,3,1,6,13,12,14,0,102,0,1,1,4,2,1,1,0,0,0,0,1,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kindcentrum De Verwondering,0268::SB79,6663 MH,1673,1308,6,1,0,0,0,1189,126,0,0,0,0,0,1315,229,75,41,382,199,64,59,15,87,6,1,17,41,13,4,1,49,7,3,0,2,6,2,3,0,0,0,1,1,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal De Zwaluw,0268::SB80,6541 NP,1969,1190,2,2,0,1,4,1115,76,0,0,1,0,0,1195,142,68,26,288,204,85,65,7,73,6,1,21,32,31,13,0,88,5,7,1,3,14,4,1,0,1,1,2,1,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Ontmoetingsruimte ""Bij ons thuis""",0268::SB81,6541 SP,2765,1039,0,1,0,0,3,989,48,0,0,0,0,0,1040,134,82,27,292,151,64,39,10,60,4,4,8,36,13,16,2,75,0,7,1,3,3,1,0,1,0,0,2,4,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Diaconaal Centrum De Haard,0268::SB82,6531 HW,1489,749,2,0,0,0,3,683,65,0,0,0,0,0,751,99,50,21,166,137,37,41,4,60,1,2,10,21,8,8,5,63,3,2,1,1,6,1,0,0,0,0,0,2,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal de Grote Boel,0268::SB83,6515 ZX,1953,1041,0,0,0,0,4,949,87,0,0,2,0,0,1040,253,38,39,321,124,36,34,13,44,2,0,18,34,5,6,3,52,1,4,0,1,5,2,4,1,0,0,0,1,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau ROC Nijmegen Campusbaan,0268::SB84,6512 BT,0,285,1,1,0,0,3,269,15,0,0,0,0,0,287,20,11,8,88,61,9,14,2,22,0,0,2,6,8,5,1,24,1,0,0,0,1,1,0,0,0,0,0,1,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau sv DVOL,0268::SB85,6663 JA,1456,239,1,0,0,0,2,222,16,0,0,0,0,0,240,63,13,9,77,26,2,10,1,8,0,0,3,5,3,2,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau HAN Nijmegen,0268::SB86,6525 EN,2712,1318,3,0,0,0,19,1233,67,0,2,0,0,0,1319,149,10,55,406,257,37,70,16,80,0,1,1,14,44,16,2,138,2,5,1,5,5,1,0,0,0,0,2,0,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Vasim,0268::SB87,6541 AH,2295,381,2,0,0,0,1,359,23,0,0,0,0,0,383,62,10,13,123,69,6,8,2,25,3,0,1,6,7,2,0,41,2,0,0,0,0,0,0,0,0,0,0,1,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Garage Frank Pluym,0268::SB89,6515 AE,2117,1090,0,0,0,1,1,967,122,0,0,1,0,0,1090,286,50,73,301,118,32,45,19,34,5,0,6,36,3,18,3,42,0,1,1,0,1,6,1,0,1,2,0,6,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal Hatert,0268::SB90,6535 SH,1609,601,4,1,0,0,2,574,30,0,0,0,0,0,606,73,98,21,103,78,38,26,2,31,11,0,18,40,10,5,2,30,1,3,0,3,0,1,1,0,0,0,2,2,2,,
