contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkgebouw Wijchen West,0296::SB11,6602 WT,1775,1191,0,0,0,4,2,1068,125,0,0,4,0,0,1195,356,74,103,269,60,58,63,16,41,9,1,0,43,1,30,1,46,0,2,0,0,2,5,3,3,1,0,2,1,1,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Achterlo (Basisschool de Bolster),0296::SB12,6601 XW,1324,732,0,0,0,0,1,642,89,0,0,0,0,0,732,157,146,43,106,39,53,30,11,26,10,0,3,49,3,17,2,17,5,3,0,0,2,3,0,0,0,0,2,3,2,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool Speelhoeve locatie Kraaijenberg,0296::SB13,6601 RM,1695,697,1,3,0,2,1,633,69,0,0,2,0,0,703,186,83,42,121,25,56,36,4,21,15,0,10,41,0,19,1,21,4,2,0,3,2,1,0,0,0,0,4,0,0,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Zuid (Basisschool Zuiderpad locatie Huissteden),0296::SB14,6695 HN,1934,987,2,1,0,1,1,875,113,0,1,0,0,0,989,201,137,54,164,47,97,52,9,44,13,5,16,71,4,21,2,23,0,4,0,5,4,7,2,1,1,0,2,0,1,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kulturhus de Zandloper,0296::SB15,6617 BG,1435,1062,1,1,0,0,5,929,130,0,0,0,0,0,1064,382,119,129,148,31,62,37,15,24,12,0,0,27,2,29,5,9,0,5,0,2,0,17,1,1,0,0,2,1,2,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de Mijlpaal,0296::SB16,6616 AM,943,665,0,1,0,0,0,642,24,0,0,0,0,0,666,192,55,122,92,19,46,30,5,12,2,0,4,21,0,24,2,19,0,0,1,0,5,9,0,1,0,0,4,0,0,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis 't Ballegooijke,0296::SB17,6613 AH,580,498,0,1,0,0,0,455,44,0,0,0,0,0,499,157,58,40,56,13,32,22,8,12,8,1,0,22,0,29,1,14,0,1,0,3,2,17,0,0,0,0,0,0,2,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Hostert,0296::SB18,6634 AC,518,396,0,0,0,1,48,348,1,0,0,1,0,0,397,113,49,35,42,21,37,16,8,25,1,0,0,19,1,7,0,6,0,0,0,1,0,13,1,0,0,0,1,0,0,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool Zuiderpad hoofdlocatie,0296::SB19,6605 SG,1863,894,1,1,0,1,0,812,85,0,0,1,0,0,897,250,101,64,168,35,63,43,8,36,18,0,0,58,2,20,1,19,0,0,0,0,2,4,0,0,0,0,1,0,1,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool De Trinoom,0296::SB20,6605 XH,1840,1619,2,0,0,1,6,1421,193,0,1,0,0,0,1620,515,160,103,369,68,86,62,11,34,16,0,12,47,6,47,8,47,0,3,0,5,3,11,1,3,0,0,1,0,1,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Brink,0296::SB21,6603 JR,2111,1231,1,1,0,0,1,1113,119,0,0,0,0,0,1233,427,112,82,242,66,53,30,10,41,11,0,6,51,2,46,7,23,0,0,0,5,7,5,1,1,0,2,1,0,0,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de Oase,0296::SB23,6603 CL,1511,977,2,2,0,0,3,870,108,0,0,0,0,0,981,262,142,105,150,46,59,27,9,35,10,1,3,45,1,28,3,24,0,0,0,3,2,13,0,0,1,1,2,3,2,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maandag 15 maart  Huis van de gemeente,0296::SB41,6602 DB,0,455,3,3,0,0,2,426,33,0,0,0,0,0,461,141,38,82,55,14,40,34,8,11,2,1,1,11,3,9,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dinsdag 16 maart Huis van de gemeente,0296::SB42,6602 DB,0,460,1,2,0,1,0,426,38,0,0,1,0,0,464,136,49,69,67,18,36,23,8,6,7,0,5,10,1,8,0,9,0,0,0,3,0,2,2,1,0,0,0,0,0,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maandag 15 maart Jeugdhuis Woezik,0296::SB51,6604 CC,0,315,0,0,0,0,2,276,37,0,0,0,0,0,315,94,39,51,41,5,26,21,3,6,3,0,0,7,2,10,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dinsdag 16 maart Jeugdhuis Woezik,0296::SB52,6604 CC,0,324,1,0,0,1,0,288,36,0,1,0,0,0,324,101,43,39,41,11,29,20,1,9,4,0,2,5,2,8,0,6,0,0,0,0,0,2,1,0,0,0,0,0,0,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maandag 15 maart Sporthal Zuid,0296::SB61,6605 HN,0,401,0,0,0,1,0,363,37,0,1,0,0,0,400,103,61,52,41,13,46,25,8,10,7,2,3,7,1,11,0,6,0,0,0,0,2,2,1,0,0,0,0,0,0,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dinsdag 16 maart Sporthal Zuid,0296::SB62,6605 HN,0,441,1,0,0,0,0,382,60,0,0,0,0,0,442,113,46,41,73,21,48,35,3,18,11,1,1,12,0,3,0,10,0,0,0,0,0,4,0,0,0,0,1,0,0,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maandag 15 maart Sporthal Achterlo,0296::SB71,6601 XW,0,339,1,0,0,0,4,306,30,0,0,0,0,0,340,73,28,45,54,9,61,37,1,8,3,0,4,6,0,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dinsdag 16 maart Sporthal Achterlo,0296::SB72,6601 XW,0,381,0,0,0,0,3,340,38,0,0,0,0,0,381,84,56,43,40,20,58,20,11,12,9,0,0,7,0,11,0,5,0,0,0,0,2,2,0,1,0,0,0,0,0,,
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 1,0296::SB81,6602 DB,0,3148,1,11,11,1,,,,,0,13,,,3173,899,300,726,282,71,351,281,32,60,53,1,3,10,1,51,2,6,0,0,0,1,2,6,1,8,0,0,0,0,1,0,1
Nijmegen,Wijchen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 2,0296::SB82,6602 DB,0,106,1,0,0,0,,,,,0,0,,,107,33,8,19,8,2,13,7,1,2,4,1,0,3,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
