contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Wij zijn Nederland,Modern Nederland
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerk 'De Kandelaar',1963::SB35,,1665,1062,0,1,0,0,2,915,147,0,0,1,0,1,1064,195,84,71,75,16,35,23,55,17,12,369,1,43,0,38,5,14,0,3,1,1,0,4,0,0,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Hoeksteen,1963::SB36,,1341,1138,0,1,0,9,2,950,178,0,9,0,0,0,1130,194,88,76,75,27,28,30,98,21,12,369,0,58,1,39,2,8,0,3,0,2,3,3,0,0,1,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Oud-Beijerland,1963::SB41,,1437,1275,3,3,0,1,1,1123,158,0,0,1,0,0,1282,243,143,78,179,57,57,35,84,34,13,144,5,105,2,46,6,26,0,6,0,0,5,3,1,0,0,0,3,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maranatha,1963::SB42,,1686,1123,0,0,0,0,0,981,142,0,0,0,0,0,1123,204,119,78,113,30,61,30,66,37,6,221,3,88,2,31,8,11,0,3,0,1,5,3,0,0,1,0,1,1,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Rembrandt,1963::SB43,,1561,875,1,0,0,0,0,755,121,0,0,0,0,0,876,179,105,58,119,38,42,30,48,0,6,129,0,56,1,35,8,12,2,2,0,0,2,1,1,0,0,0,1,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Korbatjo,1963::SB45,,1677,854,4,0,0,0,5,743,110,0,0,0,0,0,858,190,77,69,127,19,32,25,53,25,7,90,0,66,1,45,2,13,0,1,0,2,2,7,0,0,1,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Boogerd,1963::SB46,,1644,1041,0,2,0,0,2,918,123,0,0,0,0,0,1043,197,128,71,81,24,44,35,75,24,8,153,2,98,2,68,6,8,1,7,0,2,1,1,4,0,0,0,1,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Gravin,1963::SB47,,1575,765,1,0,0,1,1,664,102,0,0,1,0,0,767,146,94,65,88,37,38,16,53,32,10,87,2,51,3,28,2,9,2,0,0,1,0,1,0,0,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau CBS De Hoeksteen,1963::SB48,,1408,932,4,0,0,0,1,854,81,0,0,0,0,0,936,242,101,73,128,30,60,27,61,30,6,32,0,63,3,48,8,7,0,1,0,1,5,1,3,0,0,1,0,0,1
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Open Waard,1963::SB49,,1661,1230,2,0,0,3,1,1089,145,0,0,3,0,0,1235,269,171,72,171,53,80,63,49,36,20,39,4,81,8,70,10,19,0,4,1,1,3,0,0,3,0,0,3,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkgebouw,1963::SB50,,1779,1103,1,2,0,1,1,959,147,0,0,1,0,0,1107,272,145,65,149,41,59,37,42,61,11,31,4,97,1,49,4,24,0,0,0,0,4,1,2,0,0,0,3,1,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Paviljoen De Oude Tol,1963::SB51,,1275,975,1,0,0,10,880,0,106,0,0,10,0,0,986,257,112,88,137,21,42,28,61,35,10,29,0,61,2,61,6,9,1,2,0,1,6,3,0,2,0,1,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Zuidwester,1963::SB52,,1807,1039,0,3,0,0,0,924,118,0,0,0,0,0,1042,310,105,85,157,26,26,21,46,44,5,51,0,72,7,54,5,8,0,6,0,2,3,0,0,0,3,1,2,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bethelkerk,1963::SB53,,1851,1507,0,0,0,1,2,1295,211,0,0,1,0,0,1508,450,141,126,193,61,55,50,64,45,12,61,2,89,2,91,6,39,2,4,0,4,5,3,0,0,0,1,1,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Salvatori,1963::SB61,,1918,1131,3,0,0,10,5,971,168,0,0,10,0,0,1144,264,139,112,112,30,84,36,83,59,10,54,1,62,2,55,10,7,0,0,0,0,3,6,0,0,0,0,2,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigngsgebouw Mookhoek,1963::SB62,,1009,606,5,0,0,0,1,554,56,0,0,0,0,0,611,137,70,56,64,22,29,17,36,25,7,38,0,48,1,30,1,9,0,0,0,0,2,7,3,1,0,1,1,0,1
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigingsgebouw Strijensas,1963::SB63,,700,433,0,0,0,0,2,408,24,1,0,1,0,0,434,83,58,39,47,6,33,16,13,35,5,19,0,40,1,19,0,5,0,0,0,1,2,11,0,0,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Streona,1963::SB65,,1906,1363,0,2,0,0,1,1194,170,0,0,0,0,0,1365,320,191,124,178,27,60,61,60,46,10,49,3,111,7,60,12,8,2,3,0,2,12,11,2,1,0,3,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Hooge Weide,1963::SB67,,1884,1002,1,3,0,1,0,879,128,0,0,1,0,0,1007,255,138,83,101,24,46,34,53,42,14,55,3,68,0,37,1,16,1,4,0,0,4,15,4,2,0,0,0,2,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 15-3 Ons Gebouw,1963::SB80,,0,315,1,0,0,0,0,276,40,0,0,0,0,0,316,66,52,32,30,7,25,33,23,9,2,23,0,6,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 15-3 Dorpshart,1963::SB81,,0,340,1,0,0,0,1,306,35,1,0,1,0,0,342,110,35,42,35,9,22,24,24,9,2,6,0,4,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 15-3 Gemeentehuis Maasdam,1963::SB82,,0,350,0,0,0,0,0,315,27,0,8,0,8,0,342,106,44,36,45,4,29,21,13,10,2,15,0,9,0,9,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 15-3 De Voorhof,1963::SB83,,0,349,0,0,0,0,0,314,35,0,0,0,0,0,349,90,33,53,34,10,20,30,21,4,4,13,0,6,1,21,2,3,0,1,0,0,0,0,2,0,1,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 15-3 de Wurf,1963::SB84,,0,140,0,0,0,0,0,122,19,1,0,1,0,0,141,28,15,13,10,0,14,11,5,7,2,19,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 15-3 Gemeentehuis Oud-Beijerland,1963::SB85,,0,562,1,1,0,0,1,491,72,0,0,0,0,0,564,123,49,60,79,16,42,50,35,16,1,42,2,18,0,15,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 15-3 De Gravin,1963::SB86,,0,356,0,0,0,0,0,310,45,0,1,0,1,0,355,74,42,41,44,8,29,22,20,5,8,30,1,9,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 15-3 Streona,1963::SB87,,0,335,0,0,0,0,0,304,31,0,0,0,0,0,335,81,30,52,31,11,20,29,16,12,0,11,1,23,1,13,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 16-3 Ons Gebouw,1963::SB88,,0,328,0,0,0,0,1,290,37,0,0,0,0,0,328,58,44,65,30,9,11,28,19,10,0,23,0,13,0,11,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 16-3 Dorpshart,1963::SB89,,0,304,0,0,0,0,0,270,34,0,0,0,0,0,304,97,31,26,42,4,15,17,9,12,4,14,0,16,0,14,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 16-3 Gemeentehuis Maasdam,1963::SB90,,0,381,0,0,0,0,2,332,47,0,0,0,0,0,381,100,36,44,43,12,23,17,9,18,5,27,2,23,0,15,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 16-3 De Voorhof,1963::SB91,,0,428,1,0,0,0,1,395,33,0,0,0,0,0,429,110,35,51,48,13,35,37,17,18,2,12,0,17,0,20,0,8,1,0,0,0,0,2,0,2,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 16-3 De Wurf,1963::SB92,,0,166,1,0,0,0,0,137,30,0,0,0,0,0,167,46,22,16,12,3,11,15,8,5,2,11,0,10,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 16-3 Gemeentehuis Oud-Beijerland,1963::SB93,,0,561,0,0,0,0,0,494,67,0,0,0,0,0,561,127,60,56,74,12,28,30,24,17,6,74,4,18,2,19,0,6,0,0,0,0,1,3,0,0,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 16-3 De Gravin,1963::SB94,,0,330,0,0,0,0,0,278,52,0,0,0,0,0,330,84,31,41,30,6,22,12,11,16,3,39,3,16,2,9,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 16-3 Streona,1963::SB95,,0,439,1,0,0,0,0,369,71,0,0,0,0,0,440,109,60,54,41,9,30,17,19,13,11,10,1,21,1,29,3,5,0,0,0,1,0,5,0,0,0,0,0,0,0
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstemmen t/m 16-3,1963::SB96,,0,6419,5,7,0,26,0,0,0,7,0,33,0,0,6464,1489,502,1289,463,78,411,795,396,138,141,477,2,36,1,143,3,24,0,2,0,2,1,8,1,13,0,1,1,0,2
Dordrecht,Hoeksche Waard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstemmen 17-3,1963::SB97,,0,167,0,1,0,0,0,0,0,0,0,0,0,0,168,33,15,27,13,1,9,23,7,4,2,24,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
