contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bibliotheek Edam,0385::SB11,1135 GP,1419,1165,1,2,0,0,2,1053,113,0,0,0,0,0,1168,249,123,101,186,66,56,58,18,85,3,1,2,74,12,58,4,33,0,7,0,0,4,20,1,0,0,0,3,0,0,1,0,,
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Ontmoeting,0385::SB12,1135 BV,1246,897,1,2,2,0,3,826,73,0,0,2,0,0,902,183,38,35,225,64,50,62,11,86,7,1,1,40,5,24,1,42,3,4,0,0,3,5,2,1,0,0,1,0,2,1,0,,
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Singel,0385::SB13,1135 VT,1377,916,3,3,0,0,2,815,105,0,0,0,0,0,922,200,99,57,184,63,43,42,7,45,7,4,11,53,10,41,1,19,1,1,0,3,9,11,1,1,0,1,2,0,0,0,0,,
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool De Blokwhere,0385::SB14,1132 NA,2088,809,1,0,0,2,0,687,125,0,0,2,0,0,812,148,234,98,41,5,19,9,2,16,1,2,6,102,1,93,5,12,2,2,0,0,0,6,0,2,0,1,2,0,0,0,0,,
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Snackbar Café Seevanck,0385::SB15,1474 MB,1400,613,0,1,0,0,1,558,55,0,0,0,0,0,614,178,77,36,85,23,20,27,4,25,1,3,0,59,3,16,5,19,1,2,0,2,0,21,0,0,0,2,3,0,1,0,0,,
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de Drie Hamers,0385::SB16,1475 JD,538,370,0,2,0,0,2,340,30,0,0,0,0,0,372,91,48,32,44,25,13,19,1,16,6,0,0,11,1,13,0,20,0,5,0,0,1,19,1,0,0,0,3,0,0,1,0,,
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voetbalkantine Kwadijk,0385::SB17,1471 CN,795,598,0,1,0,0,3,514,82,0,0,0,0,0,599,176,78,38,96,26,23,26,8,23,3,3,1,34,0,24,0,17,0,2,0,1,5,13,0,0,0,0,0,0,1,0,0,,
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerk Middelie,0385::SB18,1472 GS,582,474,0,1,0,1,1,438,37,0,0,1,0,0,476,137,60,36,83,14,18,17,4,17,3,0,0,20,2,17,4,5,1,1,0,1,1,30,0,0,0,0,3,0,0,0,0,,
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Oude School,0385::SB19,1473 PH,671,458,0,0,0,1,1,410,48,0,0,1,0,0,459,119,46,39,77,26,14,24,3,34,2,1,0,13,3,13,2,17,0,0,1,0,1,20,0,0,0,0,0,0,3,0,0,,
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFA De Groote Molen,0385::SB20,1474 HT,1294,1069,1,0,0,0,1,975,94,0,0,0,0,0,1070,354,139,52,146,26,50,42,13,39,13,0,7,60,2,47,7,24,0,3,1,1,6,31,1,3,0,0,1,0,1,0,0,,
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Politiebureau (maandag),0385::SB30,1132 JV,0,728,1,6,0,1,0,630,106,0,0,1,0,0,736,152,192,167,29,12,31,22,4,12,9,2,5,36,1,39,0,5,0,1,0,0,0,0,2,2,0,2,2,0,0,0,1,,
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Politiebureau (dinsdag),0385::SB31,1132 JV,0,847,0,0,0,1,2,718,128,0,0,1,0,0,848,136,290,173,31,5,30,21,8,23,5,3,0,42,0,69,3,3,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,,
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Ontmoeting (maandag),0385::SB32,1135 BV,0,301,0,0,0,0,0,286,15,0,0,0,0,0,301,77,21,42,47,14,13,31,6,22,1,2,3,1,2,6,0,8,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,,
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Ontmoeting (dinsdag),0385::SB33,1135 BV,0,288,0,4,0,0,0,269,23,0,0,0,0,0,292,72,30,25,50,24,11,21,5,10,1,0,3,7,1,12,0,7,1,2,0,0,2,3,1,0,0,0,0,0,0,0,0,,
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Snackbar Café Seevanck (maandag),0385::SB34,1474 MB,0,222,0,2,0,0,2,207,15,0,0,0,0,0,224,69,37,11,29,12,15,19,2,12,3,0,1,1,1,6,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Snackbar Café Seevanck (dinsdag),0385::SB35,1474 MB,0,216,0,2,0,0,0,203,15,0,0,0,0,0,218,70,18,12,38,6,14,15,1,11,2,0,0,10,0,6,0,10,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,,
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau,0385::SB36,,0,2121,0,4,0,0,,,,,0,0,,,2125,505,332,551,157,53,108,178,33,61,36,2,0,28,2,43,4,12,0,0,0,0,1,8,1,4,0,1,0,0,0,0,1,0,0
Den Helder,Edam-Volendam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau,0385::SB37,,0,52,0,0,0,0,,,,,0,0,,,52,20,7,11,1,0,1,2,1,2,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
