contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP)
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Hotel Millings Centrum, Heerbaan 186",1945::SB17,6566 EW,0,653,1,0,0,0,2,598,53,1,1,0,0,0,653,134,104,35,106,44,66,56,1,19,16,0,4,19,1,10,2,10,0,1,1,1,1,15,2,0,0,0,5,0,0
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Notre Dame, Kasteelselaan 50",1945::SB20,6574 AJ,0,332,2,1,0,0,2,332,0,0,0,0,0,0,334,51,14,9,81,52,13,13,3,55,0,1,1,12,3,2,0,15,0,5,1,1,0,0,0,0,0,0,0,0,0
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau De Sprong, Pr. Bernhardstraat 3, Ooij",1945::SB23,6576 BB,0,1561,3,2,0,0,1,1419,146,0,0,0,0,0,1566,382,174,116,234,130,113,99,12,123,12,0,1,60,10,18,3,30,0,1,0,5,1,27,0,0,0,0,1,7,2
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Muziekgebouw DES, Klaproosstraat 2, Leuth",1945::SB24,6578 AA,0,1013,0,0,0,2,0,914,101,0,0,2,0,0,1015,228,134,76,160,82,80,51,7,61,10,1,0,33,5,11,3,33,2,3,1,3,1,22,2,0,0,0,3,1,0
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Kulturhus Kekerdom, Schoolstraat 7",1945::SB25,6579 AN,0,342,0,1,0,0,1,316,26,0,0,0,0,0,343,72,22,25,62,36,28,22,4,39,2,0,1,8,0,10,2,0,0,0,0,0,2,4,0,0,0,0,2,1,0
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Kerstendal,1945::SB26,6571 BM,0,795,1,1,0,0,4,740,53,0,0,0,0,0,797,125,46,36,213,110,41,35,8,62,8,3,2,29,6,23,0,34,0,2,2,1,3,2,1,0,0,0,0,1,2
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau O.L.V. van het Heilig Hart,1945::SB27,6572 AK,0,501,1,0,0,0,4,462,35,0,1,0,1,0,501,107,23,27,133,70,27,15,8,40,1,0,1,6,4,11,2,20,0,2,1,2,0,0,0,1,0,0,0,0,0
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Gevleugelde Vrienden,1945::SB28,6566 XK,0,666,0,0,0,0,1,607,58,0,0,0,0,0,666,157,109,34,96,28,64,47,5,26,10,1,0,39,3,17,4,6,0,2,0,1,3,8,1,1,0,1,1,2,0
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Schuttersgenootschap O.E.V.,1945::SB29,6566 EW,0,485,0,0,0,0,2,439,44,0,0,0,0,0,485,162,43,33,83,21,27,24,2,25,3,2,1,18,0,13,0,14,0,4,0,1,3,6,0,0,0,0,0,0,0
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Grote Bartolomeus Kerk,1945::SB30,6573 DN,0,1053,2,1,0,1,11,965,81,0,0,1,0,0,1057,224,51,64,303,91,37,44,7,91,3,4,1,29,11,22,3,50,0,1,2,0,5,2,0,2,1,0,2,3,0
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kulturhus Beek,1945::SB31,6573 BH,0,957,1,0,0,0,6,864,88,0,0,0,0,0,958,172,98,70,198,107,79,38,2,81,4,2,5,32,6,20,0,23,1,4,0,0,3,5,1,2,0,0,0,3,1
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mobiel stembureau,1945::SB32,,0,57,1,0,0,0,0,50,8,0,0,0,0,0,58,16,2,11,10,3,6,3,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mobiel Stembureau 2,1945::SB33,,0,114,0,0,0,0,1,108,5,0,0,0,0,0,114,28,3,19,22,8,8,7,2,9,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 2,1945::SB35,,0,2805,1,1,0,0,0,2807,0,0,0,0,0,0,2807,759,231,626,242,70,258,344,37,73,72,5,3,13,1,24,3,26,0,2,0,0,0,7,0,7,0,0,1,1,0
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau V.V. Germania,1945::SB36,6561 KE,0,1020,0,3,0,1,2,862,160,0,0,1,0,0,1024,190,341,45,81,30,94,45,7,50,6,1,2,70,6,20,7,4,0,1,0,1,3,9,0,0,2,0,3,2,0
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Groesbeek (maandag),1945::SB101,6562 AH,0,611,1,1,0,2,2,559,54,0,0,2,0,0,615,143,57,87,69,45,66,60,8,26,3,0,0,4,2,4,0,33,0,0,0,0,0,0,2,2,0,0,0,0,0
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Groesbeek (dinsdag),1945::SB201,6562 AH,0,670,1,1,0,0,0,600,72,0,0,0,0,0,672,142,100,71,74,34,82,60,5,23,9,2,0,15,5,17,1,25,0,0,0,0,0,3,1,1,0,0,0,0,0
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Duffelt (maandag),1945::SB116,6566 WB,0,170,1,0,0,0,0,160,11,0,0,0,0,0,171,33,16,27,20,6,18,18,1,11,3,0,0,9,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
Nijmegen,Berg en Dal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Duffelt (dinsdag),1945::SB216,6566 WB,0,265,0,0,0,0,1,239,25,0,0,0,0,0,265,60,36,34,42,8,24,24,2,11,4,1,1,2,0,12,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
