contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Schalle,0119::SB22,7948 AA,1561,971,4,0,0,0,2,896,77,0,0,0,0,0,975,212,138,154,109,34,47,29,36,20,4,8,0,66,1,24,3,9,1,2,0,4,3,59,2,0,0,2,1,3,0,,
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigingsgebouw Meppeler Mannenkoor,0119::SB30,7943 KE,1127,694,1,0,0,0,2,644,49,0,0,0,0,0,695,167,58,63,99,34,57,52,52,25,9,8,0,33,0,10,3,14,0,1,0,0,5,2,0,0,0,0,1,1,0,,
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Schouwburg Ogterop,0119::SB31,7941 GK,2315,1373,4,0,0,1,3,1283,90,0,1,0,0,0,1376,390,87,99,293,82,59,69,39,69,5,5,1,59,4,31,3,46,1,1,0,4,5,6,2,0,2,1,3,7,0,,
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Clubhuis MVV Alcides,0119::SB32,7943 AE,931,482,0,0,0,0,1,446,36,0,0,1,0,1,483,104,67,25,61,20,52,25,18,17,3,3,2,35,2,25,3,7,0,0,0,0,3,5,1,0,0,2,2,0,0,,
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Leerwerkcentrum,0119::SB33,7942 JP,1003,624,2,0,0,0,0,588,38,0,0,0,0,0,626,130,58,50,109,34,34,28,48,31,0,2,10,26,2,19,3,14,1,0,0,1,4,10,1,0,0,0,8,1,0,,
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Clubhuis Meppeler Hockeyvereniging,0119::SB34,7944 PA,889,669,0,1,0,0,0,601,69,0,0,0,0,0,670,205,46,61,127,25,21,30,49,14,2,4,3,26,0,20,1,15,5,1,0,1,3,3,5,0,0,0,1,1,0,,
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau CSG Dingstede,0119::SB35,7944 HD,1069,636,0,2,0,0,4,580,54,0,0,0,0,0,638,96,71,45,76,44,55,45,39,40,11,2,11,58,1,9,2,11,8,2,0,0,4,3,0,0,1,0,2,0,0,,
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Terra Meppel,0119::SB36,7944 AV,1432,734,0,2,0,1,2,674,59,0,1,0,0,0,735,180,67,80,107,32,62,23,53,28,6,5,0,33,3,17,1,12,2,0,0,2,1,15,1,1,0,1,2,0,0,,
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Koedijkslanden,0119::SB37,7944 EE,1446,596,0,3,0,0,0,535,64,0,0,0,0,0,599,104,86,36,82,42,58,33,32,28,6,4,11,30,4,8,5,12,6,1,0,0,4,2,0,0,0,1,0,1,0,,
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gereformeerde kerk,0119::SB38,7948 BL,1495,981,1,0,0,0,1,896,86,0,0,1,0,1,983,258,75,171,146,38,57,45,46,16,4,2,0,36,1,22,0,15,0,0,0,3,1,38,0,0,1,0,3,3,0,,
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kruiskerk,0119::SB39,7942 CM,1321,756,2,3,0,0,2,694,65,0,0,0,0,0,761,81,132,39,98,31,80,48,40,54,6,6,24,52,5,12,7,11,1,0,0,4,3,16,0,0,1,0,3,2,0,,
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis 15-03-2021,0119::SB26,7941 BJ,0,628,0,0,0,0,1,578,49,0,0,0,0,0,628,125,68,65,79,23,60,69,53,21,8,3,0,23,0,14,0,9,0,1,0,1,1,1,0,1,2,1,0,0,0,,
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis 16-03-2021,0119::SB27,7941 BJ,0,549,2,2,0,0,1,552,0,0,0,0,0,0,553,88,82,48,71,16,66,46,29,29,10,7,6,16,0,13,1,9,2,0,0,0,2,3,2,0,0,2,0,1,0,,
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Schalle 15-03-2021,0119::SB28,7948 AA,0,198,0,1,0,0,0,184,15,0,0,0,0,0,199,52,14,54,15,0,13,19,6,3,3,0,0,9,0,3,2,0,0,1,0,0,0,0,0,2,0,0,0,2,0,,
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Schalle 16-03-2021,0119::SB29,7948 AA,0,209,0,1,0,0,0,185,25,0,0,0,0,0,210,48,22,35,24,5,15,21,5,3,8,3,0,6,0,5,1,2,0,0,0,0,0,6,0,0,0,0,0,0,0,,
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 1 - Stadhuis,0119::SB23,7941 BJ,0,2642,2,3,0,1,,,,,0,1,,,2648,531,194,565,180,68,219,476,192,53,50,20,4,11,0,37,1,12,0,1,0,0,2,13,0,5,1,0,1,6,0,0,0
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 2 - Stadhuis,0119::SB24,7941 BJ,0,39,0,0,0,0,,,,,0,0,,,39,10,3,10,3,1,1,5,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assen,Meppel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bijzonder Stembureau,0119::SB20,,0,289,0,1,0,0,4,270,16,0,0,0,0,0,290,53,16,18,60,24,22,13,5,22,0,1,3,19,3,3,1,14,1,1,0,0,2,4,0,1,0,0,1,2,0,,
