contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),Wij zijn Nederland
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Zuid #2,0398::SB502,1705 LM,1785,1345,0,2,0,0,3,1197,161,0,0,14,0,0,1361,,,369,123,92,255,74,81,42,15,52,7,1,26,99,11,41,9,22,3,3,0,3,9,5,1,0,0,1,1,0,0,0,0
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Zuid #3,0398::SB503,1705 LM,1819,1787,6,6,0,1,2,1600,196,0,1,0,0,0,1798,,,490,144,116,381,108,106,58,22,52,19,6,29,113,6,47,9,41,0,3,5,5,12,2,1,0,1,1,4,0,5,1,0
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Draai #2,0398::SB602,1706 AJ,1289,858,0,1,0,0,1,778,85,0,0,5,0,0,864,,,239,100,72,136,28,45,26,7,28,8,4,13,70,1,22,16,17,5,3,1,2,5,2,1,0,0,2,1,0,2,2,0
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Draai #3,0398::SB603,1706 AJ,1772,852,1,2,0,0,3,754,95,0,3,0,0,0,852,,,215,76,70,140,40,41,32,7,30,15,2,11,82,5,22,5,27,7,0,0,3,3,11,0,1,2,1,2,0,1,1,0
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Familieschool #2,0398::SB702,1702 PA,2098,1512,0,2,0,3,1,1352,164,0,0,3,0,0,1517,,,428,146,115,240,69,66,59,21,73,15,7,15,119,7,50,12,28,0,3,2,4,14,14,0,0,1,0,1,0,2,1,0
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal de Geul #2,0398::SB802,1703 KZ,1708,1201,3,2,0,0,1,1078,124,0,3,0,3,0,1203,,,208,189,78,156,60,97,65,28,48,18,3,26,119,6,23,14,18,5,6,1,3,5,8,3,2,1,0,11,0,0,0,0
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Johannes Boscoschool #2,0398::SB902,1702 CL,1526,608,0,0,0,0,1,544,63,0,0,0,0,0,608,,,136,79,33,102,39,33,25,19,22,8,0,5,44,6,21,5,4,4,1,0,1,8,7,1,1,0,0,4,0,0,0,0
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Johannes Boscoschool #3,0398::SB903,1702 CL,1349,587,0,4,0,0,0,553,38,0,0,0,0,0,591,,,156,82,36,80,27,42,18,4,14,9,2,9,46,2,19,3,9,4,2,1,0,2,9,0,1,0,3,5,0,1,1,0
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Drive Through #2,0398::SB110,1705 PA,2315,905,5,5,0,0,1,757,158,0,0,1,0,1,916,,,261,97,49,161,38,43,21,12,21,3,3,31,91,2,25,2,18,4,3,1,7,0,3,4,0,0,0,4,0,1,0,0
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cool,0398::SB215,1703 XC,0,630,0,3,0,0,2,581,53,0,0,3,0,0,636,,,140,56,75,106,16,73,58,13,24,4,1,1,20,1,28,1,4,0,0,0,1,4,1,1,0,1,0,0,0,1,0,0
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportcentrum oosterend,0398::SB315,1704 BR,0,106,0,0,0,1,0,98,9,0,0,1,0,0,107,,,38,4,25,18,4,6,3,3,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Waardergolf,0398::SB415,1701 DA,0,774,0,0,3,0,1,718,58,0,0,3,0,0,777,,,186,97,109,108,17,95,65,13,14,21,0,2,12,0,18,1,6,0,0,0,2,2,0,0,2,0,0,0,0,2,0,2
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Zuid,0398::SB515,1705 LM,0,468,1,1,0,0,307,117,45,0,1,0,0,0,469,,,119,52,40,50,21,52,57,9,15,8,1,5,10,0,10,3,6,0,4,0,0,1,1,2,0,0,1,0,0,0,1,0
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cool,0398::SB216,1703 XC,0,603,1,2,0,0,2,553,53,0,0,2,0,0,608,,,143,57,52,104,35,70,42,13,27,9,0,8,14,1,14,2,8,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Noorderend,0398::SB316,1704 BR,0,132,1,0,0,0,0,120,13,0,0,0,0,0,133,,,46,15,24,12,3,9,6,2,0,2,0,0,4,0,5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Waardergolf,0398::SB416,1701 DA,0,774,0,2,0,0,0,707,72,0,0,3,0,0,779,,,173,105,96,103,23,67,60,22,28,15,0,10,25,1,24,4,7,0,0,0,1,1,3,0,2,0,1,2,0,1,0,0
Den Helder,Heerhugowaard,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Zuid,0398::SB516,1705 LM,0,555,0,2,0,0,0,510,47,0,0,0,0,0,557,,,151,59,35,70,25,59,28,7,25,8,0,19,26,4,11,5,10,1,1,0,1,5,2,1,1,0,0,0,0,0,1,0
