contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,Partij van de Eenheid,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Lelystad,Dronten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal De Stal,0303::SB13,8252 GW,1297,887,2,1,0,0,2,813,75,0,0,0,0,0,890,218,68,115,126,31,48,43,66,23,6,10,3,54,1,30,4,16,2,2,1,1,5,9,3,0,0,2,0,0,,
Lelystad,Dronten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal De Stal,0303::SB14,8252 GW,1297,1021,2,1,0,0,2,930,92,0,0,0,0,0,1024,272,82,130,145,32,53,30,87,19,9,13,1,66,0,28,3,15,0,4,0,0,7,19,5,0,0,0,0,1,,
Lelystad,Dronten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpscentrum Het Koetshuis,0303::SB15,8256 BD,1297,1148,2,0,0,0,7,1011,132,0,0,0,0,0,1150,288,155,119,90,22,58,22,48,31,6,11,5,132,0,59,9,26,0,1,1,1,4,55,1,1,1,2,0,0,,
Lelystad,Dronten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpscentrum Het Koetshuis,0303::SB16,8256 BD,1297,1001,0,0,0,0,8,862,130,0,1,0,0,0,1000,261,151,118,81,21,31,19,47,25,6,21,5,109,0,30,11,19,1,1,0,1,4,32,2,1,3,0,0,1,,
Lelystad,Dronten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mimar Sinan Moskee,0303::SB17,8256 BX,1297,634,3,1,0,0,1,578,59,0,0,0,0,0,638,125,69,47,87,28,34,18,36,19,6,18,34,50,2,23,0,14,3,4,0,0,4,13,0,0,0,0,0,0,,
Lelystad,Dronten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Steiger,0303::SB18,8255 DM,1297,735,2,3,0,0,0,662,78,0,0,0,0,0,740,171,116,65,62,20,59,22,20,24,6,12,6,69,6,29,9,9,0,4,0,1,8,15,1,1,0,0,0,0,,
Lelystad,Dronten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Steiger,0303::SB19,8255 DM,1297,689,2,0,0,0,1,610,80,0,0,0,0,0,691,159,105,64,68,14,38,16,12,31,5,7,3,81,0,32,6,7,0,0,1,2,5,32,1,0,0,0,0,0,,
Lelystad,Dronten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkcentrum De Hoeksteen,0303::SB20,8255 AA,1297,1336,7,1,0,0,3,1192,149,0,0,0,0,0,1344,320,188,167,143,47,83,46,47,42,18,13,7,81,5,34,10,24,2,1,0,5,5,43,2,1,2,0,0,0,,
Lelystad,Dronten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal De Beurs open op 15-03-2021,0303::SB21,8253 EA,0,683,0,0,0,0,1,619,66,0,0,3,0,0,686,178,76,115,81,19,39,37,53,15,6,8,1,23,0,24,1,2,0,0,0,0,2,1,0,2,0,0,0,0,,
Lelystad,Dronten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal De Beurs open op 16-03-2021,0303::SB22,8253 EA,0,823,3,2,0,0,0,725,103,0,0,0,0,0,828,213,78,118,98,27,58,24,61,22,4,14,19,28,2,33,2,10,0,0,0,0,1,7,0,2,2,0,0,0,,
Lelystad,Dronten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpscentrum Het Koetshuis open op 15-03-2021,0303::SB23,8256 BD,0,299,0,0,0,0,0,276,23,0,0,0,0,0,299,65,58,54,22,7,23,27,15,3,1,1,2,2,1,6,1,3,0,0,0,0,1,4,0,3,0,0,0,0,,
Lelystad,Dronten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpscentrum Het Koetshuis open op 16-03-2021,0303::SB24,8256 BD,0,344,0,0,0,0,4,302,38,0,0,0,0,0,344,84,49,43,34,9,28,13,11,7,1,9,5,17,1,19,1,0,0,0,0,0,1,10,0,0,0,2,0,0,,
Lelystad,Dronten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Steiger open op 15-03-2021,0303::SB25,8255 DM,0,320,0,1,0,0,0,294,27,0,0,0,0,0,321,71,51,58,28,7,29,14,24,4,4,2,1,4,1,13,0,5,0,0,0,0,0,2,0,2,0,0,0,0,,
Lelystad,Dronten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Steiger open op 16-03-2021,0303::SB26,8255 DM,0,307,0,1,0,0,1,268,39,0,0,0,0,0,308,81,47,33,29,9,26,6,17,12,3,4,3,19,0,12,2,2,0,0,0,0,0,2,0,0,0,0,0,0,,
Lelystad,Dronten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 1 open vanaf 10-03-2021  t/m 16-03-2021,0303::SB27,,4216,2526,3,3,0,0,,,,,0,0,,,2533,541,185,690,173,37,176,222,248,54,62,30,0,23,2,46,1,11,1,0,1,0,2,9,1,10,0,1,0,0,0,0
Lelystad,Dronten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 2 open op 17-03-2021,0303::SB28,8251 ER,1200,53,0,0,0,0,,,,,0,0,,,53,10,4,10,5,2,6,1,6,3,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
