contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Marsdijkhal II,0106::SB18,9403 LT,1642,1037,1,1,0,5,0,964,80,0,0,5,0,0,1044,216,86,79,199,70,76,63,86,29,11,0,0,56,0,21,4,11,1,4,1,0,5,12,1,0,1,0,4,1,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Pand 17,0106::SB19,9403 VB,1632,1263,5,0,0,1,3,1162,104,0,0,1,0,0,1269,308,144,94,188,56,59,78,103,27,4,10,3,78,1,40,5,24,3,0,1,5,8,11,0,0,3,4,3,0,3,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Korfbal- en tennisvereniging AVO,0106::SB20,9403 PA,1764,805,0,1,0,1,3,749,53,0,1,0,0,0,805,204,68,60,138,21,58,56,96,11,6,7,0,26,1,21,3,11,0,0,0,2,1,8,1,1,1,0,3,1,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportcomplex Marsdiek,0106::SB21,9409 TH,1389,619,3,0,0,0,0,561,61,0,0,0,0,0,622,182,19,53,112,24,51,25,56,22,5,4,0,30,0,12,0,8,0,0,0,2,1,10,0,0,0,0,1,2,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Peelohal,0106::SB22,9407 EA,1584,927,1,1,0,1,6,897,25,0,1,0,0,0,928,146,96,69,127,54,89,85,75,30,7,7,1,59,6,22,13,10,1,2,1,3,2,17,1,1,0,2,1,0,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Peelohal II,0106::SB23,9407 EA,1648,820,1,2,0,10,1,736,76,0,10,0,0,0,813,133,88,40,124,41,87,61,75,25,9,8,3,65,1,17,1,13,0,1,1,1,2,10,1,0,0,1,7,5,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau 't Markehuus,0106::SB24,9407 EA,1625,1595,4,6,11,0,5,1475,136,0,0,11,0,0,1616,221,160,108,214,77,164,117,180,73,20,15,7,120,10,36,10,24,4,6,0,1,4,11,2,0,1,1,5,3,1,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Pittelohal,0106::SB25,9406 XP,1364,359,0,0,0,2,2,330,25,0,2,0,0,0,357,52,45,28,41,28,31,16,38,8,2,3,7,26,1,5,2,6,3,0,0,2,3,5,2,0,1,2,2,0,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Pittelohal II,0106::SB26,9406 XP,1648,445,0,2,0,3,2,412,36,0,0,3,0,0,450,50,61,28,59,27,41,33,46,10,4,14,5,35,2,11,1,5,0,2,1,1,0,3,0,0,2,1,3,0,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau de Maasstee,0106::SB27,9406 RA,1505,880,1,3,0,2,1,803,81,0,0,2,0,0,885,98,98,56,96,43,95,66,76,24,19,14,36,80,7,14,8,10,7,1,1,2,8,9,1,1,7,2,1,0,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal Olympus,0106::SB28,9402 KG,1543,278,0,0,0,0,3,261,14,0,0,0,0,0,278,44,24,15,61,25,19,12,21,11,3,1,1,15,3,7,0,7,0,0,0,0,0,5,1,0,1,0,0,2,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal Olympus II,0106::SB29,9402 KG,1565,267,1,0,0,0,1,254,13,0,0,0,0,0,268,46,21,19,50,8,19,21,22,11,5,0,0,18,0,5,2,12,0,1,0,0,2,4,0,0,1,0,0,0,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal De Timp,0106::SB30,9402 ER,1376,1154,2,2,0,0,4,1077,77,0,0,0,0,0,1158,178,140,73,146,71,117,110,81,54,12,4,3,78,2,16,6,19,2,3,1,1,6,13,1,2,3,2,9,1,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Componist,0106::SB31,9402 VH,1523,1208,3,4,0,2,0,1132,85,0,0,2,0,0,1217,181,148,75,173,68,127,72,81,43,9,11,30,89,12,14,7,9,11,2,1,5,7,17,0,1,6,1,3,4,1,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Het Lichtpunt,0106::SB32,9408 JA,1769,1428,0,3,0,4,2,1296,129,0,4,0,0,0,1427,296,100,138,253,75,52,67,235,45,5,13,6,83,3,16,4,17,0,2,0,3,3,7,1,0,1,2,1,0,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MFA Kloosterveste I,0106::SB33,9408 ME,2019,1523,3,1,0,1,5,1385,138,0,0,1,0,0,1528,422,103,136,273,68,106,94,79,36,13,7,4,71,4,37,7,35,4,0,0,0,7,9,2,1,0,0,4,1,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MFA Kloosterveste II,0106::SB34,9408 ME,1998,1312,3,1,0,2,4,1185,129,0,0,2,0,0,1318,374,94,102,219,82,72,80,86,36,7,7,4,67,2,20,6,25,3,3,3,1,3,11,3,1,0,0,1,0,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau IJsvereniging Kloosterveen,0106::SB35,9408 CZ,2065,864,1,0,0,1,5,777,84,0,0,1,0,0,866,267,45,97,162,32,30,40,53,17,6,7,4,30,0,26,4,18,4,0,0,0,2,15,0,0,0,0,1,4,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadhuis Dinsdag,0106::SB40,9401 JW,0,764,2,2,2,0,1,717,52,0,0,2,0,0,770,123,56,72,118,44,70,95,51,30,12,10,4,26,1,13,1,12,0,3,0,0,4,7,1,2,2,2,4,1,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau de Spreng Dinsdag,0106::SB41,9404 CC,0,490,0,0,0,0,0,453,37,0,0,0,0,0,490,71,52,43,62,29,54,80,28,24,9,2,0,12,1,7,1,8,1,1,0,1,0,3,0,0,0,0,0,0,1,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dissel Dinsdag,0106::SB42,9403 LT,0,853,2,1,0,1,2,764,91,0,0,1,0,0,857,181,82,59,134,31,81,91,74,30,5,3,0,32,1,21,2,14,0,2,0,0,1,7,0,0,0,1,0,1,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Componist Dinsdag,0106::SB43,9402 VH,0,690,0,1,0,0,1,635,55,0,0,0,0,0,691,97,69,57,73,33,93,91,47,34,9,8,8,32,2,18,3,9,0,0,0,1,1,4,0,1,0,0,0,0,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadhuis Maandag,0106::SB48,9401 JW,0,765,0,2,0,2,1,708,60,0,0,2,0,0,769,148,72,72,107,39,80,90,50,31,6,7,1,16,1,19,1,17,2,0,0,1,1,1,1,0,1,0,0,1,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau de Spreng Maandag,0106::SB49,9404 CC,0,546,0,0,0,0,0,501,45,0,0,0,0,0,546,95,50,74,74,23,37,71,33,32,4,13,0,12,1,9,1,11,0,0,0,0,1,3,0,0,1,0,1,0,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dissel Maandag,0106::SB50,9403 LT,0,708,0,1,0,2,0,643,68,0,0,2,0,0,711,116,37,66,93,37,75,85,87,36,14,10,1,17,1,14,0,8,0,1,0,0,0,5,1,2,0,0,2,0,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Componist Maandag,0106::SB51,9402 VH,0,608,0,1,0,1,0,558,50,0,1,0,0,0,608,100,60,53,70,28,69,74,70,19,9,7,3,15,6,16,0,4,0,0,0,0,0,3,1,0,1,0,0,0,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MFA Kloosterveste Dinsdag,0106::SB74,9408 ME,0,711,2,0,0,3,0,651,65,0,0,3,0,0,716,169,69,75,101,32,53,62,49,17,5,5,0,27,3,16,1,10,1,1,2,1,3,5,0,0,1,1,0,2,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MFA Kloosterveste Maandag,0106::SB75,9408 ME,0,629,0,0,0,0,0,562,67,0,0,0,0,0,629,132,38,63,93,27,52,73,75,18,9,2,0,12,2,11,0,11,0,2,0,0,1,6,0,1,1,0,0,0,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Vincent van Gogh Lariks,0106::SB76,9406 KB,0,1119,1,3,0,1,7,1028,87,0,1,0,0,0,1122,147,93,61,165,78,100,101,75,51,9,12,22,88,12,20,7,25,7,3,1,3,3,12,2,1,7,1,8,5,0,,
Assen,Assen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau,0106::SB77,,0,4151,9,7,0,3,,,,,4,0,,,4163,717,227,723,399,118,309,873,416,122,80,39,4,27,0,38,3,25,0,0,0,3,2,15,0,2,4,2,3,0,0,0,1
