contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Nijmegen,Buren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau O.b.s. Prins Willem-Alexander,0214::SB14,4112 JT,955,503,3,0,0,1,3,448,56,0,0,1,0,0,507,178,63,43,74,15,22,19,8,11,6,2,1,20,4,12,3,6,1,0,0,1,2,7,0,0,0,0,3,2,0,,
Nijmegen,Buren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Asch,0214::SB15,4115 RT,310,259,0,3,0,0,0,237,24,0,1,0,0,0,261,71,27,28,42,4,6,8,2,9,2,10,0,20,1,9,2,5,0,0,0,0,2,11,0,0,0,0,0,0,0,,
Nijmegen,Buren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Dorpshuis ""In de Gaard"" Ingen",0214::SB16,4031 MB,1621,1049,2,1,0,0,2,931,119,0,0,0,0,0,1052,339,179,93,98,32,38,44,24,42,5,28,2,70,1,29,2,5,0,2,0,0,3,10,0,1,0,0,1,0,1,,
Nijmegen,Buren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zaal Torenzicht Lienden,0214::SB17,4033 EC,1696,1116,1,1,0,1,3,960,154,0,1,0,0,0,1117,270,157,101,74,13,41,37,91,26,10,169,3,64,2,30,2,5,0,3,0,1,3,10,1,0,0,2,0,0,1,,
Nijmegen,Buren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis 't Klokhuis Maurik,0214::SB19,4021 VC,1919,718,1,1,0,0,1,643,76,0,0,0,0,0,720,197,130,55,77,11,55,29,16,22,6,10,0,49,1,20,9,7,0,2,0,3,5,7,0,0,0,0,7,0,0,,
Nijmegen,Buren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Prinsenhof Buren,0214::SB22,4116 GG,1375,1067,0,1,0,1,1,940,128,0,0,1,0,0,1069,274,184,80,166,31,44,37,15,32,6,35,4,48,2,50,1,24,0,0,2,2,7,22,0,0,0,0,1,0,0,,
Nijmegen,Buren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis 15 maart 2021,0214::SB23,,0,266,0,0,0,0,1,242,22,0,0,0,0,0,265,70,28,38,20,7,27,25,7,11,3,3,0,9,0,8,1,6,0,2,0,0,1,0,0,0,0,0,0,0,0,,
Nijmegen,Buren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis 16 maart 2021,0214::SB24,,0,362,0,0,0,0,1,360,1,0,0,0,0,0,362,103,64,40,30,14,22,22,9,11,5,7,0,17,1,7,0,6,0,0,0,0,0,2,0,1,0,0,1,0,0,,
Nijmegen,Buren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zaal Torenzicht Lienden 15 maart 2021,0214::SB25,,0,271,0,0,0,0,0,243,28,0,0,0,0,0,271,68,37,24,21,9,11,16,20,9,2,39,0,4,1,3,3,1,0,0,0,0,0,2,0,0,0,0,1,0,0,,
Nijmegen,Buren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zaal Torenzicht Lienden 16 maart 2021,0214::SB26,,0,373,0,0,0,0,0,322,51,0,0,0,0,0,373,79,45,31,27,5,36,36,40,11,3,31,0,8,2,9,1,3,0,1,0,0,0,4,0,0,1,0,0,0,0,,
Nijmegen,Buren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Prinsenhof Buren 15 maart 2021,0214::SB27,4116 GG,0,250,1,0,0,0,0,228,23,0,0,0,0,0,251,69,26,29,34,7,14,23,6,10,1,8,0,10,0,7,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,,
Nijmegen,Buren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Prinsenhof Buren 16 maart 2021,0214::SB28,4116 GG,0,179,0,0,0,0,0,156,23,0,0,0,0,0,179,61,17,19,23,8,7,9,10,4,0,7,0,4,0,6,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,,
Nijmegen,Buren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Maurik briefstembureau,0214::SB29,4021 VZ,0,1596,0,2,4,0,,,,,0,4,,,1602,436,195,269,117,25,85,209,58,58,24,66,1,5,0,20,4,9,1,0,0,0,0,7,0,4,0,0,0,2,1,0,0
