contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Ons Water,West-Brabant Waterbreed,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),50PLUS,AWP niet politiek wel deskundig,ChristenUnie,Partij voor de Dieren
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Centrum Elsenborch,0748::SB15,4621BW,1736,477,10,6,0,0,0,433,60,0,0,0,0,0,493,52,30,222,31,24,35,45,5,1,32
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Algemene School Oost,0748::SB16,4624ES,1699,620,7,5,0,0,0,565,68,0,0,0,0,0,633,69,35,209,58,61,78,42,13,3,52
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Sporthal Gageldonk,0748::SB17,4623AH,1903,742,12,0,0,0,0,663,96,0,0,5,0,0,759,64,58,273,70,56,82,52,13,10,64
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau School Anton van Duinkerken,0748::SB18,4623XP,2016,719,10,4,0,0,0,654,79,0,0,0,0,0,733,111,52,272,52,42,73,64,10,7,36
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Woonzorgcentrum Jacqueline,0748::SB19,4624AK,1027,407,9,2,0,0,0,367,49,0,2,0,0,0,416,62,50,127,32,27,38,41,6,4,20
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Steunpunt Zonneplein,0748::SB20,4624BA,1596,739,20,5,0,0,0,669,96,0,0,0,0,0,765,73,54,298,62,47,63,87,4,6,45
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Ontmoetingscentrum het Hoofdkwartier,0748::SB21,4625CC,1760,685,14,0,0,0,0,634,65,0,0,0,0,0,699,103,48,228,51,59,55,56,5,15,65
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Zalencentrum de Raayberg,0748::SB22,4624JH,1630,672,10,4,0,0,0,606,79,0,1,0,1,0,685,109,39,233,56,39,52,60,18,9,57
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau School de Kreek,0748::SB23,4617NC,2172,1270,20,1,0,2,170,1121,2,0,0,2,0,0,1293,303,111,347,111,122,98,67,23,19,69
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Residentie Aquacite,0748::SB24,4617AX,1973,1235,14,2,0,0,1,1123,129,0,0,2,0,0,1253,278,105,341,109,125,77,101,16,18,65
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Sporthal De Boulevard,0748::SB25,4617HD,1914,661,6,1,0,0,0,612,62,0,0,0,0,0,674,123,49,207,48,36,58,78,16,2,44
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Ontmoetingscentrum de Wittenhorst,0748::SB26,466JK,1152,630,7,6,0,0,0,578,65,0,0,0,0,0,643,62,72,194,87,26,55,49,17,11,57
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Verzorgingstehuis St. Elisabeth,0748::SB27,4661JG,1196,470,6,0,0,0,0,432,45,0,0,0,0,0,477,47,59,134,78,37,28,36,15,8,28
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Brandweerkazerne Halsteren,0748::SB28,4661VM,1381,522,4,1,0,1,0,468,61,0,0,1,0,0,529,91,66,125,60,45,43,46,16,6,24
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau School de Springplank,0748::SB29,4661CJ,1817,829,9,3,0,0,0,759,82,0,0,0,0,0,841,107,78,231,151,52,56,77,17,11,49
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Intratuin Halsteren,0748::SB30,4661KM,1231,548,5,3,0,0,0,503,54,0,0,1,0,0,557,111,61,128,67,38,46,35,10,13,39
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau SKW 't Weike,0748::SB31,4664BS,1623,724,7,2,0,0,0,650,83,0,0,0,0,0,733,64,159,142,188,20,29,53,11,11,47
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau de Sprenge,0748::SB32,4661AA,362,153,3,1,0,0,0,143,14,0,0,0,0,0,157,15,12,39,13,21,27,5,1,6,14
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau de Toermalijn,0748::SB33,4661TS,1477,822,20,2,1,0,0,745,99,0,0,1,0,0,844,196,88,205,91,49,56,54,8,11,64
Brabantse Delta,Bergen op Zoom,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Sporthal de Kannebuis,0748::SB34,4661LR,1476,963,1,11,0,5,1,859,114,0,0,5,0,0,974,160,83,281,116,69,66,65,24,17,82
