contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,VVD,CDA,Partij van de Arbeid (P.v.d.A.),Partij voor de Dieren,Waterschap@inwonersbelangen,ChristenUnie,"AWP niet politiek, wel deskundig",Staatkundig Gereformeerde Partij (SGP),50PLUS
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,"Stembureau De Shelter Scouting, naast ambulancepost",1904::SB11,3608 BW,1302,733,11,2,4,0,0,686,56,0,4,0,0,0,742,193,118,90,60,68,33,40,47,9,75
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Wereldkidz Tweesprong  Fazantenkamp,1904::SB12,3607 CH,1684,973,21,2,0,1,0,906,89,0,1,0,0,0,995,196,189,80,132,99,69,57,65,15,71
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau WereldKidz Tweesprong Duivenkamp,1904::SB13,3607 BL,1651,750,13,4,0,0,0,690,76,0,0,0,0,0,766,161,85,66,127,74,58,33,40,5,101
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau RK Verrijzenisgemeenschap,1904::SB14,3607 JK,1712,929,19,4,0,1,0,874,77,0,1,0,0,0,951,214,157,104,112,107,55,46,42,8,84
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau De Werkspecht,1904::SB15,3607 KN,1237,667,13,4,0,0,0,623,61,0,0,0,0,0,684,169,91,42,81,70,63,30,39,11,71
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau De Valkenier,1904::SB16,3607 MJ,1583,851,9,2,0,1,0,783,78,0,1,0,0,0,861,202,169,86,92,62,63,39,41,7,90
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,"Stembureau KBS Franciscus, gymzaal naast 't Schuurtje",1904::SB17,3607 NZ,1783,844,14,1,1,0,0,767,91,0,1,0,0,0,858,197,166,58,89,95,51,38,52,7,91
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Willem van Hoornhof,1904::SB18,3605 GP,1566,610,11,3,0,0,0,557,67,0,0,0,0,0,624,137,75,54,75,75,46,29,37,5,77
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Basisschool De Kameleon,1904::SB19,3605 ED,1417,547,11,3,0,0,0,505,56,0,0,0,0,0,561,127,58,50,80,45,64,28,22,12,61
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Zwembad Safari,1904::SB20,3605 JM,2020,1051,20,2,0,0,0,987,86,0,0,0,0,0,1073,238,169,91,134,109,79,51,66,4,110
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Basisschool Het Kompas,1904::SB21,3602 ZK,1204,21,0,0,0,0,0,15,6,0,0,0,0,0,21,3,7,5,2,0,1,0,3,0,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Gemeentelijke Sporthal,1904::SB22,3621 LN,1787,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Gemeentehuis Boom en Bosch,1904::SB23,3621 AB,1864,44,1,0,0,0,0,35,10,0,0,0,0,0,45,12,13,1,6,3,3,3,1,0,2
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Woonzorgcentrum De Aa / Driestroom,1904::SB24,3621 VV,1592,7,0,0,0,0,0,6,1,0,0,0,0,0,7,1,2,3,0,1,0,0,0,0,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau OBS De Regenboog,1904::SB25,3621 WS,872,13,0,0,0,0,2,10,1,0,0,0,0,0,13,2,0,4,2,1,0,1,0,0,3
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Wijkcentrum Over-Noord,1904::SB26,3621 HH,1842,2,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Dorpshuis Ons Genoegen,1904::SB27,3626 AV,670,12,0,0,0,0,0,12,0,0,0,0,0,0,12,2,0,1,1,1,3,1,1,2,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Brandweerkazerne,1904::SB28,3628 AZ,1231,734,12,0,0,2,0,657,87,0,2,0,0,0,744,93,83,230,27,48,39,83,23,94,14
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Zorgcentrum Overdorp,1904::SB29,3628 BX,1390,875,16,4,0,1,0,820,74,0,1,0,0,0,894,124,79,221,35,66,55,144,26,91,34
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Wooncomplex 't Nieuwe Kampje,1904::SB31,3632 BK,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Dorpshuis Nigtevecht,1904::SB32,1393 NV,1196,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Dorpshuis Vreeland,1904::SB33,3633 CT,1427,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Montessorischool Loenersloot,1904::SB34,3634 AS,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Cultureel Centrum 't Web,1904::SB35,3632 ET,1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
