contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,SGP-ChristenUnie,50PLUS,AWP niet politiek wel deskundig,Ons-Platteland
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau IKC De Watersnip,0637::SB23,2717 BG,0,8,0,0,0,8,0,11,5,0,0,8,0,0,16,1,4,1,0,1,1,0,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Buytenwegh stichting Middin,0637::SB24,2726 CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau REAKT,0637::SB25,2717 HR,0,6,0,0,0,0,0,6,0,0,0,0,0,0,6,0,2,0,1,1,1,1,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau RK Basisschool 't Schrijverke,0637::SB26,2717 XK,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau IKC Klimboom,0637::SB27,2726 BL,0,9,0,0,0,0,0,7,3,0,0,1,0,1,10,7,0,2,0,0,0,0,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau WelThuis Buytenhaghe,0637::SB28,2726 RR,0,7,0,0,0,0,0,7,0,0,0,0,0,0,7,2,2,0,1,0,2,0,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau OBS 't Plankier,0637::SB30,2725 PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Het Fregat,0637::SB31,2725 CW,0,7,0,0,1,0,0,6,2,0,0,1,0,0,8,1,1,0,0,1,3,1,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau IKC De Tjalk,0637::SB32,2725  BR,0,7,0,0,0,0,0,6,1,0,0,0,0,0,7,2,1,2,0,0,1,0,1
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau RK Kerk De Doortocht,0637::SB33,2725 AR,0,13,0,0,0,0,0,15,0,0,0,2,2,0,15,4,4,0,1,0,2,2,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau LangeLand Ziekenhuis,0637::SB34,2725 NA,0,58,0,0,0,0,0,56,4,0,0,2,0,2,60,14,15,6,4,5,11,2,1
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Kindcentrum de Touwladder,0637::SB35,2727 CV,0,12,0,0,0,1,0,10,1,0,1,0,0,0,11,1,4,0,2,1,1,1,2
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Kindcentrum De Spelevaert,0637::SB37,2724 TT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Dienstencentrum Petuniatuin,0637::SB38,2724 NA,0,23,0,0,0,2,0,21,6,0,0,4,2,0,27,7,2,5,0,0,7,1,1
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Gebouw 't SegheWaert,0637::SB39,2724 GE,0,5,0,0,0,0,0,5,1,0,0,1,0,1,6,2,1,0,0,0,1,1,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Basisschool Meester Verwers,0637::SB42,2724 CA,23,14,0,0,7,0,0,14,7,0,0,7,0,0,21,3,1,2,2,4,1,0,1
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Ichthuskerk,0637::SB43,2724 EZ,0,14,0,0,2,0,0,13,3,0,0,2,0,0,16,0,2,0,2,7,0,3,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Basisschool Noordeinde,0637::SB44,2728 DC,0,10,0,0,0,0,0,8,2,0,0,0,0,0,10,2,2,2,1,0,2,1,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Wijkgebouw 't Span,0637::SB45,2728 BR,0,5,0,0,0,0,0,5,0,0,0,0,0,0,5,1,2,1,1,0,0,0,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau OBS De Baanbreker,0637::SB46,2728 AG,0,18,0,0,4,0,0,17,5,0,0,4,0,0,22,9,6,1,0,0,0,2,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau RKBS De Buut,0637::SB47,2728 AG,0,33,0,0,0,2,0,29,6,0,0,2,0,0,35,13,11,5,2,0,0,2,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau RK Kerk Tabor,0637::SB48,2728 AC,0,15,0,0,0,0,0,12,3,0,0,0,0,0,15,8,2,2,1,1,0,1,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Montessorischool De Trinoom,0637::SB50,2729 EB,2053,732,14,0,0,0,0,651,95,0,0,0,0,0,746,194,158,102,64,37,107,49,21
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Montessorischool De Trinoom,0637::SB51,2729 EB,2047,789,16,7,0,0,0,709,103,0,0,0,0,0,812,213,187,100,55,41,108,57,28
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Oosterkerk,0637::SB52,2721 ND,2198,1330,27,9,3,0,0,1223,146,0,0,3,0,0,1369,273,297,163,100,102,232,112,51
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Middin-Heemburgh,0637::SB54,2729 LR,2140,656,12,3,0,0,0,585,86,0,0,0,0,0,671,174,148,100,24,47,87,47,29
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Woongroep Shaanti Dhaam,0637::SB55,2729 LN,2147,724,13,2,3,0,0,629,107,0,3,0,0,0,736,186,161,114,42,25,120,55,21
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Stadsboerderij De Weidemolen (Brasserie Up),0637::SB56,2721 DX,2133,848,5,6,0,3,0,757,99,0,3,0,0,0,856,259,170,96,73,46,102,83,19
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Basisschool De Oranjerie,0637::SB57,2721 GG,2113,1152,36,3,0,0,0,1040,150,0,1,0,1,0,1190,385,241,145,80,58,130,81,32
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Wijkcentrum Oosterpoort,0637::SB58,2721 GE,1988,681,10,3,0,2,0,601,89,0,4,0,2,0,690,172,143,95,41,32,115,55,28
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Wijkpost Rokkeveen,0637::SB59,2719 CP,1417,898,12,1,0,0,1,816,94,0,0,0,0,0,911,193,250,110,65,33,123,99,25
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Stadsboerderij De Balijhoeve,0637::SB60,2719 JZ,1362,817,20,5,0,0,0,761,81,0,0,0,0,0,842,161,214,74,70,46,118,107,27
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau IKC De Waterlelie,0637::SB61,2719 HE,1527,936,28,7,0,3,0,876,98,0,0,3,0,0,974,234,255,96,90,37,108,91,25
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau IKC De Edelsteen,0637::SB62,2719 SN,1465,910,8,3,0,0,0,828,92,0,1,0,1,0,920,236,234,119,84,38,97,82,20
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Prins Clausschool,0637::SB63,2719 VG,1441,857,8,3,0,4,0,771,101,0,0,4,0,0,872,206,220,101,71,51,96,78,34
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Kerkelijk Centrum De Regenboog,0637::SB64,2719 CR,1493,601,8,2,1,0,0,564,48,0,0,1,0,0,612,75,120,87,91,46,106,56,20
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau RK Kerk De Wijngaard,0637::SB65,2719 AZ,1904,941,22,8,0,0,0,874,97,0,0,0,0,0,971,183,245,119,98,55,124,85,32
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau IKC Het Palet,0637::SB66,2718 BZ,2021,938,12,1,0,1,0,840,110,0,1,0,0,0,950,192,232,113,58,50,141,110,42
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Buurtcentrum De Vlieger,0637::SB68,2718 GH,2162,1291,16,2,0,1,0,1188,122,0,0,1,0,0,1310,267,308,140,83,48,239,174,32
Schieland en de Krimpenerwaard,Zoetermeer,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Basisschool De Saffier,0637::SB69,2718 JT,2092,840,11,10,0,0,0,784,75,0,2,0,2,0,859,157,196,108,56,43,156,93,31
