contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,VVD,CDA,Partij van de Arbeid (P.v.d.A.),Partij voor de Dieren,Waterschap@inwonersbelangen,ChristenUnie,"AWP niet politiek, wel deskundig",Staatkundig Gereformeerde Partij (SGP),50PLUS
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau Openbare basisschool De Meander I,0356::SB15,3436 GE,1829,478,11,1,1,0,0,451,38,0,1,0,0,0,489,117,59,52,63,43,34,27,32,7,44
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,"Stembureau Stembureau PC bs Pr.Margriet, locatie Zuid",0356::SB16,3436 GB,1764,799,25,9,0,0,0,753,80,0,0,0,0,0,833,162,115,79,66,88,67,50,42,24,106
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau Scholengemeenschap Anna van Rijn,0356::SB17,3435 XA,1954,878,6,6,0,0,0,793,97,0,0,0,0,0,890,230,95,77,110,89,60,44,53,8,112
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau Openbare basisschool De Krullevaar,0356::SB18,3435 BZ,1884,918,12,5,0,0,1,840,94,0,0,0,0,0,935,190,113,78,135,125,69,43,55,17,93
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau Buurtplein Doorslag,0356::SB19,3435 EP,1138,696,15,2,0,0,0,671,42,0,0,0,0,0,713,149,71,73,78,89,44,56,52,11,73
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau La CaZa,0356::SB20,3432 TK,1970,900,21,4,0,0,0,830,95,0,0,0,0,0,925,200,52,74,143,129,70,73,67,18,74
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau De Schouw,0356::SB21,3432 XW,1891,784,21,8,0,3,1,732,77,0,3,0,0,0,810,175,98,48,124,95,73,46,51,8,66
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau Jenaplanschool De Zuiderkroon,0356::SB22,3432 SZ,1354,666,11,3,0,0,1,629,50,0,0,0,0,0,680,165,77,59,101,79,55,12,43,5,70
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau PC basisschool Maurits,0356::SB23,3434 CA,1643,634,14,0,0,0,0,577,71,0,0,0,0,0,648,139,70,48,66,64,48,58,28,13,100
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau 't Veerhuis,0356::SB24,3434 AZ,1607,715,7,3,0,0,0,668,57,0,0,0,0,0,725,155,99,109,65,51,66,38,48,13,71
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau Kerkelijk Centrum De Rank,0356::SB25,3434 HA,1008,652,7,6,0,0,0,612,53,0,0,0,0,0,665,142,72,63,84,63,59,46,34,14,75
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau Buurtplein Zuid,0356::SB26,3434 EW,1310,902,18,3,0,0,0,836,87,0,0,0,0,0,923,206,91,102,98,108,76,50,64,14,93
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau Locatie Prins Hendriklaan 27,0356::SB27,3433 EH,1259,589,14,1,0,1,0,530,73,0,1,0,0,0,603,126,88,53,55,50,50,49,44,14,60
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau Dorpshuis Fort Vreeswijk,0356::SB28,3433 ZZ,1512,864,13,1,0,0,0,798,80,0,0,0,0,0,878,202,79,94,93,74,83,69,56,16,98
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,"Stembureau Stembureau Gemeenschapsruimte ""boerderij Bos""",0356::SB29,3437 KN,1376,995,16,8,0,0,0,954,65,0,0,0,0,0,1019,212,168,80,124,110,81,41,42,6,131
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau PC Basisschool Kon. Juliana II,0356::SB30,3437 KB,987,789,10,2,0,0,0,736,65,0,0,0,0,0,801,159,102,99,87,77,70,35,58,13,89
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau Petanquecentrum Nieuwegein I,0356::SB31,3437 PJ,1094,637,18,2,1,0,0,584,72,0,1,0,0,0,656,147,107,63,78,61,49,15,38,6,73
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau Petanquecentrum Nieuwegein II,0356::SB32,3437 PJ,1452,494,6,1,0,1,0,462,38,0,1,0,0,0,500,87,82,47,65,43,40,20,34,4,72
De Stichtse Rijnlanden,Nieuwegein,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stembureau PC Basisschool Kon. Juliana I,0356::SB33,3437 KB,2038,712,12,4,0,0,0,639,89,0,0,0,0,0,728,157,120,71,86,49,58,32,40,12,87
