contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,SGP-ChristenUnie,50PLUS,AWP niet politiek wel deskundig,Ons-Platteland
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau De Vrije Ban,0599::SB17,3037 VZ,1876,519,40,5,0,0,0,505,59,0,0,0,0,0,564,59,196,146,20,24,43,23,8
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Bibliotheek,0599::SB20,3011 PV,2352,1257,37,11,0,2,0,1200,107,0,0,2,0,0,1307,374,397,215,67,35,75,76,18
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Basisschool Pluspunt,0599::SB21,3065 GA,2496,1129,18,3,0,3,0,1006,141,0,3,0,0,0,1147,292,247,195,78,48,172,68,29
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Huis van de Wijk Mozaïek,0599::SB22,3035 CG,2078,478,21,10,0,2,0,463,48,0,0,2,0,0,511,48,163,143,21,12,40,37,14
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau STC-SafePort,0599::SB23,3016 DH,1216,635,10,2,0,0,0,573,74,0,0,0,0,0,647,252,192,84,32,11,24,30,10
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Sporthal Noorderhavenkade,0599::SB24,3038 XG,1840,935,29,7,2,0,0,901,72,0,0,2,0,0,973,184,375,169,40,44,64,42,17
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Gymnastieklokaal,0599::SB25,3036 WC,2759,812,55,18,0,0,0,733,152,0,0,0,0,0,885,71,247,244,40,36,103,53,18
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Gymnastieklokaal,0599::SB27,3014 TP,932,310,24,10,0,0,1,290,56,3,0,3,0,0,347,16,60,142,19,11,28,25,9
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Th.W. Termaathuis,0599::SB30,3062 SJ,1114,741,6,2,0,1,0,647,101,0,1,0,0,0,748,412,135,36,84,14,15,38,7
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Jan van der Ploeghuis,0599::SB31,3036 PD,2678,811,41,16,0,0,0,744,124,0,0,0,0,0,868,96,253,227,50,37,92,41,15
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Oosterkapel,0599::SB32,3065 AC,1576,1013,18,27,0,1,0,920,137,0,1,0,0,0,1057,403,239,116,88,26,45,80,16
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Rotterdamse Schouwburg,0599::SB33,3012 CL,3044,1030,23,7,0,7,0,996,71,0,0,7,0,0,1067,229,315,233,46,31,110,52,14
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Basisschool Pluspunt,0599::SB35,3065 GA,1908,1028,13,8,0,0,0,942,109,2,0,2,0,0,1051,225,245,157,63,48,191,66,33
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau De Scheepsbrug,0599::SB36,3011 XZ,2420,827,8,2,0,0,0,775,63,1,0,1,0,0,838,242,271,125,52,23,52,49,13
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Wooncomplex De Sevencamp,0599::SB37,3069 XZ,2323,755,9,7,0,0,1,686,84,0,0,0,0,0,771,102,133,180,45,46,174,47,28
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Gymnastieklokaal,0599::SB38,3014 VG,1986,474,28,12,3,0,0,431,80,0,3,0,0,0,511,47,136,155,30,15,42,39,10
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Sporthal Snelleman,0599::SB39,3035 VL,2827,761,54,24,1,0,0,745,93,0,1,0,0,0,838,76,227,219,37,26,104,52,20
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Pompgebouw De Esch,0599::SB40,3063 HC,3515,826,28,6,0,0,0,797,63,0,0,0,0,0,860,135,245,166,46,33,124,53,24
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Gymnastieklokaal,0599::SB41,3069 XJ,1408,596,5,3,0,5,1,544,64,0,0,5,0,0,609,91,153,98,22,41,124,55,12
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau De Buurvrouw (v.h. LCC Castagnet),0599::SB43,3053 LG,2395,914,19,5,0,2,0,851,89,0,0,2,0,0,940,182,319,159,75,26,91,45,17
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Ontmoetingscentrum Prinsenhof,0599::SB44,3066 BH,1923,881,7,5,0,1,0,824,70,0,0,1,0,0,894,121,188,170,60,39,227,54,22
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Basisschool Noen,0599::SB45,3034 SL,2937,1118,36,6,0,0,0,1025,135,0,0,0,0,0,1160,187,345,283,66,45,96,60,36
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Parkflat Arcadia,0599::SB46,3054 TC,1396,663,18,3,0,0,0,610,74,0,0,0,0,0,684,172,141,87,40,40,126,39,18
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Clubhuis De Branding,0599::SB47,3034 CS,1981,683,57,9,0,0,0,650,100,0,0,1,0,0,750,49,158,258,36,30,89,41,22
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Prinsekerk,0599::SB48,3039 NC,1713,984,27,5,0,1,0,947,70,0,0,1,0,0,1017,139,421,188,37,60,65,55,19
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Hoppesteyn,0599::SB49,3034 CA,2858,825,39,13,0,2,0,780,99,0,0,2,0,0,879,116,188,193,54,47,170,38,19
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau BS Albert Plesman,0599::SB51,3068 BS,1054,848,7,18,0,0,0,764,109,0,0,0,0,0,873,174,196,132,73,43,135,69,26
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Schiehoven,0599::SB52,3052 JA,2568,600,21,7,1,1,0,574,56,0,0,2,0,0,630,47,131,178,31,42,109,41,21
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Sportcentrum De Wilgenring,0599::SB53,3052 KV,1205,455,15,4,0,0,0,413,61,0,0,0,0,0,474,58,140,86,26,27,81,34,3
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stadsarchief,0599::SB56,3032 CG,2604,861,22,6,0,2,0,805,86,0,0,2,0,0,891,169,271,189,38,32,80,61,21
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Serviceflat Rehoboth,0599::SB60,3066 NM,1687,787,17,6,0,1,0,740,71,0,0,1,0,0,811,77,151,126,48,158,131,70,26
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Open Hofkerk,0599::SB61,3069 EA,2520,1453,25,10,0,0,0,1360,128,0,0,0,0,0,1488,195,338,237,141,95,298,105,44
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Basisschool De Pionier,0599::SB63,3067 WL,1318,359,18,3,0,0,0,347,33,0,0,0,0,0,380,38,91,78,31,25,66,21,9
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Gymnastieklokaal,0599::SB64,3067 AL,1297,658,14,5,0,1,0,614,62,0,1,0,0,0,676,77,131,126,62,89,108,39,26
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau LCC Romeynshof,0599::SB65,3068 JL,950,512,19,7,0,1,0,503,36,0,0,1,0,0,539,62,106,96,41,40,109,48,10
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Sporthal Kralingen,0599::SB66,3061 CR,2614,1063,37,9,0,2,0,991,116,0,2,0,0,0,1107,173,299,266,54,42,132,75,22
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau De Evenaar,0599::SB67,3067 DX,1670,678,17,4,0,1,0,643,57,0,0,1,0,0,700,113,155,120,35,60,130,47,18
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Basisschool Arent,0599::SB68,3061 KZ,2386,1170,27,10,0,0,0,1063,144,0,0,0,0,0,1207,263,345,273,66,42,97,58,26
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Basisschool De Kleine Prins,0599::SB69,3067 XC,1417,753,18,2,2,0,0,703,72,0,0,2,0,0,775,144,204,120,56,46,100,53,30
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Basisschool De Kleine Wereld,0599::SB72,3061 EW,846,337,6,1,0,0,0,319,25,0,0,0,0,0,344,99,107,60,22,6,18,17,8
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Laurens Blijdorp,0599::SB73,3039 KS,2127,979,35,6,0,0,0,933,87,0,0,0,0,0,1020,172,364,180,72,42,75,61,13
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Dijckhove,0599::SB76,3015 AA,1257,616,19,3,0,0,1,592,45,0,0,0,0,0,638,166,213,114,35,24,25,25,14
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau t Hofje van Gerrit de Koker,0599::SB77,3061 ES,2988,899,25,8,0,7,0,848,91,0,0,7,0,0,939,224,241,181,77,48,77,42,9
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Bethelkerk,0599::SB78,3043 TN,706,475,15,2,0,0,0,438,54,0,0,0,0,0,492,47,116,75,32,22,108,56,19
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Hillegondakerk,0599::SB80,3054 NB,2322,1322,21,1,0,0,0,1181,163,0,0,0,0,0,1344,506,416,137,70,35,82,55,21
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Vrijeschool Vredehof,0599::SB81,3062 EP,1788,1024,22,11,0,1,0,938,118,0,1,0,0,0,1056,408,299,123,80,20,24,44,26
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Basisschool Park16Hoven,0599::SB82,3045 BJ,1714,1006,14,6,0,0,0,852,174,0,0,0,0,0,1026,326,308,144,69,32,47,50,30
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Parochiehuis Sint Lambertuskerk,0599::SB85,3062 VJ,2152,1273,31,8,1,0,1,1221,91,0,0,1,0,0,1313,460,387,157,76,33,61,74,25
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Wooncentrum Helga,0599::SB87,3067 VM,2684,1020,20,13,0,0,1,977,75,0,0,0,0,0,1053,189,233,137,95,104,162,64,36
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Wijkgebouw Rendierhof,0599::SB88,3064 AX,1326,604,12,5,0,0,0,552,68,0,1,0,1,0,620,101,159,95,22,50,121,38,18
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Oranjekerk,0599::SB89,3051 LS,1633,973,17,1,0,0,0,898,94,1,0,1,0,0,992,146,357,158,49,61,104,64,34
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Basisschool Tarcisius,0599::SB90,3051 HE,934,648,10,1,0,1,0,591,69,0,0,1,0,0,660,161,259,98,33,9,27,48,13
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Gymnastieklokaal,0599::SB94,3067 MN,1557,622,9,2,0,0,0,566,67,0,0,0,0,0,633,111,120,129,32,43,129,42,16
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Gymnastieklokaal,0599::SB95,3068 GN,1982,610,11,4,0,3,0,562,66,0,0,3,0,0,628,106,133,157,38,18,96,41,21
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Lommerrijk,0599::SB98,3054 AB,204,408,7,0,0,0,0,377,38,0,0,0,0,0,415,150,123,39,27,13,23,28,5
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Nieuw Zernike,0599::SB100,3068 JB,1625,731,21,4,0,2,0,704,54,0,0,2,0,0,758,89,150,122,46,35,218,46,25
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Pompgebouw De Esch,0599::SB102,3063 HC,465,809,18,8,0,4,0,770,69,0,0,4,0,0,839,135,243,170,47,35,116,44,19
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Buurt- en Speeltuinvereniging Terbregge,0599::SB104,3056 LR,1311,646,14,2,0,0,0,585,80,3,0,3,0,0,665,153,186,85,37,29,75,40,41
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Recreatiecentrum Zevenkampse Ring,0599::SB105,3068 HG,1400,605,17,5,0,1,0,557,69,0,1,0,0,0,626,79,156,131,27,28,126,46,12
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Gymnastieklokaal,0599::SB107,3053 VH,2533,990,19,6,0,2,0,911,106,0,0,2,0,0,1017,152,297,170,62,52,150,85,22
Schieland en de Krimpenerwaard,Rotterdam,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau De Buurvrouw (v.h. LCC Castagnet),0599::SB108,3053 LG,60,830,13,6,0,2,1,765,85,0,0,2,0,0,851,156,293,133,58,30,71,62,27
