contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,VVD,Partij van de Arbeid (P.v.d.A.),Vrienden van de Berkel,AWP niet politiek wel deskundig,50PLUS,Vereniging Dorpshuizen en Kleine Kernen
Rijn en IJssel,Zevenaar,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stembureau Partycentrum de Griethse Poort,0299::SB11,6901 HK,1297,657,10,0,0,1,0,614,52,0,1,0,0,0,666,158,97,107,134,18,25,89,29
Rijn en IJssel,Zevenaar,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stembureau Caleidoz locatie Steenhuizen,0299::SB12,6901 JL,1285,571,5,1,0,1,0,536,40,0,1,0,0,0,576,153,114,66,112,9,25,59,33
Rijn en IJssel,Zevenaar,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stembureau Schoolgebouw Guido Gezellestraat,0299::SB13,6901 KZ,1390,669,14,0,0,0,0,632,51,0,0,0,0,0,683,153,126,91,132,13,32,74,48
Rijn en IJssel,Zevenaar,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stembureau Brede School St. Martinus,0299::SB14,6905 AR,1345,766,6,1,0,0,0,721,52,0,0,0,0,0,773,261,107,177,92,9,15,52,53
Rijn en IJssel,Zevenaar,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stembureau Kulturhus De Borg Babberich,0299::SB15,6909 DW,1533,735,14,2,0,0,0,681,73,0,0,3,0,3,754,209,119,108,109,9,29,62,90
Rijn en IJssel,Zevenaar,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stembureau Centrum De Meent,0299::SB16,6986 AP,1069,633,9,1,0,0,0,586,57,0,0,0,0,0,643,218,126,83,81,15,20,38,52
Rijn en IJssel,Zevenaar,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stembureau Dorpshuis Het Gebouw,0299::SB17,6988 AG,1200,575,6,0,0,0,0,531,49,0,1,0,1,0,580,103,85,122,72,8,22,61,102
Rijn en IJssel,Zevenaar,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stembureau Hof van Giesbeek,0299::SB18,6987 AB,1372,750,4,0,0,1,0,701,52,0,1,0,0,0,753,147,85,79,109,7,24,42,257
Rijn en IJssel,Zevenaar,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stembureau Clubgebouw GSV'38,0299::SB19,6987 CM,955,506,9,1,0,0,0,468,48,0,0,0,0,0,516,91,73,46,73,12,23,38,150
Rijn en IJssel,Zevenaar,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stembureau Verenigingsgebouw De Ontmoeting,0299::SB20,6915 AH,1643,618,15,6,0,2,0,586,55,0,0,2,0,0,641,121,99,59,120,14,31,58,116
Rijn en IJssel,Zevenaar,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stembureau RK Basisschool De Tragellijn,0299::SB21,6915 VT,1458,629,12,3,0,3,0,572,69,0,3,0,0,0,641,89,123,93,117,12,20,73,102
Rijn en IJssel,Zevenaar,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stembureau Dorpshuis De Spieker,0299::SB22,6917 AM,527,245,3,0,0,0,0,238,10,0,0,0,0,0,248,14,30,14,24,2,4,14,143
Rijn en IJssel,Zevenaar,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stembureau Woonzorgcentrum Lobede,0299::SB23,6916 CA,1732,723,6,4,0,5,0,680,58,0,0,5,0,0,738,110,122,87,137,20,25,99,123
Rijn en IJssel,Zevenaar,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stembureau Woonservicecentrum De Pannerd,0299::SB24,6911 AX,1970,902,21,4,0,0,0,875,52,0,0,0,0,0,927,227,170,115,123,25,37,90,115
Rijn en IJssel,Zevenaar,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stembureau Dorpshuis De Cluse,0299::SB25,6914 AL,831,428,0,4,0,0,0,404,28,0,0,0,0,0,432,121,67,35,48,8,8,42,99
Rijn en IJssel,Zevenaar,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stembureau Dorpshuis Eensgezindheid,0299::SB26,6913 AC,717,393,11,1,0,0,0,368,37,0,0,0,0,0,405,103,78,50,53,4,9,24,72
