contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Ons Water,West-Brabant Waterbreed,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),50PLUS,AWP niet politiek wel deskundig,ChristenUnie,Partij voor de Dieren
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Het Huis van de Heuvel,0758::SB70,4812 JC,1695,609,17,1,0,1,0,571,57,0,0,1,0,0,628,85,47,73,60,75,74,72,20,13,90
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Prinsentuin van Cooth,0758::SB71,4812XN,1900,780,23,1,0,1,0,765,38,0,1,0,0,0,803,147,59,109,57,85,109,57,32,8,117
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Het Huis van de Heuvel,0758::SB72,4812 JC,1914,857,20,11,0,4,0,814,78,0,0,4,0,0,892,138,69,89,92,75,107,135,29,5,118
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau BS Effen,0758::SB73,4838 BA,806,505,11,0,0,1,0,458,57,0,1,0,0,0,515,137,82,37,38,112,16,27,3,3,50
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau De Dobbelsteen,0758::SB74,4813 GR,1407,766,11,6,0,2,0,717,68,0,0,2,0,0,785,132,88,107,57,80,99,59,26,20,98
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Gemeenschapshuis De Koe,0758::SB75,4813 HA,1469,1043,29,3,0,0,0,975,98,0,2,0,2,0,1073,264,101,117,78,138,115,84,31,9,106
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau D'n Heerlijckheid,0758::SB76,4813 CX,1505,632,19,2,0,2,0,600,55,0,0,2,0,0,655,136,98,73,40,59,71,81,7,10,57
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Het Witte Schaap,0758::SB77,4814 TZ,2202,1122,24,4,0,0,0,1043,107,0,0,0,0,0,1150,249,86,168,88,136,130,89,31,12,133
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Gemeenschapshuis Liesbos,0758::SB78,4838 GT,657,313,1,1,0,2,0,281,36,0,0,2,0,0,317,77,75,25,21,47,9,28,1,3,27
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau BS De Eerste Rith,0758::SB79,4813 GM,1227,595,15,2,0,0,0,549,63,0,0,0,0,0,612,109,55,93,54,77,85,41,16,12,53
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Buurthuis Gageldonk,0758::SB85,4824 PP,1922,954,17,4,0,1,0,887,89,0,0,1,0,0,976,140,60,121,90,130,137,78,33,11,154
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau De Hoogakker,0758::SB86,4824 SG,1699,721,17,1,0,0,0,690,50,1,0,1,0,0,740,107,61,96,62,96,90,64,28,18,99
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Scouting Haagse Beemden,0758::SB87,4824 EW ,1966,875,25,2,0,1,0,818,85,0,0,1,0,0,903,131,64,139,83,114,116,66,29,17,116
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Nutsbasisschool De Hoogakker,0758::SB88,4824 JN,1791,667,19,3,0,1,0,614,74,0,1,0,0,0,688,92,35,125,62,89,83,72,13,11,85
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Kindcentrum Olympia,0758::SB89,4822 XM,1938,676,19,5,0,1,0,632,64,0,4,0,3,0,696,89,39,100,54,83,68,78,34,27,104
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Basisschool de Rietvink,0758::SB90,4822RB,2037,686,10,5,0,0,0,630,71,0,0,0,0,0,701,106,62,85,60,93,70,79,22,20,89
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Nutsbasisschool Burgst,0758::SB91,4822 RS,1439,710,9,4,0,0,0,651,72,0,0,0,0,0,723,153,45,101,72,79,72,64,39,6,79
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Wijkcentrum Heksenwiel,0758::SB92,4823 HA,1449,820,14,6,0,0,0,769,71,0,0,0,0,0,840,100,77,112,91,90,84,120,32,22,92
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau SCC 't Kraaienest,0758::SB93,4822 AT,1707,980,16,4,0,0,0,902,98,0,0,0,0,0,1000,210,97,132,55,141,100,79,30,20,116
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau KBS De Driezwing,0758::SB94,4823 MS,2222,1026,25,4,0,1,0,948,108,0,0,1,0,0,1056,260,72,148,80,126,89,93,38,14,106
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau KBS Kievitsloop,0758::SB95,4823 JJ,1855,882,13,2,0,1,0,801,97,0,0,1,0,0,898,174,75,117,80,108,114,87,40,13,74
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau H. Willibrorduskerk,0758::SB101,4847 AA,1058,810,18,1,0,0,0,752,78,0,0,1,0,0,830,165,135,93,89,95,58,57,26,15,77
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Dorpshuis 't Web,0758::SB102,4847 KS,1245,1209,25,8,0,0,0,1122,120,0,0,0,0,0,1242,314,182,126,102,153,84,71,42,18,117
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau De Mandt,0758::SB103,4847 HE,1467,723,19,3,0,0,0,666,80,1,0,1,0,0,746,139,78,107,74,90,81,49,17,9,79
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Park Zuiderhout,0758::SB104,4847 DK,1262,628,17,2,0,0,0,589,58,0,0,0,0,0,647,180,128,44,42,65,45,57,8,16,43
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Scala,0758::SB105,4847 TK ,1108,384,8,4,0,0,0,359,37,0,0,0,0,0,396,127,63,45,26,40,20,23,4,3,33
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau De Klokkebei,0758::SB200,4851 BD,1475,596,6,4,0,0,0,542,64,0,0,0,0,0,606,216,73,69,30,76,39,28,12,1,52
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau SSC De Pekhoeve,0758::SB201,4851 CN,1349,1150,7,3,0,0,0,1033,127,0,0,0,0,0,1160,345,197,120,73,152,67,73,30,10,83
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Woon- zorgcentrum De Donk,0758::SB202,4851 EA,994,715,14,1,0,2,0,655,77,0,0,2,0,0,732,208,112,79,39,70,43,67,13,9,75
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau SCC 't Klooster,0758::SB203,4854 CB,1454,961,17,5,0,0,0,886,97,0,0,0,0,0,983,277,172,89,76,89,58,90,28,7,75
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau OBS De Toerrmalijn,0758::SB204,4854 KE,1115,604,15,4,0,0,0,571,52,0,0,0,0,0,623,175,104,67,39,56,63,30,13,5,52
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau BS de Spindel,0758::SB205,4854 CP,1134,791,17,3,0,0,0,747,63,0,1,0,1,0,810,200,143,105,59,78,61,76,16,5,48
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Korenmolen De Hoop,0758::SB206,4854 AV,1066,476,11,1,0,0,0,442,46,0,0,0,0,0,488,142,82,61,38,38,40,28,14,6,27
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Stembureau Hoek Thoornseweg-Vossenlaar,0758::SB207,4854 EH,819,648,14,1,0,2,0,616,49,0,0,2,0,0,665,236,75,71,51,48,51,43,13,6,54
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau RK Kerk,0758::SB301,4841 AC,1641,979,10,2,0,0,0,909,82,0,0,0,0,0,991,270,211,95,76,84,69,75,17,14,68
Brabantse Delta,Breda,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Stembureau Ouderencentrum De Zilverberk,0758::SB302,4841 XC,1466,774,15,6,0,0,0,719,76,0,0,0,0,0,795,171,190,63,61,73,64,90,18,8,36
