contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,AWP niet politiek wel deskundig,Partij van de Arbeid (P.v.d.A.),CDA,Water Natuurlijk,Partij voor de Dieren,50PLUS,ChristenUnie-SGP,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),11,Waterschapspartij PUUR.
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Zorgcentrum Harg-Spaland,0606::SB27,3122 JT,2351,867,28,4,0,2,1,798,103,1,0,3,0,0,902,131,99,153,100,101,83,105,35,1,21,7,31
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Speelboerderij Strauss & Co,0606::SB28,3122 HH,2180,651,17,1,0,1,0,603,67,0,0,1,0,0,670,62,111,89,55,75,82,103,37,1,11,7,18
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Wijkcentrum De Brug,0606::SB29,3123 LA,1844,906,22,2,0,1,0,858,73,0,0,1,0,0,931,112,122,161,93,80,102,143,33,1,9,17,33
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,"Stembureau Stembureau Dorpskerk Schiedam, Terpzicht",0606::SB30,3121 KG,1655,798,13,3,0,0,0,715,99,0,0,0,0,0,814,178,107,91,100,107,65,91,32,1,3,3,20
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Geriatrisch centrum DrieMaasStede,0606::SB31,3123 AX,1295,574,17,1,0,0,0,524,68,0,0,0,0,0,592,79,92,88,57,57,69,85,25,0,5,3,14
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Openbare basisschool De Klinker,0606::SB32,3123 EN,1721,919,15,2,1,0,0,845,92,0,0,1,0,0,937,157,133,140,81,120,124,104,16,2,3,9,30
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Openbare basisschool De Klinker,0606::SB33,3123 EN,1668,817,22,6,0,0,0,751,95,0,0,1,0,1,846,121,120,127,82,106,103,104,19,1,3,5,26
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Ontmoetingscentrum De Werf,0606::SB34,3124 KE,1917,808,19,7,0,3,0,726,105,0,3,0,0,0,831,203,99,81,115,88,92,64,33,1,0,4,28
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau RK Basisschool De Vlinder,0606::SB35,3124 SG,1326,757,18,3,0,1,0,687,90,0,1,0,0,0,777,213,104,121,52,81,61,76,16,0,6,6,21
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Mobiel Stembureau,0606::SB36,3112 DZ,0,501,32,5,0,0,0,490,50,2,0,2,0,0,540,110,58,76,37,66,60,60,7,2,1,2,22
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau RK basisschool St Jozefschool,0606::SB37,3116 EX ,1399,755,10,3,0,1,0,694,75,0,0,1,0,0,769,172,101,102,64,103,106,72,15,4,1,4,11
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Stedelijk Museum Schiedam,0606::SB38,3111 HL,1132,494,10,3,1,0,3,459,44,0,1,0,0,0,506,81,66,73,17,92,100,36,11,2,1,2,13
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Portocabin Kamilleveld,0606::SB39,3124CE,2119,825,14,5,0,0,0,756,88,0,0,0,0,0,844,200,104,123,71,61,115,98,25,4,3,5,16
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Hof in Zuid,0606::SB40,3114 TM,2378,815,13,2,0,5,1,750,84,0,0,5,0,0,835,113,110,97,46,105,134,146,19,1,6,1,37
