contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,SGP-ChristenUnie,50PLUS,AWP niet politiek wel deskundig,Ons-Platteland
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Kerkelijk Centrum De Oosterkerk,0502::SB11,2905 NP,1638,482,17,2,0,0,0,464,38,0,0,1,0,1,502,66,124,55,38,44,82,44,29
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau PCB De Horizon,0502::SB12,2904 SC,1697,900,15,1,0,0,0,829,87,0,0,0,0,0,916,208,253,118,55,57,98,65,46
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Kerkelijk Centrum De Oosterkerk,0502::SB13,2905 NP,1626,622,13,4,0,0,0,577,62,0,0,0,0,0,639,111,164,84,55,50,76,48,34
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Buurtcentrum De Trefhoek,0502::SB14,2905 TW,1681,674,19,1,0,8,0,638,64,0,0,8,0,0,702,128,157,113,37,46,104,50,39
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau De Serre,0502::SB15,2905 XT,1929,643,16,8,0,2,0,609,60,0,0,2,0,0,669,71,164,132,30,40,134,29,43
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Het Kinderlab,0502::SB16,2907 WD,2032,808,17,2,0,2,0,742,87,0,0,2,0,0,829,112,229,111,43,46,152,68,47
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Wooncomplex Spinoza,0502::SB17,2907 KE,2064,606,13,3,0,1,0,577,44,0,1,0,0,0,621,59,190,106,30,35,110,40,36
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Ontmoetingsruimte De Vogeltuinen,0502::SB18,2908 CC,1581,1051,14,0,0,1,0,965,101,0,0,1,0,0,1066,162,261,173,49,64,193,106,43
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Het Subudhuis,0502::SB19,2908 BG,1414,298,3,0,0,0,0,279,22,0,0,0,0,0,301,39,77,36,20,34,52,25,15
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,"Stembureau Serviceflat Bermensteyn,",0502::SB20,2907 GH,1390,759,7,5,0,0,0,704,67,0,0,0,0,0,771,104,216,112,56,66,143,44,18
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Buurtcentrum (hoofdingang),0502::SB21,2907 BD,1670,576,15,10,0,1,0,534,66,0,1,0,0,0,600,79,173,92,25,42,100,47,18
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Buurtcentrum (hoofdingang),0502::SB22,2907 BD,1490,862,17,1,0,1,1,798,82,0,0,1,0,0,881,132,254,132,50,51,152,60,31
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Ref.basisschool Rehoboth,0502::SB23,2907 TK,1786,488,8,0,0,0,0,444,52,0,0,0,0,0,496,74,149,56,22,78,67,32,10
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Kerkgebouw  De Voorhof,0502::SB24,2907 LA,1229,538,6,2,0,0,0,496,50,0,0,0,0,0,546,126,102,27,44,153,24,32,30
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Schenkelkerk,0502::SB25,2906 LA,1619,729,14,3,0,0,1,652,93,0,0,0,0,0,746,115,118,64,77,225,57,42,31
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Serviceflat Schinckelhove,0502::SB26,2906 AA,1535,617,11,3,0,1,0,575,55,0,1,0,0,0,630,63,145,71,49,158,77,30,24
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Buurthuis de Wel,0502::SB27,2906 VK,1177,967,12,7,0,1,1,889,97,0,0,1,0,0,987,143,277,141,58,113,122,78,35
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Verpleeghuis Rijckehove,0502::SB28,2901 HM,1817,1372,19,4,0,0,0,1203,186,0,6,0,6,0,1389,318,345,174,77,120,201,83,54
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Wijkcentrum De Harp,0502::SB29,2901 CN,1965,679,13,1,0,1,0,603,89,0,1,0,0,0,692,136,173,66,45,116,72,41,30
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau O.B.S. West,0502::SB30,2901 GA,1701,1036,11,5,0,1,0,922,131,0,0,1,0,0,1053,308,285,123,70,51,95,78,26
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Moriakerk,0502::SB31,2901 AJ,1864,871,14,2,0,0,0,761,126,0,0,0,0,0,887,177,169,76,45,238,82,58,26
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau MFC Fascinatio,0502::SB32,2909 PK,2124,851,26,2,0,5,0,758,116,0,5,0,0,0,874,232,247,130,51,47,61,51,32
