contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,AWP niet politiek wel deskundig,Partij van de Arbeid (P.v.d.A.),CDA,Water Natuurlijk,Partij voor de Dieren,50PLUS,ChristenUnie-SGP,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),11,Waterschapspartij PUUR.
Delfland,Rijswijk,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Centrum voor jeugd en gezin,0603::SB16,2285 XM,1426,550,7,1,0,0,0,521,37,0,0,0,0,0,558,90,97,72,57,54,59,62,18,0,3,1,37
Delfland,Rijswijk,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Basisschool Steenvoorde (gymzaal),0603::SB17,2285 VD,1220,502,11,1,0,0,0,469,45,0,0,0,0,0,514,68,85,63,38,66,60,72,17,1,3,0,29
Delfland,Rijswijk,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Basisschool Wethouder Brederode,0603::SB18,2286 MV,1538,806,12,4,0,0,0,754,68,0,0,0,0,0,822,120,106,123,78,91,81,126,35,7,6,3,30
Delfland,Rijswijk,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Petrusschool,0603::SB19,2286 RL,1361,647,15,2,0,1,4,597,64,0,0,1,0,0,665,86,87,88,69,60,90,96,21,2,8,6,34
Delfland,Rijswijk,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Het Kristal (vh Shalomschool),0603::SB20,2286 GE,1178,664,18,4,0,6,3,608,69,0,6,0,0,0,680,70,105,130,65,74,67,91,17,0,8,1,36
Delfland,Rijswijk,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stervoorde,0603::SB21,2286 BA,1314,809,33,2,0,2,0,759,87,0,0,2,0,0,846,208,133,87,69,79,71,97,26,2,3,4,30
Delfland,Rijswijk,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Gemeenschappelijke ruimte  t Hoekje,0603::SB22,2286 AJ,1311,509,1,15,0,0,1,480,44,0,0,0,0,0,525,79,93,58,59,52,35,79,22,2,2,4,24
Delfland,Rijswijk,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Groepswonen voor ouderen,0603::SB23,2287 EE,1778,616,14,9,0,0,0,585,54,0,0,0,0,0,639,98,105,61,49,59,90,94,19,3,7,2,29
Delfland,Rijswijk,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau CBS Melodie,0603::SB24,2287 BS,1337,489,9,1,0,0,0,451,48,0,0,0,0,0,499,79,57,61,39,54,52,84,25,1,11,2,24
Delfland,Rijswijk,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Buurthuis De Drassige Driehoek,0603::SB25,2288 CN,711,360,5,0,0,0,0,338,27,0,0,0,0,0,365,55,67,46,23,82,40,11,22,1,0,2,11
Delfland,Rijswijk,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Kunstgebouw,0603::SB26,2289 BE,1322,769,10,8,0,0,1,731,55,0,0,0,0,0,787,133,141,137,50,125,64,58,20,5,3,5,28
Delfland,Rijswijk,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Prog.Bureau RijswijkBuiten,0603::SB27,2286 KC,1116,577,10,0,0,0,0,501,86,0,0,0,0,0,587,139,80,45,72,116,53,21,31,1,0,0,19
Delfland,Rijswijk,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Bibliotheek Rijswijk,0603::SB28,2288 AG,688,357,6,4,0,3,0,335,31,0,1,0,0,0,366,91,47,48,24,33,45,35,9,0,3,0,22
Delfland,Rijswijk,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wellantcollege,0603::SB30,2283 SG,593,352,8,1,0,3,0,323,35,0,3,0,0,0,358,63,67,36,43,35,39,35,15,1,1,0,17
Delfland,Rijswijk,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau KC BuitenRijck,0603::SB31,2286 WH,1175,640,9,2,0,3,0,571,83,0,0,3,0,0,654,170,96,102,50,106,63,10,16,0,3,0,24
