contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Water, Wonen en Natuur",VVD,ChristenUnie/SGP,CDA,Werk aan Water Flevoland,50PLUS,AWP niet politiek wel deskundig,OPA
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School De Driemaster,0995::SB11,8225 AG,1798,720,11,7,0,1,0,666,71,0,1,0,0,0,737,302,46,70,46,66,78,70,42
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Sporthal de Horst,0995::SB12,8225 MV,1508,624,9,2,0,0,0,585,50,0,0,0,0,0,635,240,58,56,33,55,82,50,50
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Buurtcentrum De Brink,0995::SB13,8225 SX,1489,851,19,3,0,0,1,797,75,0,0,0,0,0,873,343,74,60,38,99,122,56,59
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School De Poolster,0995::SB14,8226 BA,1893,394,7,2,0,0,0,378,25,0,0,0,0,0,403,169,16,28,29,46,51,22,33
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School Driestromenland,0995::SB15,8226 KA,2254,993,29,8,0,0,0,932,98,0,0,0,0,0,1030,433,69,78,35,85,130,105,58
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Apollo Hotel Lelystad,0995::SB16,8224 BZ,1437,447,12,3,0,0,0,428,34,0,0,0,0,0,462,191,47,24,28,31,56,35,35
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Kerkcentrum Het Anker,0995::SB17,8231 BH,1599,988,21,1,0,0,0,923,87,0,0,0,0,0,1010,377,99,89,95,71,111,106,40
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School De Boeier,0995::SB18,8242 VS,1339,968,10,0,0,0,0,881,97,0,0,0,0,0,978,408,144,67,66,76,78,81,48
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau KBS De Toermalijn Noord,0995::SB19,8242 GN,2274,613,7,4,0,1,0,579,46,0,0,1,0,0,625,249,49,53,46,53,81,38,44
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School De Albatros,0995::SB20,8242 AL,2342,967,9,8,0,0,0,861,123,0,0,0,0,0,984,352,203,44,61,74,111,79,43
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Dans- en Partycentrum Overeem,0995::SB21,8242 BA,1930,838,17,14,0,1,0,784,86,0,0,1,0,0,870,339,58,39,41,101,123,74,63
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Kindcentrum Warande,0995::SB22,8245 HW,1486,778,15,3,0,3,0,700,99,0,0,3,0,0,799,353,159,40,60,54,43,45,24
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Woonzorgcentrum Hanzeborg,0995::SB23,8232 DC,2419,1228,23,9,0,1,0,1143,118,0,0,1,0,0,1261,510,88,75,76,107,154,109,109
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Kerkcentrum 't Lichtschip,0995::SB24,8243 BW,1758,889,30,3,0,0,0,842,80,0,0,0,0,0,922,388,76,66,53,52,115,80,59
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School De Toermalijn,0995::SB25,8243 LR,1723,764,13,6,0,0,0,702,81,0,0,0,0,0,783,344,53,54,24,60,114,59,56
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Kerkcentrum Petruskerk,0995::SB26,8243 KA,1539,710,8,6,0,0,0,662,62,0,0,0,0,0,724,278,69,45,52,51,107,59,49
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School De Tjalk,0995::SB27,8232 LT,1608,674,13,3,0,0,0,626,64,0,0,0,0,0,690,245,62,67,39,47,114,51,49
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School De Triangel,0995::SB28,8243 KW,1713,715,19,3,0,1,0,662,77,1,0,2,0,0,739,261,69,63,38,73,109,64,38
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Buurtcentrum De Windhoek,0995::SB29,8244 BJ,1419,679,20,2,0,0,0,643,57,0,1,0,1,0,700,300,49,31,27,62,103,62,45
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Tennispark I.T.L.,0995::SB30,8243 MX,764,423,11,2,0,0,0,387,49,0,0,0,0,0,436,172,57,34,33,27,40,40,20
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School De Tjotter,0995::SB31,8245 ER,2126,1207,23,6,0,1,0,1109,126,0,1,0,0,0,1235,476,204,101,97,69,97,108,55
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Aeres VMBO Lelystad,0995::SB32,8232 MB,1201,652,4,3,0,0,0,603,55,0,1,0,1,0,658,280,95,45,48,45,60,38,41
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School De Lispeltuut,0995::SB33,8226 TA,1962,870,18,12,0,3,0,803,100,0,0,3,0,0,903,332,121,64,51,80,87,80,55
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Stadhuis Lelystad,0995::SB34,8232 ZX,896,848,19,7,0,0,0,803,71,0,0,0,0,0,874,393,77,64,45,62,96,55,56
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Kerkcentrum Lichtbron,0995::SB35,8226 TA,1319,1070,14,3,0,0,1,968,118,0,0,0,0,0,1087,354,168,131,98,98,100,67,54
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School De Meander,0995::SB36,8219 AT,1501,656,6,2,0,0,0,572,92,0,0,0,0,0,664,207,164,59,59,55,39,47,26
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School De Sluis,0995::SB37,8244 AE,1394,304,3,1,0,0,0,308,0,0,0,0,0,0,308,120,50,14,17,18,35,23,27
Zuiderzeeland,Lelystad,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Gemaal Wortman,0995::SB38,8243 PA,0,860,9,2,0,2,2,792,75,0,2,0,0,0,869,376,92,66,69,59,87,82,29
