contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Hollandse Delta,CDA,VVD,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),ChristenUnie,50PLUS,AWP niet politiek wel deskundig,Hollandse Delta Natuurlijk
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Dorpshart.2,1963::SB15,3271 SH,1799,909,14,1,0,1,0,815,108,0,1,0,0,0,923,295,133,161,48,63,33,33,46,49,48
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Ontmoetingscentrum,1963::SB16,3299 AP,1332,913,12,1,0,1,1,825,101,0,0,1,0,0,927,300,123,103,69,69,94,43,39,23,50
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Rehobothschool,1963::SB17,3299 BR,919,401,2,1,0,0,0,352,52,0,0,0,0,0,404,150,31,40,20,37,74,13,6,15,15
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Gemeentehuis Maasdam,1963::SB18,3299 XG,1585,568,8,6,0,0,0,505,77,0,0,0,0,0,582,178,74,98,32,42,46,21,24,13,40
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Gemeentehuis Numansdorp,1963::SB21,3281 LK,1148,869,18,7,0,2,1,796,95,0,2,0,0,0,892,266,166,128,43,47,43,24,48,46,58
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau De Buitensluis,1963::SB22,3281 BC,1340,770,10,6,0,0,0,713,73,0,0,0,0,0,786,243,127,54,74,39,55,24,73,31,50
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau De Hoeksteen,1963::SB23,3281 JH,1312,774,9,2,0,0,0,710,75,0,0,0,0,0,785,246,174,95,59,39,24,25,27,41,44
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau De Ark,1963::SB24,3281 AW,1123,503,5,0,0,0,0,435,73,0,0,0,0,0,508,160,82,85,31,23,33,10,35,19,25
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau De Voorhof,1963::SB25,3281 XP,1262,598,9,1,0,0,0,529,79,0,0,0,0,0,608,167,118,104,31,37,37,17,11,31,45
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Tuindorp,1963::SB26,3281 CV,1102,472,2,4,0,0,0,430,48,0,0,0,0,0,478,146,78,61,50,19,33,17,28,20,20
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau NLS Gebouw,1963::SB27,3286 VT,1140,741,6,2,0,0,0,662,87,0,0,0,0,0,749,236,111,76,39,46,104,27,40,17,45
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau CBS De Vliet,1963::SB28,3286 XC,1136,752,9,1,0,0,0,678,84,0,0,0,0,0,762,245,133,74,44,31,82,31,32,26,54
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Groen van Prinstererschool,1963::SB29,3286 BC,1049,465,2,1,0,0,0,404,64,0,0,0,0,0,468,90,51,56,18,20,154,36,16,9,15
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau MFA De Wurf,1963::SB31,3265 BT,1453,790,8,8,0,3,0,691,112,0,3,0,0,0,803,232,84,88,59,54,94,51,41,25,62
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Zalencentrum De Ark,1963::SB32,3284 KJ,1740,844,8,3,0,0,0,769,86,0,0,0,0,0,855,267,149,89,61,54,55,31,48,39,51
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau De Eendrachtshoeve,1963::SB33,3284 XR,1275,868,9,7,0,1,0,795,90,0,0,1,0,0,885,251,144,109,73,75,54,16,50,39,57
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Verenigingsgebouw Rehoboth,1963::SB34,3267 AK,1528,879,10,1,0,1,0,761,128,0,1,0,0,0,889,185,110,67,42,42,293,29,41,27,43
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Dorpshuis De Swaensvoet,1963::SB35,3264 AL,1330,781,9,9,0,0,0,674,125,0,0,0,0,0,799,146,68,86,50,22,297,26,19,21,46
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Ver.gebouw De Hoeksteen,1963::SB36,3264 AJ,1628,1054,12,1,0,8,0,925,150,0,0,8,0,0,1075,184,103,102,38,47,404,74,39,24,39
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Gemeentehuis Oud-Beijerlabd,1963::SB41,3262 GM,1441,1074,14,1,0,0,0,931,157,0,1,0,1,0,1088,276,94,93,88,69,182,99,61,36,76
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Kerkelijk Cedntrum Maranatha,1963::SB42,3262 PG,1574,968,14,8,0,0,0,852,138,0,0,0,0,0,990,204,93,69,68,73,251,90,48,21,51
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Renbrandt,1963::SB43,3262 HW,1572,938,7,2,0,0,0,832,115,0,0,0,0,0,947,216,128,87,65,75,177,65,41,30,54
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau De Lindenhoeve,1963::SB44,3262 JM,1189,641,1,0,0,21,0,553,108,0,0,21,0,0,661,126,82,74,49,46,135,54,27,15,33
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Voetbalver. Zinkwegse Boys,1963::SB45,3262 BH,372,262,5,0,0,0,0,230,37,0,0,0,0,0,267,74,32,35,12,21,41,12,9,13,13
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Sportplaza Oud-Beijerland,1963::SB46,3261 BG,1378,800,14,2,0,0,0,731,85,0,0,0,0,0,816,186,125,111,49,29,140,75,23,30,32
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau De Gravin,1963::SB47,3261 AZ,1185,666,15,6,0,0,0,586,101,0,0,0,0,0,687,195,68,76,45,28,97,54,47,29,27
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau CBS 'De Hoeksteen',1963::SB48,3263 BP,1933,822,6,3,0,0,0,738,93,0,0,0,0,0,831,235,102,92,64,84,39,68,57,29,52
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Wijckplein De Open Waard,1963::SB49,3262 DA,2056,1206,12,8,0,0,0,1095,131,0,0,0,0,0,1226,391,103,133,103,102,65,83,93,53,80
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Wijkgebouw 't Gors,1963::SB50,3261 EJ,1877,937,15,3,0,0,0,858,97,0,0,0,0,0,955,279,85,111,74,99,51,52,77,33,76
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Paviljoen 'De Oude Tol',1963::SB51,3263 RA,1289,658,9,1,0,0,0,597,71,0,0,0,0,0,668,171,71,115,35,54,32,75,37,22,46
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Dienstencentrum Zuidwester,1963::SB52,3261 SJ,1812,797,6,2,0,0,0,716,89,0,0,0,0,0,805,214,87,128,54,74,50,71,43,26,50
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Bethelkerk,1963::SB53,3261 WB,1579,985,13,2,0,0,0,1001,0,1,0,1,0,0,1001,243,107,206,76,86,42,75,51,37,62
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Salvatori,1963::SB61,3291 AT,1200,635,3,2,0,0,0,562,78,0,0,0,0,0,640,230,112,60,29,42,40,56,21,21,24
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Ver.gebouw Mookhoek,1963::SB62,3293 AJ,445,242,0,3,0,4,0,226,23,0,0,4,0,0,249,76,43,21,14,30,22,10,7,7,12
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Ver.gebouw Strijensas,1963::SB63,3292 AB,493,270,3,0,0,0,0,242,31,0,0,0,0,0,273,114,49,15,12,29,14,4,14,4,15
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Gebouw De Rank,1963::SB64,3291 CE,354,230,1,0,0,0,0,193,38,0,0,0,0,0,231,78,40,21,9,11,31,13,5,7,15
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Dorpshuis Streona,1963::SB65,3291 TP,1196,700,11,0,0,0,0,641,71,1,0,1,0,0,712,252,124,54,36,54,38,49,35,20,38
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau OBS De Meerwaarde,1963::SB66,3291 GJ,1202,862,8,3,0,0,0,767,106,0,0,0,0,0,873,272,194,103,53,66,27,29,49,14,55
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Zorgcentrum De Hoge Weide,1963::SB67,3291 DA,1428,678,10,0,0,0,0,613,75,0,0,0,0,0,688,262,93,95,41,68,25,31,26,9,28
Hollandse Delta,Hoeksche Waard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau CBS De Parel,1963::SB68,3291 XJ,1021,398,3,0,0,0,0,359,42,0,0,0,0,0,401,137,81,24,30,36,8,34,22,15,11
