contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,SGP-ChristenUnie,50PLUS,AWP niet politiek wel deskundig,Ons-Platteland
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau De Waard,1931::SB11,2861 VJ,1362,1010,15,0,0,2,1,918,108,0,0,2,0,0,1027,138,134,94,120,191,44,35,254
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Dienstencentrum Burg. Huijbrechtstr,1931::SB12,2861 DA,1466,875,5,2,0,3,0,771,108,0,3,0,0,0,879,131,88,75,100,177,36,15,253
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Seniorencomplex De Amerhof,1931::SB13,2865 XW,1515,819,6,0,0,2,0,751,72,0,2,0,0,0,823,131,143,180,54,46,67,23,175
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,"Stembureau Cultureel Centrum, De Zwaan",1931::SB14,2825 BS,1262,959,1,0,0,0,0,830,130,0,0,0,0,0,960,106,130,32,33,260,20,17,361
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau RTV Krimpenerwaard,1931::SB15,2861 DW,1283,762,4,2,0,2,0,687,83,0,0,2,0,0,770,148,85,63,93,156,28,17,172
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau De Drie Maenen,1931::SB16,2935 SB,1813,1146,15,2,0,4,0,1015,152,0,0,4,0,0,1167,145,152,91,78,328,62,30,260
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Kerkgebouw,1931::SB17,2935 SV,1708,1079,10,2,0,11,0,930,150,0,11,0,0,0,1080,175,121,64,78,314,46,21,260
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,"Stembureau Oosterkerk, Lageweg",1931::SB19,2935 CD,1121,631,4,0,0,0,0,570,65,0,0,0,0,0,635,61,77,33,21,185,23,10,221
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Dorpshuis Gouderak,1931::SB20,2831 XV,1864,1204,8,2,0,0,0,1095,119,0,0,0,0,0,1214,122,153,96,76,202,86,43,426
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Zalencentrum de Overkant,1931::SB23,2871 BC,1182,666,20,3,0,15,0,647,57,0,0,15,0,0,704,150,166,75,76,56,53,33,57
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Openbare Bibliotheek Schoonhoven,1931::SB24,2871 TN,1742,1009,20,4,0,0,2,936,93,0,2,0,2,0,1031,207,204,124,125,122,63,41,123
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Sporthal de Meent,1931::SB25,2871 WG,1671,714,16,5,0,5,0,661,80,1,0,6,0,0,741,102,133,91,84,83,65,52,104
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau BBS De Rank-West,1931::SB26,2871 JM,1685,908,16,4,0,0,0,845,80,0,3,0,3,0,925,133,156,108,116,110,105,59,121
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau P.G de Hoeksteen,1931::SB27,2871 LD,1590,957,10,2,0,0,0,873,96,0,0,0,0,0,969,208,193,97,124,107,79,42,107
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Dienstencentrum Hof van Stein,1931::SB28,2851 TD,217,115,1,0,0,1,0,106,9,0,1,0,0,0,115,29,36,11,11,7,1,4,16
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Cultureel Centrum Concordia,1931::SB29,2851 VV,1660,1019,27,8,0,0,0,993,61,0,0,0,0,0,1054,247,201,83,121,57,56,37,217
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Rehoboth,1931::SB30,2821 AP,1374,989,4,3,0,0,0,847,149,0,0,0,0,0,996,141,94,42,55,229,20,9,399
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Het Kwartier (voorheen de Stolp),1931::SB31,2821 VB,1510,1077,12,4,0,0,0,980,113,0,0,0,0,0,1093,142,95,46,49,235,22,24,464
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Vlisterstee,1931::SB32,2855 AK,301,193,0,0,0,0,0,179,14,0,0,0,0,0,193,22,24,14,23,26,5,1,78
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Gemiva A.C. de Baanbreker,1931::SB33,2821 ZA,0,618,4,0,0,0,0,549,73,0,0,0,0,0,622,132,56,33,41,137,23,8,188
