contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,CDA,AWP niet politiek wel deskundig,50PLUS,ChristenUnie
Hunze en Aa's,Westerwolde,AB2019_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2019,3,Hunze en Aa's,2019-03-20,Stembureau Ter Apel (De Wilpskamp),1950::SB11,9561 TA,926,490,10,0,0,0,0,452,48,0,0,0,0,0,500,123,86,60,106,51,35,29
Hunze en Aa's,Westerwolde,AB2019_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2019,3,Hunze en Aa's,2019-03-20,Stembureau Ter Apel (Heemborgh),1950::SB12,9561 EP,1165,509,4,3,0,0,0,476,40,0,0,0,0,0,516,151,81,34,68,76,65,34
Hunze en Aa's,Westerwolde,AB2019_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2019,3,Hunze en Aa's,2019-03-20,Stembureau Streekmuseum De Oude Wolden,1950::SB13,9695 AE,499,324,6,3,0,0,0,295,38,0,0,0,0,0,333,126,40,38,26,52,32,10
Hunze en Aa's,Westerwolde,AB2019_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2019,3,Hunze en Aa's,2019-03-20,Stembureau Steunstee Reiderstee,1950::SB14,9695 GD,923,384,3,1,0,0,0,346,42,0,0,0,0,0,388,155,78,34,33,31,47,6
Hunze en Aa's,Westerwolde,AB2019_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2019,3,Hunze en Aa's,2019-03-20,Stembureau Brandweerkazerne,1950::SB15,9695 BA,769,419,2,7,0,0,0,398,30,0,0,0,0,0,428,176,58,61,33,35,40,16
Hunze en Aa's,Westerwolde,AB2019_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2019,3,Hunze en Aa's,2019-03-20,Stembureau Buurthuis De Brug,1950::SB16,9695 CJ,534,263,2,0,0,0,0,242,23,0,0,0,0,0,265,127,32,24,8,27,31,14
Hunze en Aa's,Westerwolde,AB2019_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2019,3,Hunze en Aa's,2019-03-20,Stembureau Kerkje,1950::SB17,9696 XN,163,123,2,0,0,0,0,110,15,0,0,0,0,0,125,53,18,30,6,3,7,6
Hunze en Aa's,Westerwolde,AB2019_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2019,3,Hunze en Aa's,2019-03-20,Stembureau Buurthuis 't Ganzenust,1950::SB18,9699 SE,672,371,2,0,0,0,0,336,37,0,0,0,0,0,373,134,76,29,40,29,40,23
Hunze en Aa's,Westerwolde,AB2019_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2019,3,Hunze en Aa's,2019-03-20,Stembureau MFA Ons Noabershoes,1950::SB19,9566 PL,560,292,2,1,0,0,0,265,30,0,0,0,0,0,295,164,38,13,23,18,15,21
Hunze en Aa's,Westerwolde,AB2019_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2019,3,Hunze en Aa's,2019-03-20,Stembureau De Blanckenborg,1950::SB20,9697 RW,799,375,2,1,0,0,0,356,22,0,0,0,0,0,378,130,112,39,26,30,27,11
Hunze en Aa's,Westerwolde,AB2019_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2019,3,Hunze en Aa's,2019-03-20,Stembureau c.b.s. De Loopplank,1950::SB21,9697 NS,446,264,1,1,0,0,1,243,22,0,0,0,0,0,266,95,20,47,18,31,33,20
Hunze en Aa's,Westerwolde,AB2019_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2019,3,Hunze en Aa's,2019-03-20,Stembureau Gemeentehuis,1950::SB22,9698 AE,884,509,7,1,0,0,0,474,44,1,0,1,0,0,518,191,72,60,74,43,40,29
Hunze en Aa's,Westerwolde,AB2019_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2019,3,Hunze en Aa's,2019-03-20,Stembureau Zalencentrum Het Oude Wapen,1950::SB23,9697 NL,1178,672,10,4,0,0,1,624,61,0,0,0,0,0,686,210,91,120,70,57,92,32
