contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),AWP niet politiek wel deskundig,Partij voor de Dieren,ChristenUnie-SGP,50PLUS,Trots op Nederland (TROTS)
Rijnland,Noordwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Brede School Boechorst,0575::SB15,2201 DN,1437,788,16,0,0,0,1,710,93,0,0,0,0,0,804,286,156,62,84,46,48,36,57,13
Rijnland,Noordwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Noordwijkerduin,0575::SB16,2201 ZR,731,154,4,2,0,0,0,143,17,0,0,0,0,0,160,34,35,15,23,10,14,15,5,3
Rijnland,Noordwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Bibliotheek Noordwijkerhout,0575::SB17,2211 CC,1651,933,9,2,0,0,0,851,93,0,0,0,0,0,944,285,171,164,81,49,73,23,73,14
Rijnland,Noordwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Witte Kerk,0575::SB18,2211GA,1424,722,8,5,0,0,0,668,69,2,0,2,0,0,737,228,144,99,62,37,63,23,57,9
Rijnland,Noordwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau De Speelakker,0575::SB19,2211 EL,1757,742,13,1,0,0,0,674,82,0,0,0,0,0,756,162,118,123,93,57,90,18,70,11
Rijnland,Noordwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau De Regenboogschool,0575::SB20,2211 JN,1768,846,13,1,0,0,0,772,88,0,0,0,0,0,860,250,147,122,88,68,50,19,89,13
Rijnland,Noordwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Puyckendam,0575::SB21,2211 NA,2249,1318,29,9,0,1,0,1218,139,0,0,1,0,0,1357,393,254,203,107,98,110,26,104,23
Rijnland,Noordwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau De Schelft,0575::SB22,2211 WV,1416,767,17,0,0,0,0,700,84,0,0,0,0,0,784,264,139,93,72,53,69,15,56,6
Rijnland,Noordwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau De Duinpan,0575::SB23,2191 XH,1871,1080,11,1,0,2,1,975,118,0,0,2,0,0,1094,322,246,124,90,75,78,33,99,13
Rijnland,Noordwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Munnekeweij,0575::SB24,2211 HW,1424,931,16,3,0,1,0,871,78,0,1,0,0,0,949,355,184,111,83,50,48,18,76,6
