contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,Partij voor de Dieren,CDA,De Groenen,50PLUS,Socialistische Waterschapsvereniging,Forum Duurzaam Effectief Waterschap,De Republikeinse Politieke Partij,QUEER,ChristenUnie
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Museum Hilversum,0402::SB11,1211 BX,1202,736,3,18,0,3,0,719,35,0,3,0,0,0,754,140,94,125,149,48,48,40,9,27,3,6,47
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Elckerlycschool,0402::SB12,1215 EG,1283,1169,13,3,0,2,0,1071,112,0,2,0,0,0,1183,287,174,186,128,106,78,62,9,33,2,2,102
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Bavinckschool,0402::SB13,1214 JS,1692,1183,19,3,0,3,0,1104,104,0,0,3,0,0,1208,251,157,234,164,103,93,65,10,33,3,3,67
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Violenschool,0402::SB14,1214 CJ,2240,849,17,3,0,1,0,787,83,0,0,1,0,0,870,124,161,158,147,44,58,60,17,30,1,4,45
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Intern. school (vh Rembr.sch.),0402::SB15,1213 BH,2600,971,19,3,0,0,0,892,101,0,0,0,0,0,993,216,136,168,131,98,50,79,8,19,1,3,62
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Hilversumse School Vereniging,0402::SB16,1213 BM,902,610,7,1,0,0,0,549,69,0,0,0,0,0,618,213,61,97,58,77,35,20,7,13,0,1,28
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Wijkcentrum 'De Zoutkeet',0402::SB17,1215 PR,1631,1095,20,2,0,2,0,1026,93,0,0,2,0,0,1119,190,126,170,155,119,60,133,22,44,1,6,69
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Verzorgingshuis 'Zuiderheide',0402::SB18,1215 KG,1929,703,7,1,0,0,1,657,53,0,0,0,0,0,711,109,94,110,89,112,30,55,18,18,3,6,59
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau ROC (ROCvA) Hilversum,0402::SB19,1213 NW,582,396,9,4,0,0,0,370,39,0,0,0,0,0,409,81,56,73,45,39,24,25,5,13,1,2,32
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Paulusschool,0402::SB20,1214 ET,1804,592,14,8,0,0,0,569,45,0,0,0,0,0,614,87,87,125,77,45,50,56,10,15,1,7,32
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau  Goudenregenschool,0402::SB21,1214 NC,2266,1078,5,29,0,2,0,1020,97,0,0,5,0,0,1117,210,155,216,152,95,66,80,17,31,4,2,50
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Woond.centr. 'De Egelantier',0402::SB22,1214 EH,2082,1103,25,3,0,0,0,1036,94,0,1,0,0,0,1130,225,152,175,144,91,91,123,18,37,4,1,42
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Diependaalse Kerk,0402::SB23,1214 KE,2253,1192,2,17,0,1,1,1066,143,0,1,0,0,0,1210,410,113,210,65,148,39,60,4,37,2,2,102
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Villa Vrolik,0402::SB24,1223 MP,228,276,8,1,0,0,0,253,32,0,0,0,0,0,285,42,44,54,35,30,31,21,4,7,0,1,7
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Wijkcentrum Lopes Dias,0402::SB25,1222 VE,3093,1269,32,5,0,2,1,1208,99,0,0,2,0,0,1308,97,199,175,244,131,70,173,19,62,6,8,85
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Station Hilversum (achterzijde),0402::SB26,,0,957,21,6,0,2,0,922,64,0,0,2,0,0,986,108,168,225,169,59,65,55,13,30,3,8,54
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Fresh Forward,0402::SB27,1222 HJ,1595,455,7,3,0,0,0,428,37,0,0,0,0,0,465,43,72,75,67,44,24,77,8,19,2,1,23
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Da Costaschool,0402::SB28,1222 LH,2024,1075,17,2,0,0,0,1008,87,1,0,1,0,0,1095,176,158,164,143,107,57,106,11,42,3,4,104
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Sterrenschool Hilversum,0402::SB29,1222 SW,1824,735,17,0,1,0,2,698,51,0,1,0,0,0,751,129,121,143,91,71,44,52,12,18,5,5,44
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Scouting clubhuis 'De Orion',0402::SB30,1223 AJ,2161,1035,18,0,0,1,1,955,96,0,1,0,0,0,1052,161,186,195,156,85,88,73,16,20,1,0,54
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Wijkcentrum De Geus,0402::SB31,1221 BV,2779,807,14,6,0,1,0,770,56,0,1,0,0,0,826,85,118,155,136,51,52,102,13,49,4,6,36
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Bedrijfsgebouw Seinstraat 4-32 (Gooi -en Eemlander),0402::SB32,1223 DA,2244,638,23,6,0,0,0,605,62,0,0,0,0,0,667,116,98,112,84,63,35,66,10,12,0,3,39
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Sportcafé 'De Lieberg',0402::SB33,1221 EM,2352,1148,38,4,0,7,0,1083,114,0,0,7,0,0,1197,159,202,200,140,89,55,162,17,60,4,5,55
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Lorentzschool,0402::SB34,1223 HN,2013,1466,38,4,0,0,0,1366,152,0,0,10,0,0,1518,151,261,307,210,120,93,142,25,58,8,4,87
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Wijkcentrum 'St.Joseph',0402::SB35,1223 LD,2469,1131,37,10,0,0,0,1088,90,0,0,0,0,0,1178,126,196,189,138,107,52,174,24,47,7,8,63
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Heelo,0402::SB36,1212 CN,2058,402,12,4,0,0,0,388,30,0,0,0,0,0,418,41,62,57,72,34,32,56,10,12,0,3,23
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Evangelische Omroep,0402::SB37,1213 AC,1682,702,18,1,0,0,3,649,69,0,0,0,0,0,721,117,80,160,85,61,53,68,3,22,2,2,49
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau obs De Dubbeldekker,0402::SB38,1212 AL,1638,435,18,1,0,0,0,413,42,0,0,1,0,0,455,52,86,49,50,68,18,54,7,15,2,3,31
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Wijkcentrum 'De Kruisdam',0402::SB39,1218 CB,1574,1262,24,10,0,1,1,1294,2,0,0,1,0,0,1297,216,176,199,123,148,64,193,26,57,3,2,55
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Gebouw 'T Luye Gat',0402::SB40,1218 CR,1780,719,12,7,0,0,0,677,61,0,0,0,0,0,738,112,130,116,98,74,47,66,5,13,4,2,52
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Paviljoen Station Hilversum,0402::SB41,1211 EX,1,994,23,8,0,2,1,980,53,0,0,9,0,0,1034,152,170,181,197,64,77,43,16,31,3,15,45
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Ned. Inst. voor Beeld en Geluid,0402::SB42,1217 WE,636,369,8,2,0,0,0,339,40,0,0,0,0,0,379,88,56,79,46,26,16,21,2,7,3,3,22
"Amstel, Gooi en Vecht",Hilversum,AB2019_AmstelGooienVecht,"Algemeen bestuur van het waterschap Amstel, Gooi en Vecht 2019",10,"Amstel, Gooi en Vecht",2019-03-20,Stembureau Comenius College,0402::SB43,1217 GH,0,243,4,0,0,0,0,224,23,0,0,0,0,0,247,72,32,49,30,21,13,4,2,9,1,2,8
