contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,AWP niet politiek wel deskundig,Partij van de Arbeid (P.v.d.A.),CDA,Water Natuurlijk,Partij voor de Dieren,50PLUS,ChristenUnie-SGP,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),11,Waterschapspartij PUUR.
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Zorghuis Dr. W. Drees,0518::SB301,2517 PM,1495,827,29,7,0,1,0,792,72,0,0,1,0,0,864,167,102,136,55,115,139,51,28,2,2,4,26
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau OBS De Klimop,0518::SB303,2562 SK,2785,844,19,5,0,0,0,746,104,0,0,0,0,0,868,86,108,160,45,130,190,49,25,1,13,2,35
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau SBO De Bonte Vlinder,0518::SB304,2565 XD,1967,901,24,2,0,5,0,834,98,1,0,5,0,0,932,122,99,185,40,132,223,45,21,1,3,0,30
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wijkcentrum Eltheto,0518::SB305,2565 CE,2369,854,12,4,0,0,0,788,82,0,0,0,0,0,870,138,93,134,41,105,167,71,55,4,3,0,43
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Partycentrum Het Drieluik,0518::SB306,2562 VG,1896,567,15,6,0,7,0,524,56,1,8,0,0,0,580,49,53,125,40,99,117,24,18,4,10,6,22
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau OBS De Zonnebloem,0518::SB307,2565 RE,1012,806,14,2,0,4,0,750,76,0,0,4,0,0,826,211,94,129,53,120,116,42,12,2,0,0,27
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wijkcentrum De Hyacint,0518::SB308,2565 DD,2073,1234,14,7,0,0,0,1162,94,1,0,1,0,0,1256,225,186,203,71,139,222,83,52,2,3,4,44
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Christelijk College De Populier,0518::SB310,2565 MK,1961,1197,26,10,0,1,0,1132,102,0,0,1,0,0,1234,178,163,199,69,179,262,66,41,5,0,6,29
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau OBS Houtrust,0518::SB311,2566 JP,623,599,16,4,0,0,0,548,71,0,0,0,0,0,619,177,97,68,30,82,90,23,21,1,0,0,10
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Huize Eykenburg,0518::SB314,2564 VD,2094,834,29,6,0,3,0,780,92,0,0,3,0,0,872,161,100,129,78,105,135,52,34,5,4,2,29
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Florence Woonzorgcentrum Uitzicht,0518::SB316,2565 RW,637,447,4,3,0,0,0,425,31,2,0,2,0,0,456,96,62,73,52,36,61,32,23,1,0,0,11
Delfland,'s-Gravenhage,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Sporthal Loosduinen,0518::SB317,2555 LZ,581,302,8,1,0,2,0,292,21,0,0,2,0,0,313,74,44,39,19,31,36,29,12,0,1,1,16
