contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Staatkundig Gereformeerde Partij (SGP),Waterschapspartij Zeeuws-Vlaanderen,Partij voor Zeeland,VVD,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,ChristenUnie,50PLUS,AWP Niet Politiek Wel Deskundig
Scheldestromen,Goes,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Ter Weel,0664::SB11,,1411,737,13,1,0,2,0,691,58,0,2,0,0,0,749,162,43,12,138,58,97,62,41,78,46
Scheldestromen,Goes,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau De Symfonie,0664::SB12,,1315,732,9,1,0,0,0,645,97,0,0,0,0,0,742,158,39,12,77,127,88,62,52,69,48
Scheldestromen,Goes,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau 't Beest,0664::SB13,,1532,702,13,2,0,1,4,671,43,0,0,1,0,0,718,111,16,10,114,94,96,110,24,64,63
Scheldestromen,Goes,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau De Horst,0664::SB14,,1263,751,7,3,0,0,0,676,89,4,0,4,0,0,765,154,178,12,77,93,62,61,42,42,30
Scheldestromen,Goes,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Emergis,0664::SB15,,1361,822,9,4,0,0,1,744,90,0,0,0,0,0,835,220,38,8,97,107,85,93,46,68,60
Scheldestromen,Goes,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Amicitia,0664::SB16,,1419,880,12,3,0,0,0,817,78,0,0,0,0,0,895,167,92,13,149,124,89,86,41,62,57
Scheldestromen,Goes,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau het Wilhelminahuis,0664::SB17,,1430,803,7,1,0,1,1,732,79,0,0,1,0,0,812,144,49,14,103,202,63,77,37,54,60
Scheldestromen,Goes,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau 't Katshuis,0664::SB18,,457,308,0,2,0,0,0,280,30,0,0,0,0,0,310,42,11,3,69,32,42,43,16,24,26
Scheldestromen,Goes,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau De Griffioen,0664::SB19,,1749,1046,12,3,0,0,1,961,99,0,0,0,0,0,1061,176,145,9,166,143,94,101,55,85,72
Scheldestromen,Goes,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Heer Hendrikhuis,0664::SB20,,1072,678,8,3,0,0,0,616,73,0,0,0,0,0,689,140,83,15,86,89,80,65,28,40,52
Scheldestromen,Goes,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Poelwijck,0664::SB21,,1306,736,15,2,0,0,0,689,64,0,0,0,0,0,753,159,30,12,131,79,91,89,44,50,51
Scheldestromen,Goes,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau De Schakel,0664::SB22,,1361,822,20,3,0,0,1,766,78,0,0,0,0,0,845,210,53,17,120,93,104,73,46,65,41
