contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,AWP niet politiek wel deskundig,VVD,ChristenUnie,OUDERENPARTIJ,Staatkundig Gereformeerde Partij (SGP),8,50PLUS
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Geref.Ver.gebouw 't Kruispunt,0160::SB46,7691 BA,1197,753,12,4,0,0,0,723,46,0,0,0,0,0,769,145,68,66,33,344,16,46,1,34
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Herv.Ver.gebouw  Rheezerveen,0160::SB47,7797 HD,623,343,3,4,1,0,0,314,35,0,1,0,0,0,349,88,62,39,30,71,9,24,0,20
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Jeugdgebouw  Kronkelhonk,0160::SB48,7776 PL,1390,636,16,3,0,0,0,612,43,0,0,0,0,0,655,145,148,72,80,31,34,6,2,118
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Zaal Mulder,0160::SB50,7772 PB,1234,785,7,3,0,0,0,734,61,0,0,0,0,0,795,163,147,98,95,186,12,25,4,55
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Ver.gebouw Hoogenweg,0160::SB51,7793 HP,446,288,5,1,0,0,0,275,19,0,0,0,0,0,294,63,51,94,26,31,4,4,1,14
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Ver. gebouw De Bo,0160::SB52,7691 CG,1351,750,11,0,0,0,0,686,75,0,0,0,0,0,761,175,70,78,65,262,13,35,1,51
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Ver. geb. a/d Lutteresweg,0160::SB53,7775  PP,550,289,0,0,0,0,0,276,13,0,0,0,0,0,289,87,50,39,25,41,5,10,2,30
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Wijkcentrum De Wiekstee,0160::SB54,7772 LZ,1573,794,11,3,0,1,0,747,62,0,0,1,0,0,809,177,117,77,105,197,13,32,5,71
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Wijkcentrum Baalder,0160::SB55,7772 DP,1286,715,14,0,0,0,0,680,49,0,0,0,0,0,729,113,158,84,64,199,11,23,8,55
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau De Wingerd,0160::SB56,7692 AE,939,605,10,4,0,0,0,573,46,0,0,0,0,0,619,110,59,44,28,260,9,75,1,19
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Dedemsvaart - CBS de Ark,0160::SB57,7701 KK,1080,516,10,1,0,0,0,484,43,0,0,0,0,0,527,86,140,58,74,71,25,11,7,44
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Dedemsvaart - Clubgebouw Korfbal,0160::SB58,7701 VT,970,482,4,0,0,0,0,462,24,0,0,0,0,0,486,119,115,47,62,67,14,3,1,54
Vechtstromen,Hardenberg,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stembureau Station Hardenberg,0160::SB59,7772 CJ,0,169,7,1,0,0,1,163,13,0,0,0,0,0,177,27,42,24,21,33,4,3,1,14
