contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Staatkundig Gereformeerde Partij (SGP),Waterschapspartij Zeeuws-Vlaanderen,Partij voor Zeeland,VVD,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,ChristenUnie,50PLUS,AWP Niet Politiek Wel Deskundig
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Brede School De Twijn,0715::SB11,4532 JM,1616,864,14,2,0,0,0,781,99,0,0,0,0,0,880,115,88,275,58,50,53,48,62,73,42
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Brede School Othene,0715::SB12,4533 DW,2769,1365,20,4,0,0,0,1201,188,0,0,0,0,0,1389,197,71,436,97,168,105,76,66,98,51
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau O.B.S. 't Geuzennest,0715::SB13,4521 AA,1313,682,11,5,0,0,0,631,67,0,0,0,0,0,698,119,75,170,68,60,50,51,15,58,16
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Zorgcentrum Vremdieke,0715::SB14,4542 EE,1153,625,1,2,0,0,0,565,63,0,0,0,0,0,628,72,74,254,40,24,32,31,40,44,14
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Protestante Gemeente Hoek,0715::SB15,4542 AE,1253,653,5,1,0,1,0,572,88,0,0,1,0,0,660,86,107,248,50,19,28,25,36,30,24
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau MFC Het Stropievat,0715::SB16,4543 CM,1133,887,8,3,0,0,0,797,102,0,0,1,0,0,899,193,116,276,52,22,34,26,85,56,27
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Gymnastieklokaal Zaamslag,0715::SB17,4543 AC,1219,437,6,2,0,0,0,388,57,0,0,0,0,0,445,84,61,147,16,14,21,17,41,28,8
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Welzijnscentrum  't Meulengat,0715::SB18,4541 GS,1868,718,11,5,0,2,0,657,79,0,0,2,0,0,736,105,31,227,96,38,48,34,8,100,31
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau MFC De Statie,0715::SB19,4551 AL,2941,987,14,5,0,0,0,899,107,0,0,0,0,0,1006,112,8,365,98,71,104,52,5,137,35
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau SVRZ 't Verlaet,0715::SB20,4554 BE,1578,673,3,8,0,0,0,597,87,0,0,0,0,0,684,110,8,253,45,31,74,44,3,63,42
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Gemeenschapscentrum De Kaaie,0715::SB21,4553 BG,1738,810,9,1,0,0,0,712,108,0,0,0,0,0,820,165,33,251,72,57,53,60,8,70,41
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau SVRZ De Vurssche,0715::SB22,4571 HT,1798,789,9,5,0,0,0,713,90,0,0,0,0,0,803,99,19,259,67,44,46,43,97,92,23
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Het Trefpunt,0715::SB23,4571 KC,1913,858,18,4,0,0,0,795,85,0,0,0,0,0,880,110,42,309,55,37,52,32,91,101,29
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Gregoriuscentrum,0715::SB24,4571 BH,2589,1225,22,3,0,3,0,1122,131,0,0,3,0,0,1253,179,33,437,71,50,108,58,99,147,43
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Zorgcentrum De Lange Akkers,0715::SB25,4576 DX,1878,819,4,2,0,0,0,712,113,0,0,0,0,0,825,163,9,227,43,86,68,52,15,121,35
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Gemeenschapshuis 't Kaaike,0715::SB26,4574 RD,968,493,2,0,0,0,1,435,59,0,0,0,0,0,495,128,2,149,30,17,24,52,8,62,21
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Mobiel stembureau 1,0715::SB27,,0,209,5,0,0,0,2,192,20,0,0,0,0,0,214,42,10,71,9,13,17,10,1,25,11
Scheldestromen,Terneuzen,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Mobiel stembureau 2,0715::SB28,,0,123,1,0,0,0,0,104,20,0,0,0,0,0,124,14,9,39,7,11,6,10,8,12,7
