contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,FNP,Partij van de Arbeid (P.v.d.A.),Lagere Lasten Burger,VVD,ChristenUnie,Partij voor de Dieren,50PLUS
Fryslân,Smallingerland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis De Huchte Houtigehage,0090::SB22,9223 LB,729,386,1,0,0,0,0,347,40,0,0,0,0,0,387,30,54,98,71,54,22,20,17,20
Fryslân,Smallingerland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis Op 'e Jister Nijega,0090::SB23,9217 RL,368,262,0,0,0,0,0,244,18,0,0,0,0,0,262,100,35,27,13,18,23,28,11,7
Fryslân,Smallingerland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis De Wringe Opeinde,0090::SB24,9218 PP,1347,843,14,1,0,0,1,780,78,1,0,1,0,0,859,171,117,93,84,97,66,136,39,40
Fryslân,Smallingerland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau MFC Oudega,0090::SB25,9216 WE,1321,842,8,1,0,0,0,746,105,0,0,0,0,0,851,270,114,122,61,72,59,82,34,28
Fryslân,Smallingerland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis It Werflân,0090::SB26,9221 TD,1089,695,5,0,0,0,1,647,52,0,0,0,0,0,700,137,82,155,115,37,56,61,43,9
Fryslân,Smallingerland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Galerie Buitengewoon De Wilgen,0090::SB27,9213 VG,596,417,3,2,0,0,0,389,33,0,0,0,0,0,422,66,94,51,39,14,77,44,22,10
Fryslân,Smallingerland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau De Naturij,0090::SB28,9204 WS,1370,634,12,0,0,0,0,594,52,0,0,0,0,0,646,60,120,57,95,50,60,125,52,15
Fryslân,Smallingerland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis De Tike,0090::SB29,9219 VM,258,166,1,1,0,0,0,149,18,0,1,0,1,0,167,42,25,21,23,11,12,25,4,3
Fryslân,Smallingerland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau It Polderhûs,0090::SB30,9215 VZ,255,192,0,0,0,0,1,174,17,0,0,0,0,0,192,32,30,21,21,22,28,24,10,4
Fryslân,Smallingerland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Vitalis,0090::SB31,9207 GL,1147,571,1,0,0,0,0,521,51,0,0,0,0,0,572,90,78,77,71,44,64,109,24,14
Fryslân,Smallingerland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Sporthal De Drait,0090::SB32,9204 CM,1195,765,12,0,0,0,1,724,52,0,0,0,0,0,777,93,153,70,145,63,45,113,46,37
Fryslân,Smallingerland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Gemeentehuis (Raadzaal),0090::SB33,9203 RM,937,485,10,3,0,0,0,453,45,0,0,0,0,0,498,61,83,28,89,57,52,61,39,15
Fryslân,Smallingerland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Sporthal De Waring,0090::SB34,9207 DD,1183,777,11,3,0,0,0,718,73,0,0,0,0,0,791,102,116,86,132,90,57,98,57,39
