contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Groen, Water & Land",VVD,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Natuurlijk BBW,50PLUS,AWP niet politiek wel deskundig,ChristenUnie
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Waterlands Welzijn,0439::SB22,1446 CX,1944,706,15,2,0,4,0,643,76,0,4,0,0,0,719,242,57,86,37,90,15,110,49,20
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Oec. Basisschool De Toermalijn,0439::SB23,1445 KD,1463,504,15,2,0,0,0,486,35,0,0,0,0,0,521,160,38,67,31,66,13,84,34,11
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Oec. Basisschool De Toermalijn,0439::SB24,1445 KD,1406,620,8,1,0,0,0,560,69,0,0,0,0,0,629,185,66,77,43,75,15,99,49,11
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Obs De Boemerang,0439::SB25,1445 NM,1567,600,14,4,0,0,0,577,41,0,0,0,0,0,618,194,34,68,32,100,16,99,43,14
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Obs De Delta,0439::SB26,1447 AV,1477,714,6,25,0,0,0,661,84,0,0,0,0,0,745,223,72,59,30,110,25,103,72,20
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Oec. Basisschool Het Baken,0439::SB27,1447 AS,1326,781,21,8,0,2,0,751,57,0,2,0,0,0,808,270,99,85,56,95,15,88,54,19
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Squash en Fitness Purmerend,0439::SB28,1447 CP,1453,778,7,4,0,0,0,695,94,0,0,0,0,0,789,248,146,77,43,89,13,76,70,16
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Kinderopvang Zuidpool,0439::SB29,1447 HX,1923,784,13,5,0,0,0,736,68,2,0,2,0,0,804,253,110,83,44,91,15,120,55,13
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Oec. Basisschool De Vlieger,0439::SB30,1447 EN,2212,1015,25,9,0,3,0,932,120,0,0,3,0,0,1052,338,154,89,60,149,20,125,67,13
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,"Stembureau Stembureau De Zorgcirkel, locatie Molentocht",0439::SB31,1447 EG,2142,1191,23,6,0,13,1,1071,161,0,0,13,0,0,1233,345,191,89,70,141,27,180,115,33
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Obs De Koempoelan,0439::SB32,1448 BV,1943,1090,33,3,0,2,0,1001,127,0,0,2,0,0,1128,293,162,111,82,169,25,153,68,27
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,"Stembureau Stembureau De Zorgcirkel, locatie Zuidland",0439::SB33,1448 NL,1538,668,10,3,0,2,0,618,65,0,0,2,0,0,683,194,91,70,47,102,7,98,48,11
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Oec. Basisschool De Marimba,0439::SB34,1448 TP,1694,752,15,7,0,2,0,700,72,0,2,0,0,0,772,247,103,63,52,112,22,101,35,17
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Obs De Nieuwe Wereld,0439::SB35,1448 XW,1898,948,11,4,0,1,0,863,101,0,0,1,0,0,964,290,159,84,57,119,19,117,75,28
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Oeboentoe/Kawama,0439::SB36,1448 PN,1758,905,16,4,0,3,0,815,107,0,3,0,0,0,922,264,188,61,53,131,20,87,79,22
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,"Stembureau Stembureau De Zorgcirkel, locatie Woonstate",0439::SB37,1448 PJ,2162,830,33,4,0,1,0,770,98,0,0,1,0,0,868,239,148,89,77,114,25,83,35,20
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Brede School De Weide,0439::SB38,1448 JJ,2593,1034,31,3,0,0,0,942,126,0,0,0,0,0,1068,322,172,91,56,160,21,118,71,23
Hollands Noorderkwartier,Purmerend,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Mobiel Stembureau (Verkiezingsbus),0439::SB39,,0,148,3,1,0,0,1,138,13,0,0,0,0,0,152,44,25,16,12,20,2,11,14,4
