contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Staatkundig Gereformeerde Partij (SGP),Waterschapspartij Zeeuws-Vlaanderen,Partij voor Zeeland,VVD,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,ChristenUnie,50PLUS,AWP Niet Politiek Wel Deskundig
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau De Schutse,1676::SB19,4328 AS,901,660,4,6,0,1,0,612,59,0,0,1,0,0,671,82,41,13,204,77,86,50,21,49,37
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Revasa,1676::SB20,4328 LJ,995,637,2,7,0,0,0,575,71,0,0,0,0,0,646,89,27,11,176,94,56,52,30,51,51
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis Noordwelle,1676::SB21,4326 AE,268,183,1,0,0,0,0,166,19,1,0,1,0,0,185,19,4,1,68,25,7,21,10,12,16
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis Renesse,1676::SB22,4325 BX,1283,788,11,2,0,0,0,709,92,0,0,0,0,0,801,85,12,9,284,164,56,50,18,51,59
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Dorpshuis Serooskerke,1676::SB23,4327 AG,239,180,1,2,0,0,2,160,21,0,0,0,0,0,183,17,13,1,62,23,9,17,2,14,22
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Verenigingsgebouw Chr.Ger.Kerk,1676::SB24,4301 EZ,1118,590,4,2,0,0,0,543,53,0,0,0,0,0,596,94,49,1,174,60,48,55,41,40,28
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau De Veste,1676::SB25,4301 BK,1090,582,6,1,0,0,0,532,57,0,0,0,0,0,589,75,14,5,179,55,90,63,32,34,35
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Zorgcentrum De Wieken,1676::SB26,4301 KB,944,599,3,0,0,0,0,541,61,0,0,0,0,0,602,105,44,5,138,58,50,77,39,43,40
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Appartementengebouw Valletta,1676::SB27,4301 LM,1224,612,9,2,0,0,0,572,51,0,0,0,0,0,623,81,47,2,206,37,78,47,37,45,32
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Zorgcentrum Borrendamme,1676::SB28,4301 VD,1713,1227,8,10,0,2,0,1110,133,0,2,0,0,0,1243,185,41,13,343,113,138,95,73,118,108
Scheldestromen,Schouwen-Duiveland,AB2019_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2019,17,Scheldestromen,2019-03-20,Stembureau Campus Cultura,1676::SB29,4301 XC,1856,849,0,3,0,0,0,759,90,0,3,0,3,0,849,124,22,11,283,56,104,69,69,61,50
