contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,FNP,Partij van de Arbeid (P.v.d.A.),Lagere Lasten Burger,VVD,ChristenUnie,Partij voor de Dieren,50PLUS
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau MFA De Akkers,0074::SB12,8443 AJ,1265,715,5,7,0,0,0,672,55,0,0,0,0,0,727,100,116,82,159,62,66,53,39,38
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Zorgcentrum Heremastate,0074::SB13,8444 AN,1302,623,9,0,0,1,0,576,57,0,0,1,0,0,633,99,92,80,94,61,51,38,57,51
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Serviceflat Oranjewoud,0074::SB14,8443 EL,1096,562,8,5,0,0,0,544,31,0,0,0,0,0,575,88,96,63,111,37,58,38,44,27
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Wijkcentrum De Kempenaer,0074::SB15,8442 EM,1154,607,11,1,1,0,0,578,42,0,0,1,0,0,620,60,105,83,126,48,56,38,55,36
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Tellepark,0074::SB16,8442 EZ,1194,540,7,3,0,0,0,507,43,0,0,0,0,0,550,85,93,60,117,54,38,31,35,27
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Sint Jozefschool,0074::SB17,8442 AT,1125,459,7,3,0,0,0,442,27,0,0,0,0,0,469,52,78,44,111,51,33,17,45,28
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau de Heerenveense school,0074::SB18,8442 CE,1317,555,5,0,0,0,0,538,34,0,0,12,0,0,572,76,89,70,110,42,58,19,53,38
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Kantine VV Heerenveen,0074::SB19,8448 MT,1375,1004,10,2,0,0,0,943,73,0,0,0,0,0,1016,113,188,108,152,58,224,67,69,25
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau De Spil,0074::SB20,8448 RP,810,578,3,2,0,0,0,529,54,0,0,0,0,0,583,76,89,78,116,30,89,46,39,15
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau it Trefpunt,0074::SB21,8454 KG,1041,660,11,2,0,0,0,623,50,0,0,0,0,0,673,116,132,87,75,40,115,29,42,24
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis de Kiekenhof,0074::SB22,8414 LJ,1208,712,0,1,1,0,0,659,55,0,0,1,0,0,714,102,121,90,158,50,54,49,53,35
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis de Kiekenhof,0074::SB23,8414 LJ,851,539,7,0,0,1,0,513,34,0,0,1,0,0,547,89,69,73,119,39,48,31,37,34
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Pannenkoekboerderij 'De Koppenjan',0074::SB24,8411 ZD,864,439,8,3,0,0,1,399,51,1,0,1,0,0,451,84,63,54,72,44,31,20,46,25
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis it Pipegaeltsje,0074::SB25,8411 ZE,646,354,2,0,0,0,0,308,49,0,0,1,0,0,357,86,54,36,53,34,48,8,22,13
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau De Kompenije,0074::SB26,8411 VK,961,425,10,2,0,0,0,400,38,1,0,1,0,0,438,41,61,69,96,67,30,8,25,28
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau De Kompenije,0074::SB27,8411 VK,839,363,5,2,0,0,0,338,31,0,1,0,1,0,369,32,51,62,67,55,27,11,39,19
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau De Barte,0074::SB28,8456 HR,1236,873,9,8,0,0,0,840,50,0,0,0,0,0,890,113,164,117,141,81,113,49,46,49
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau MFA Aengwirden,0074::SB29,8458 CA,1333,793,6,0,0,0,1,722,76,0,0,0,0,0,799,121,153,111,102,65,101,56,50,34
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Verzorgingscentrum Leppehiem,0074::SB30,8491 GJ,1068,670,4,1,0,0,0,623,52,0,0,0,0,0,675,82,143,116,115,48,60,22,49,35
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Obs Akkrum,0074::SB31,8491 HA,1316,901,14,4,0,0,0,851,68,0,0,0,0,0,919,143,170,118,132,63,151,49,54,21
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis De Jister,0074::SB32,8495 KJ,1196,711,9,2,0,0,0,679,43,0,0,0,0,0,722,187,197,76,68,46,72,27,24,14
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau It Deelshûs Haskerdijken,0074::SB33,8468 BJ,603,370,3,1,0,2,1,338,33,0,2,0,0,0,372,69,62,54,57,24,44,20,30,10
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Lantearne,0074::SB34,8491 CR,1051,556,5,4,0,0,0,532,33,0,0,0,0,0,565,85,131,61,78,36,76,19,42,28
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Meester Duisterhoutschool,0074::SB35,8448 GK,1082,402,3,2,0,1,0,362,44,0,1,0,0,0,406,45,68,50,62,37,72,19,39,10
Fryslân,Heerenveen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau De Spil,0074::SB36,8448 RP,864,492,5,1,0,0,0,465,32,0,1,0,0,0,497,87,80,53,71,22,86,44,37,12
