contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,VVD,CDA,Partij van de Arbeid (P.v.d.A.),Partij voor de Dieren,Waterschap@inwonersbelangen,ChristenUnie,"AWP niet politiek, wel deskundig",Staatkundig Gereformeerde Partij (SGP),50PLUS
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Park Welgelegen (hoofdingang),0344::SB25,3533 HD,1750,816,23,0,0,2,0,785,56,0,0,2,0,0,841,252,122,81,97,109,27,41,64,2,21
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Buurtcentrum Oase,0344::SB26,3534 BA,1806,601,20,3,0,0,1,580,43,0,0,0,0,0,624,170,55,39,69,134,19,31,61,3,20
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Ludgerschool,0344::SB27,3553 SR,1859,818,27,4,0,0,0,788,61,0,0,0,0,0,849,269,80,50,96,144,38,38,58,5,40
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Buurthuis Zuilen,0344::SB28,3553 CX,1159,898,11,4,0,0,0,847,66,0,0,0,0,0,913,229,82,62,116,175,27,62,76,11,58
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Bij Bosshardt (Leger des Heils),0344::SB29,3554 GE,1921,376,11,1,0,0,0,362,27,1,0,1,0,0,389,84,40,13,49,90,19,25,28,1,27
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau School De Kleine Vliegenier,0344::SB30,3555 AM,2030,849,32,3,0,0,0,807,77,0,0,0,0,0,884,221,81,58,141,136,33,63,53,5,58
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Vorstelijk Complex,0344::SB31,3554 JK,1691,748,37,3,0,0,1,697,90,0,0,0,0,0,788,200,76,58,124,126,22,47,42,7,46
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Gymlokaal Prof. H. Bavinckstraat,0344::SB32,3555 GS,2493,914,43,3,0,9,0,876,75,0,9,0,0,0,951,191,99,69,161,156,42,47,74,13,62
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau OBS De Cirkel,0344::SB34,3554 GJ,1545,753,34,4,0,1,0,696,96,0,0,1,0,0,792,193,64,45,133,115,39,58,62,8,36
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Bibliotheek Zuilen,0344::SB35,3554 GL,2115,1250,64,10,1,2,0,1205,122,0,0,3,0,0,1327,306,100,82,234,232,62,87,77,10,60
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Ludgerschool,0344::SB36,3554 AW,1945,841,47,6,0,0,0,818,80,4,0,4,0,0,898,235,75,62,127,157,38,45,60,2,40
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau KBS Wijzer aan de Vecht,0344::SB37,3554 VZ,1312,369,15,3,0,0,0,351,37,1,0,1,0,0,388,109,21,15,67,67,16,33,24,1,16
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Gymzaal Amsterdamsestraatweg,0344::SB38,3513 AA,1757,898,39,11,0,7,0,849,92,0,7,0,0,0,941,281,99,47,112,194,16,40,80,4,25
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Gymzaal Amsterdamsestraatweg,0344::SB39,3513 AA,1664,959,61,1,3,0,2,942,75,0,3,0,0,0,1019,300,107,55,122,197,26,35,90,5,22
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Speeltuin Noordsepark,0344::SB40,3513 GW,2522,616,14,4,2,1,0,578,59,0,0,3,0,0,637,164,74,46,80,135,15,27,52,7,16
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Buurthuis De Uithoek,0344::SB41,3551 EJ,1879,694,35,5,0,0,0,687,47,0,0,0,0,0,734,182,79,36,95,160,21,45,54,3,19
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Wijkservicecentrum Noordwest,0344::SB42,3551 DJ,2090,1165,45,4,0,3,0,1151,66,0,0,3,0,0,1217,346,121,79,142,206,40,67,116,7,41
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Gymzaal Opzoomerstraat,0344::SB43,3551 BP,1842,815,39,5,0,0,1,794,64,0,0,0,0,0,859,218,58,58,92,183,45,36,77,7,41
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Taalschool Utrecht,0344::SB44,3552 EB,2042,936,35,8,0,0,0,890,90,1,0,1,0,0,980,247,97,57,144,172,31,48,91,11,38
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Kerkcentrum Nicolaas Monica,0344::SB45,3552 CT,2125,642,10,0,0,1,1,597,55,0,0,0,0,0,653,165,40,34,78,116,50,37,38,6,78
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau St. Antonius ziekenhuis,0344::SB46,3543 AZ,0,228,11,0,0,0,0,220,19,0,0,0,0,0,239,59,39,16,27,36,10,8,22,1,10
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Muziekhuis Utrecht,0344::SB47,3552 XE,1711,771,35,3,0,1,0,748,64,2,0,3,0,0,812,211,73,41,88,161,28,37,62,11,59
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Provinciehuis,0344::SB48,3584 BA,0,277,16,0,0,0,1,263,29,0,0,0,0,0,293,104,19,21,29,38,3,13,46,1,3
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Ondernemingshuis Overvecht,0344::SB49,3561 VA,1542,573,25,4,0,0,0,556,46,0,0,0,0,0,602,149,48,48,114,95,26,43,28,3,19
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Bibliotheek Overvecht,0344::SB50,3562 KW,2281,1053,3,8,0,71,1,1045,89,0,0,71,0,0,1135,249,93,78,192,188,55,75,57,9,57
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Johannescentrum,0344::SB52,3561 GD,1831,805,32,4,0,0,0,782,60,0,0,1,0,1,842,220,40,75,110,117,29,99,72,12,31
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau PC Basisschool Op Dreef,0344::SB53,3561 SB,1929,519,18,3,0,0,0,476,64,0,0,0,0,0,540,101,32,38,155,80,24,25,33,12,19
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau De Kantine,0344::SB54,3561 CB,1831,465,24,7,0,0,0,440,56,0,0,0,0,0,496,106,35,14,107,68,26,26,19,16,48
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau R.O.C. Kretadreef,0344::SB55,3562 VA,1950,416,13,5,0,1,1,379,53,0,1,0,0,0,433,64,28,21,129,65,25,14,22,9,39
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Sociëteit Dombra,0344::SB56,3562 AL,1545,561,14,4,0,0,1,507,71,0,0,0,0,0,579,128,39,41,107,70,34,48,30,3,61
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Zorgcentrum Zuylenstede,0344::SB58,3563 VA,1904,643,34,7,0,1,0,628,55,0,1,0,0,0,683,150,46,66,125,112,42,29,26,7,40
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Castellum Hoge Woerd,0344::SB59,3454 PB,594,398,5,1,0,0,0,365,39,0,0,0,0,0,404,131,70,42,33,48,9,21,27,5,12
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Huis aan de Vecht,0344::SB60,3563 TA,1945,650,20,9,0,2,0,620,61,0,0,2,0,0,681,124,42,50,138,91,39,49,38,6,73
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau OBO De Klopvaart,0344::SB61,3564 XZ,1733,342,13,0,0,0,0,328,27,0,0,0,0,0,355,82,15,21,56,61,27,35,18,1,26
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Verpleeghuis Rosendael,0344::SB62,3564 GV,1966,822,30,5,0,5,0,745,117,0,0,5,0,0,862,166,63,75,207,103,76,43,41,6,42
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Buurthuis De Boog,0344::SB64,3564 ES,1704,552,37,10,0,1,0,523,77,0,0,1,0,0,600,107,30,36,139,86,34,49,28,9,34
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Katholieke basisschool Mattheus,0344::SB65,3564 RA,2390,613,29,5,0,1,0,575,71,0,1,0,0,0,646,133,41,35,165,85,34,29,35,13,43
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau OBS De Koekoek,0344::SB66,3514 TT,1464,842,49,1,69,0,0,771,52,0,69,0,0,0,823,248,136,53,101,164,15,32,78,8,7
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau St. Josephkerk,0344::SB67,3515 EM,994,847,15,0,4,0,0,786,80,0,0,4,0,0,866,283,92,46,96,173,22,51,65,6,13
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau OBS De Koekoek,0344::SB68,3514 TT,1477,889,37,4,66,0,0,933,64,1,0,67,0,0,997,319,119,44,97,152,8,34,103,2,11
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Sportschool Olympia,0344::SB69,3515 AG,1419,729,36,4,0,1,0,722,46,0,1,0,0,0,768,230,80,41,83,179,11,21,67,4,13
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Stadsboerderij/Speeltuin Griftsteede,0344::SB70,3514 XR,1464,998,31,3,0,3,0,943,86,0,3,0,0,0,1029,407,91,60,107,191,20,40,70,0,12
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Gymzaal Maria van Reedestraat,0344::SB71,3515 XJ,1419,956,28,1,0,5,0,919,71,0,0,5,0,0,990,328,101,68,106,181,21,44,90,3,14
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Buurthuis De Leeuw,0344::SB72,3515 EA,2902,1344,39,8,0,0,1,1260,132,2,0,2,0,0,1393,398,114,72,237,260,36,69,113,11,34
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau ZIMIHC theater Wittevrouwen,0344::SB74,3572 SP,1778,1161,22,0,0,0,0,1093,93,3,0,3,0,0,1186,469,137,59,127,200,13,37,95,15,9
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Jenaplanschool Wittevrouwen,0344::SB76,3572 HD,1950,1481,45,7,0,24,1,1421,135,0,0,24,0,0,1557,683,169,79,140,197,9,48,139,3,14
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Jenaplanschool Wittevrouwen,0344::SB77,3572 TJ,2010,973,34,6,0,2,0,927,88,0,0,2,0,0,1015,396,130,50,90,171,18,25,83,4,6
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau School Nimeto Utrecht,0344::SB78,3572 LP,1735,849,23,1,0,3,0,793,83,0,0,3,0,0,876,310,137,38,94,134,19,30,67,7,13
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Nieuw Bleyenburg / Wijkcentrum de Helden,0344::SB79,3572 LA,1927,1089,33,2,0,13,0,1033,77,0,14,0,1,0,1110,397,116,68,138,176,24,60,67,8,35
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau RK Kerk,0344::SB80,3571 VK,1726,1353,32,5,0,1,1,1266,122,0,1,0,0,0,1389,470,201,110,173,152,21,88,101,14,23
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Jeruzalemkerk,0344::SB81,3571 NN,1684,1184,34,1,1,0,0,1146,74,0,0,1,0,0,1220,359,147,122,163,162,33,64,104,9,21
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau USV Hercules,0344::SB82,3573 PV,1112,789,24,1,0,2,0,744,72,0,0,2,0,0,816,289,115,51,89,120,25,27,46,6,21
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau OBS Voordorp,0344::SB83,3573 BK,1535,1000,23,4,4,0,1,942,80,0,4,0,0,0,1023,322,123,62,162,136,19,43,83,13,37
De Stichtse Rijnlanden,Utrecht,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Zorgcentrum Tuindorp-Oost,0344::SB84,3571 KE,999,560,26,2,0,2,1,545,44,0,0,2,0,0,590,174,64,58,78,73,18,25,36,3,31
