contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Bergkerk,0307::SB35,,1677,1533,13,8,0,0,0,1255,299,0,0,0,0,0,1554,476,165,119,319,144,27,56,189,34,4
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Nieuw-Apostolische kerk,0307::SB36,,1190,662,10,5,0,0,0,586,91,0,0,0,0,0,677,132,47,63,167,99,13,27,94,20,0
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Verpleeghuis Birkhoven,0307::SB37,,289,95,2,0,0,0,0,84,11,0,2,0,2,0,95,21,8,17,10,23,3,2,5,6,0
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Schoolgebouw De Kubus,0307::SB38,,1474,738,19,1,0,0,1,693,63,0,1,0,1,0,757,53,47,61,182,126,14,61,82,100,12
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Schoolgebouw de Magneet,0307::SB39,,1461,473,19,4,0,0,0,458,38,0,0,0,0,0,496,33,18,35,110,80,10,47,48,82,10
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Emmauskerk,0307::SB40,,1641,988,37,8,0,0,0,959,75,1,0,1,0,0,1034,80,54,114,239,162,14,67,132,104,22
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Westerkerk,0307::SB41,,1433,549,4,3,0,0,0,510,46,0,0,0,0,0,556,33,27,96,150,86,9,39,61,45,3
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Woon- en zorgcentrum Puntenburg,0307::SB42,,1323,669,15,6,0,0,0,636,54,0,0,0,0,0,690,105,66,46,148,95,10,61,70,60,8
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Orthodoxe Parochie,0307::SB43,,1597,529,9,4,0,0,0,498,45,1,0,1,0,0,543,45,29,72,131,96,16,31,65,36,8
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Cafe de Plank,0307::SB44,,392,325,5,2,0,0,0,275,56,0,1,0,1,0,331,60,103,27,18,19,29,8,50,9,2
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Verenigingsgebouw Juliana en Bernhard,0307::SB45,,1209,633,12,2,0,4,0,609,42,0,0,4,0,0,651,100,41,39,153,102,4,36,79,69,10
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Apostolisch Genootschap,0307::SB46,,1307,542,20,2,0,0,0,512,52,0,0,0,0,0,564,47,39,56,130,123,13,36,65,30,3
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Societeitsruimte Seniorenflat,0307::SB47,,1448,906,23,6,0,0,0,866,69,0,0,0,0,0,935,115,126,118,151,130,23,44,111,71,17
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Meander Medisch Centrum,0307::SB48,,0,418,13,0,0,0,0,392,39,0,0,0,0,0,431,53,50,46,82,63,9,30,38,42,5
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Woon- en zorgcentrum De Koperhorst,0307::SB49,,1627,820,31,4,0,3,0,790,68,0,0,3,0,0,858,70,113,178,110,117,24,41,84,71,12
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Schoolgebouw De Zevensprong 1,0307::SB50,,1706,763,24,1,0,0,0,716,72,0,0,0,0,0,788,95,71,99,134,126,12,42,92,80,12
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Schoolgebouw De Zevensprong 2,0307::SB51,,1471,739,10,1,0,0,0,674,76,0,0,0,0,0,750,73,46,98,169,118,14,49,100,61,11
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Kerkelijk Centrum De Hoeksteen,0307::SB52,,809,606,31,1,0,0,0,600,39,0,0,1,1,0,639,74,54,90,100,95,15,50,57,62,9
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Schoolgebouw De Weesboom,0307::SB53,,1397,744,20,0,0,1,0,694,71,0,0,1,0,0,765,72,52,86,163,120,23,41,102,76,9
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Schoolgebouw De Drieslag,0307::SB54,,1187,433,4,0,0,0,0,407,30,0,0,0,0,0,437,45,41,55,80,68,2,44,43,52,3
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal Zielhorst,0307::SB55,,1580,1038,33,4,0,0,0,974,92,0,9,0,9,0,1066,154,113,127,185,157,23,60,139,74,6
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Overseldert,0307::SB56,,1233,426,16,0,0,0,0,407,35,0,0,0,0,0,442,65,53,49,70,60,1,35,42,47,4
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Schoolgebouw De Zonnewijzer,0307::SB57,,1150,504,11,2,0,0,0,481,35,0,1,0,1,0,516,74,49,71,79,80,18,31,44,47,11
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Schoolgebouw De Kameleon,0307::SB58,,1100,696,18,1,0,0,0,665,53,3,0,3,0,0,718,95,65,78,146,100,10,63,68,59,12
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Kerkgebouw De Lichtkring,0307::SB59,,1542,928,23,5,0,0,1,888,67,0,0,0,0,0,956,131,92,150,162,146,8,57,114,64,4
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Kerkgebouw De Brandpunt,0307::SB60,,1324,1072,28,6,0,2,0,1049,59,0,0,2,0,0,1108,164,119,126,213,156,8,72,120,89,5
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Mobiel Stembureau Het Pluspunt,0307::SB61,,1512,684,15,0,0,1,0,649,53,2,0,3,0,0,702,118,72,63,127,117,9,48,69,54,7
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Schoolgebouw De Meander,0307::SB62,,1327,767,17,3,0,0,0,711,76,0,0,0,0,0,787,121,68,77,158,123,6,47,123,40,4
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gymzaal Dopheide 1,0307::SB63,,1232,715,20,1,0,0,0,661,75,0,0,0,0,0,736,105,65,78,149,115,7,51,85,56,4
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gymzaal Dopheide 2,0307::SB64,,1586,677,11,2,1,0,0,616,73,0,1,0,0,0,689,90,59,88,144,121,6,36,83,45,5
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Schoolgebouw De Dubbelster,0307::SB65,,1590,1006,16,0,0,2,0,933,91,0,0,2,0,0,1024,144,85,132,189,178,5,77,125,61,10
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Kerkgebouw De Inham,0307::SB66,,1584,972,20,3,0,0,0,995,1,1,0,1,0,0,996,136,141,131,159,115,7,66,141,70,6
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Faam,0307::SB67,,1655,1067,17,3,0,0,0,988,99,0,0,0,0,0,1087,185,135,139,167,123,17,68,135,91,7
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Neng,0307::SB68,,1672,1199,15,1,0,0,0,1123,92,0,0,0,0,0,1215,173,218,145,172,149,17,80,136,97,12
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal De Bieshaar 1,0307::SB69,,1554,995,12,2,0,0,0,925,84,0,0,0,0,0,1009,165,156,96,152,142,10,66,130,66,12
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal De Bieshaar 2,0307::SB70,,1549,941,20,2,0,0,0,881,82,0,0,0,0,0,963,183,118,93,117,126,11,76,126,83,8
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Schoolgebouw De Malelande,0307::SB71,,1511,1025,20,0,1,0,0,925,121,0,0,1,0,0,1046,232,149,131,136,110,18,74,105,65,5
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal Nieuwland 1,0307::SB72,,1390,826,19,2,0,0,0,746,101,0,0,0,0,0,847,177,77,89,117,129,18,61,87,61,10
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal Nieuwland 2,0307::SB73,,1665,768,8,4,0,0,0,694,86,0,0,0,0,0,780,153,84,90,124,105,15,30,86,70,11
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal Nieuwland 3,0307::SB74,,1617,657,14,2,1,0,0,607,67,0,0,1,0,0,674,126,83,75,112,77,9,38,73,60,4
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal Nieuwland 4,0307::SB75,,1435,795,17,2,0,1,0,736,79,0,0,1,0,0,815,168,90,103,107,109,10,65,89,50,4
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal Nieuwland 5,0307::SB76,,1690,656,7,4,4,0,0,596,75,0,0,4,0,0,671,148,80,72,108,69,8,50,63,48,10
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Boogkerk,0307::SB77,,1666,1087,25,1,0,0,0,1021,94,2,0,2,0,0,1115,209,125,216,151,127,16,62,107,67,7
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Informatiecentrum Vathorst,0307::SB78,,1883,915,22,9,0,0,0,844,102,0,0,0,0,0,946,309,99,103,95,120,20,42,88,39,0
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal De Brink 1,0307::SB79,,1914,796,8,4,0,4,0,720,92,0,0,4,0,0,812,224,78,112,103,103,14,41,75,41,5
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal De Brink 2,0307::SB80,,1709,654,8,1,0,0,0,570,93,0,0,0,0,0,663,146,57,114,96,77,11,44,68,37,4
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal De Brink 3,0307::SB81,,1659,790,23,1,0,0,0,726,88,0,0,0,0,0,814,182,84,94,132,80,20,62,81,51,4
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Schoolgebouw De Gondelier,0307::SB82,,1714,706,17,2,0,1,0,641,85,0,0,1,0,0,726,179,74,78,113,84,13,47,71,45,2
Vallei en Veluwe,Amersfoort,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau St. Pieters en Bloklands Gasthuis,0307::SB83,,1711,864,11,0,0,0,0,799,76,0,0,0,0,0,875,210,110,106,147,82,20,59,71,50,9
