contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Hollandse Delta,CDA,VVD,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),ChristenUnie,50PLUS,AWP niet politiek wel deskundig,Hollandse Delta Natuurlijk
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School De Vogelenzang,1930::SB12,3208AK,1233,582,8,2,0,0,0,536,56,0,0,0,0,0,592,183,31,33,75,46,12,23,107,21,51
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School De Tandem,1930::SB13,3208PA,1859,678,18,3,0,0,0,640,59,0,0,0,0,0,699,203,47,60,110,34,2,28,93,29,72
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Wijkcentrum De Akkers,1930::SB14,3206TB,2085,899,23,3,0,0,1,854,70,0,0,0,0,0,925,305,38,59,123,66,8,26,155,40,79
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School De Vogelenzang,1930::SB15,3206RD,2083,661,7,0,0,0,0,615,54,0,0,1,0,1,669,238,23,48,74,55,11,22,100,29,61
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Wijkcentrum De Kreek,1930::SB16,3206HK,2749,1077,24,4,0,0,0,988,117,0,0,0,0,0,1105,359,39,82,101,80,15,58,145,78,120
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School Toermalijn/De Bron,1930::SB17,3204GB,2451,880,21,1,0,0,0,814,88,0,0,0,0,0,902,290,34,52,110,70,9,30,121,59,105
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Dorpshuis Hekelingen,1930::SB19,3209AT,1305,714,12,6,0,0,0,654,78,0,0,0,0,0,732,257,40,96,60,47,19,22,69,28,76
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School De Duif,1930::SB20,3205TG,2162,1032,13,6,0,0,0,940,114,3,0,3,0,0,1054,326,41,111,94,110,10,52,121,78,89
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School De Veenvlinder,1930::SB21,3205EB,1791,829,9,3,0,0,0,759,82,0,0,0,0,0,841,310,29,68,85,80,9,25,81,48,94
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School De Duif,1930::SB22,3205CK,1775,690,7,3,0,0,0,617,83,0,0,0,0,0,700,252,26,52,84,65,12,30,72,36,61
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School De Piramide,1930::SB24,3207PE,1332,648,9,3,0,0,0,601,59,0,0,0,0,0,660,231,44,44,94,51,3,8,80,42,51
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Rayon Oost (Nieuwe locatie),1930::SB25,3207LA,2266,1068,13,7,0,1,0,979,110,0,0,1,0,0,1089,366,68,129,76,74,4,56,122,79,94
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Wijkcentrum Maaswijk,1930::SB26,3207EJ,1758,789,22,3,0,0,0,714,100,0,0,0,0,0,814,280,37,84,74,42,4,23,114,38,93
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School Annie M.G. Schmidt,1930::SB27,3207WB,1427,678,14,1,0,0,0,604,90,1,0,1,0,0,694,234,33,84,55,59,0,12,82,45,74
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School De Maasoever,1930::SB28,3207HA,1349,731,17,3,0,0,0,694,57,0,0,0,0,0,751,298,32,124,55,49,4,13,66,25,65
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School De Maasoever,1930::SB29,3207HS,2693,1075,26,2,0,0,0,974,129,0,0,0,0,0,1103,372,50,166,99,79,16,36,126,45,86
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Recreatieruimte Boezemvrienden,1930::SB30,3201KM,972,443,2,7,0,1,0,418,35,0,0,1,0,0,453,149,44,54,46,29,6,13,44,22,36
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Jan Broekhuishal stadhuis,1930::SB31,3201EL,1103,822,21,3,0,1,0,780,65,0,1,0,0,0,845,281,30,71,108,80,10,43,78,46,75
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Mobielstembureau,1930::SB32,,0,134,3,0,0,0,0,128,9,0,0,0,0,0,137,33,17,8,30,9,0,7,20,4,6
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Wijkcentrum Groenewoud,1930::SB38,3203BM,1909,839,20,10,0,0,0,786,83,0,0,0,0,0,869,253,51,61,115,76,10,42,120,38,73
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Jongerencentrum Maaswijk,1930::SB46,3207HX,1682,1014,21,6,0,0,0,914,127,0,0,0,0,0,1041,313,46,196,66,78,18,30,83,69,115
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Elementenhuis,1930::SB52,3201LW,1887,1002,17,6,0,1,0,943,81,0,1,0,0,0,1024,336,40,147,91,72,3,23,119,106,65
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Dorpshuis Abbenbroek (Nieuwe locatie),1930::SB63,3216AK,1044,595,7,3,0,0,0,547,57,0,1,0,1,0,604,234,52,71,39,58,12,15,41,11,62
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School Markenburg,1930::SB64,3211AV,1400,800,9,0,0,0,0,739,70,0,0,0,0,0,809,227,79,95,94,49,16,18,41,37,144
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau voormalig schoolgebouw De Tweespan,1930::SB65,3218XA,2097,1122,22,7,0,0,0,1055,96,0,0,0,0,0,1151,439,99,114,69,94,9,28,86,48,136
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau De Hoeksteen,1930::SB68,3212LZ,455,233,3,1,0,1,0,219,19,0,0,1,0,0,238,87,25,32,8,21,7,9,11,10,23
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Bernissesteyn,1930::SB69,3214DA,1090,726,12,3,0,0,0,678,63,0,0,0,0,0,741,232,156,58,41,46,21,52,48,20,52
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School De Vlasbloem,1930::SB70,3214GA,1631,692,8,4,0,0,0,643,61,0,0,0,0,0,704,245,91,108,30,52,10,42,29,30,55
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School De Aanwas,1930::SB71,3214XE,1751,1068,10,1,0,0,1,989,89,0,0,0,0,0,1079,381,171,98,50,68,25,97,61,19,98
Hollandse Delta,Nissewaard,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Zomertuinen/De Es,1930::SB72,3203LH,1440,520,9,3,1,0,0,483,50,0,0,1,0,0,533,162,34,52,71,35,9,24,77,17,39
