contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,ChristenUnie,VVD,Betaalbaar Water,AWP niet politiek wel deskundig,50PLUS
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis De Vrijwilliger,1969::SB33,9885 PC,38,14,0,0,0,0,0,13,1,0,0,0,0,0,14,7,1,0,4,1,1,0,0
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Steak- en Partyhouse André Dokter,1969::SB34,9805 TD,1256,972,8,5,0,0,0,874,110,0,0,0,0,0,984,280,129,130,249,97,39,19,29
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Cultureel Centrum Zuidhorn,1969::SB35,9801 CG,1370,991,13,5,0,0,0,931,78,0,0,0,0,0,1009,280,145,108,228,90,87,27,26
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gemeentehuis Grootegast,1969::SB36,9861 AC,0,75,2,0,0,0,0,66,11,0,0,0,0,0,77,26,7,13,16,6,3,0,4
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gebouw Irene,1969::SB37,9862 TJ,553,228,5,0,0,0,0,209,24,0,0,0,0,0,233,60,17,31,51,24,27,7,11
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis 't Kompas,1969::SB38,9866 AP,491,256,7,0,0,0,0,244,19,0,0,0,0,0,263,51,13,98,47,12,14,11,10
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Woonzorgcentrum Het Hooge Heem,1969::SB39,9861 BM,0,9,0,0,0,0,0,9,0,0,0,0,0,0,9,2,1,1,4,0,0,1,0
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gebouw 't Anker,1969::SB40,9863 PL,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis 't Hörnhuus,1969::SB41,9864 PL,0,18,0,0,0,0,0,13,5,0,0,0,0,0,18,8,0,3,1,2,2,1,1
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Vrijzinnig gebouw,1969::SB42,9865 AM,0,39,1,1,0,0,0,34,5,0,0,0,0,0,39,19,4,1,3,5,6,0,1
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Stichting Mfc De Veste,1969::SB43,9865 TE,0,67,2,1,0,0,0,66,4,0,0,0,0,0,70,9,9,12,12,7,5,2,11
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gebouw Ons Centrum Oldekerk,1969::SB44,9821 PA,990,484,3,0,0,0,0,446,41,0,0,0,0,0,487,130,31,107,95,59,34,19,9
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis De Rotonde,1969::SB45,9822 AA,1272,708,13,0,0,0,0,708,13,0,0,0,0,0,721,204,57,101,101,98,83,29,35
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gemeentehuis Marum,1969::SB46,9363 BA,1451,1010,11,4,0,0,1,917,107,0,0,0,0,0,1025,245,130,151,125,127,117,43,72
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gebouw De Wieken,1969::SB47,9365 PS,899,444,6,2,0,0,0,403,49,0,0,0,0,0,452,138,47,33,27,84,72,18,25
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gebouw De Weme,1969::SB48,9824 PH,806,305,3,0,0,0,0,283,25,0,0,0,0,0,308,80,33,58,24,55,23,16,16
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Zonnehuis De Hoorn,1969::SB49,9363 GB,1742,793,13,6,0,0,0,738,74,0,0,0,0,0,812,203,97,132,86,118,73,38,46
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis Op de Welle,1969::SB50,9367 PX,1183,605,5,1,0,0,0,555,56,0,0,0,0,0,611,157,97,80,45,60,72,57,37
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau O.B.S. 't Jonkertje,1969::SB51,9366 TA,418,185,2,1,0,0,0,170,18,0,0,0,0,0,188,44,24,21,21,34,20,10,11
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gebouw Oomkegast,1969::SB52,9362 RC,618,324,0,0,0,0,0,298,26,0,0,0,0,0,324,84,26,47,65,44,29,10,19
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gebouw Ons Centrum Marum,1969::SB53,9363 AD,1558,627,16,8,0,0,0,601,50,0,0,0,0,0,651,154,58,108,95,77,74,22,39
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis Schleurholtshuus,1969::SB54,9891 AB,892,530,5,1,0,0,0,497,39,0,0,0,0,0,536,187,94,93,59,27,36,17,17
Noorderzijlvest,Westerkwartier,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau OBS Kromme Akkers,1969::SB55,9893 PD,359,297,5,0,0,0,0,269,33,0,0,0,0,0,302,126,56,37,20,22,17,10,9
