contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Ons Water,West-Brabant Waterbreed,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),50PLUS,AWP niet politiek wel deskundig,ChristenUnie,Partij voor de Dieren
Brabantse Delta,Moerdijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Niervaert,1709::SB12,4791 GB,1582,621,8,6,0,0,0,581,54,0,0,0,0,0,635,55,107,79,82,50,98,55,11,33,51
Brabantse Delta,Moerdijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Stad Klundert,1709::SB13,4791 HL,1587,793,11,4,0,0,0,732,76,0,0,0,0,0,808,95,159,75,86,66,123,35,17,81,56
Brabantse Delta,Moerdijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Ankerkuil,1709::SB14,4781 AP,909,401,13,3,0,0,2,381,34,0,0,0,0,0,417,42,25,69,89,36,26,48,20,8,38
Brabantse Delta,Moerdijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau GSch.huis Noordhoek,1709::SB15,4759 BD,910,449,7,0,0,0,0,402,54,0,0,0,0,0,456,88,51,88,83,16,30,31,23,2,37
Brabantse Delta,Moerdijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Standaert,1709::SB16,4758 AJ,1811,808,8,3,0,0,0,750,69,0,0,0,0,0,819,122,87,100,194,55,50,69,41,16,74
Brabantse Delta,Moerdijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Mauritshuis,1709::SB17,4797 AC,1853,1060,13,3,0,0,0,964,112,0,0,0,0,0,1076,277,143,163,108,87,91,48,23,35,85
Brabantse Delta,Moerdijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Blokhut,1709::SB18,4797 HT,1035,395,3,1,0,0,0,355,44,0,0,0,0,0,399,52,40,49,79,28,41,35,12,8,51
Brabantse Delta,Moerdijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Parel,1709::SB19,4793 CB,1434,815,17,4,0,1,1,761,76,1,0,2,0,0,838,150,93,116,113,77,76,81,38,16,55
Brabantse Delta,Moerdijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Fendertshof,1709::SB20,4793 ES,1281,617,10,5,0,1,0,560,73,0,0,1,0,0,633,130,80,71,79,41,63,42,24,22,65
Brabantse Delta,Moerdijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau OBS De Springplank,1709::SB21,4793 BC,1521,636,7,1,0,1,0,578,67,0,0,1,0,0,645,133,73,80,100,50,55,43,38,14,50
Brabantse Delta,Moerdijk,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Pestalozzihuis,1709::SB22,4794 AA,826,392,4,5,0,0,0,355,46,0,0,0,0,0,401,68,38,49,84,14,35,38,5,17,44
