contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,SGP-ChristenUnie,50PLUS,AWP niet politiek wel deskundig,Ons-Platteland
Schieland en de Krimpenerwaard,Zuidplas,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Drive in (afvalbrengstation Zevenhuizen),1892::SB12,2761 JL,0,345,10,0,1,0,0,301,53,0,1,0,0,0,354,92,53,17,40,48,14,15,66
Schieland en de Krimpenerwaard,Zuidplas,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Christelijke basisschool de Eendragt,1892::SB13,2761VL,1831,556,9,0,0,0,0,518,46,0,1,0,1,0,564,81,106,50,74,58,37,34,116
Schieland en de Krimpenerwaard,Zuidplas,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Dorpshuis Swanla  (Catgeszaal),1892::SB14,2761 BJ,2004,1129,14,7,0,0,1,1039,109,0,1,0,0,1,1149,227,181,103,114,145,95,40,224
Schieland en de Krimpenerwaard,Zuidplas,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau De Vierkap (Oud Verlaat) 13.00-21.00 uur,1892::SB15,2761DT ,455,227,4,0,0,0,0,208,23,0,0,0,0,0,231,58,43,9,25,15,33,9,35
Schieland en de Krimpenerwaard,Zuidplas,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Zorgcentrum  Beth-San,1892::SB21,2751 EE,1541,1035,10,7,0,0,0,907,145,0,0,0,0,0,1052,102,75,39,35,603,24,12,145
Schieland en de Krimpenerwaard,Zuidplas,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Dorpshuis  Op Moer,1892::SB22,2751 AW,1961,1145,11,3,0,0,0,1007,152,0,0,0,0,0,1159,137,112,63,53,513,75,24,168
Schieland en de Krimpenerwaard,Zuidplas,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Dorpshuis in Brede School het Turfhuis,1892::SB31,2841 LN,1673,1189,12,6,0,0,0,1064,141,0,2,0,2,0,1205,244,284,90,102,142,61,36,230
Schieland en de Krimpenerwaard,Zuidplas,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Voetbalvereniging Moordrecht,1892::SB32,2841 EB,1886,826,17,2,0,0,0,774,71,0,0,0,0,0,845,119,159,74,56,135,66,30,187
Schieland en de Krimpenerwaard,Zuidplas,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Vivere Verzorgd Wonen ingang dijk,1892::SB33,2841 BN,1748,821,15,0,0,0,0,774,62,0,0,0,0,0,836,130,219,53,69,102,62,48,138
Schieland en de Krimpenerwaard,Zuidplas,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Moordrechtse IJsvereniging,1892::SB34,2841 BB,1442,664,12,1,0,0,0,620,57,0,0,0,0,0,677,92,145,62,51,99,49,32,134
Schieland en de Krimpenerwaard,Zuidplas,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Mobiel stembureau,1892::SB41,,0,345,3,0,0,0,0,305,43,0,0,0,0,0,348,89,75,44,24,43,24,15,31
