contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau MFC de Oirsprong Oirsbeek,1954::SB106,6438 GG,1526,600,19,0,0,0,0,544,76,0,0,1,0,0,620,61,1,14,23,2,321,22,1,0,35,55,44,2,19
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Schepenbank Oirsbeek,1954::SB107,6438 HL,1464,946,28,7,0,0,0,879,102,0,0,0,0,0,981,79,5,14,39,1,512,39,1,1,65,72,66,13,39
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gasterie Dobbelsteyn Doenrade,1954::SB108,6439 AN,1043,641,7,6,0,0,0,581,73,0,0,0,0,0,654,35,2,10,12,1,466,15,1,2,18,26,32,2,19
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis Oud Dorp Amstenrade,1954::SB109,6436 CS,1149,526,14,1,0,0,0,475,65,0,1,0,0,0,540,53,2,8,22,8,191,21,2,1,94,59,35,4,26
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Verzorgingshuis Elvira Amstenrade,1954::SB110,6436 AX,1043,554,29,1,0,0,0,526,58,0,0,0,0,0,584,74,4,12,21,0,207,21,3,1,80,42,37,6,46
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeentehuis Onderbanken,1954::SB201,6451 EN,1052,498,24,4,0,0,0,463,63,0,0,0,0,0,526,71,5,21,6,5,51,17,2,1,179,66,40,2,32
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Cafe im weissen Rossl Schinveld,1954::SB202,6451 BJ,1310,489,17,4,0,0,0,454,56,0,0,0,0,0,510,58,3,14,8,1,54,19,0,4,211,51,43,3,20
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stichting Welzijn Onderbanken,1954::SB203,6451 CD,1531,600,25,4,0,0,0,564,65,0,0,0,0,0,629,86,6,9,6,3,62,27,2,2,268,57,41,0,31
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Ontmoetingscentrum Bingelrade,1954::SB204,6456 AC,677,382,9,2,0,0,0,356,37,0,0,0,0,0,393,42,0,3,9,2,76,13,1,3,141,60,16,2,14
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Ontmoetingscentrum Jabeek,1954::SB205,6454 AN,607,302,5,3,0,0,0,280,31,0,0,1,0,0,311,30,1,8,4,2,53,13,0,1,117,35,17,3,18
Limburg,Beekdaelen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau BMV de Henkhof Merkelbeek,1954::SB206,6447 AZ,1334,680,14,3,0,0,0,625,72,0,0,0,0,0,697,70,3,6,12,3,84,9,1,0,384,47,36,2,23
