contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,AWP niet politiek wel deskundig,Partij van de Arbeid (P.v.d.A.),CDA,Water Natuurlijk,Partij voor de Dieren,50PLUS,ChristenUnie-SGP,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),11,Waterschapspartij PUUR.
Delfland,Pijnacker-Nootdorp,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Meersma Holding BV,1926::SB11,2641 PE,786,381,5,2,0,0,0,351,37,0,0,0,0,0,388,121,29,10,89,27,17,24,45,2,1,2,14
Delfland,Pijnacker-Nootdorp,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Gebouw de Keet,1926::SB12,2645 AS,1123,565,7,2,0,1,0,518,57,0,0,1,0,0,575,113,67,66,99,85,43,18,48,4,2,2,18
Delfland,Pijnacker-Nootdorp,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Sportzaal Emerald,1926::SB13,2645 HH,1866,1114,21,6,0,0,0,1020,121,0,0,0,0,0,1141,245,193,154,74,197,84,55,58,1,6,4,43
Delfland,Pijnacker-Nootdorp,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wooncentrum Emerald,1926::SB14,2645 HV,2041,1159,34,4,0,0,0,1072,125,0,0,0,0,0,1197,233,212,145,115,131,128,74,71,7,4,8,31
Delfland,Pijnacker-Nootdorp,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Kerkgebouw,1926::SB15,2645 BD,1748,1085,16,5,0,1,0,1005,100,0,1,0,0,0,1105,190,159,118,165,141,101,47,108,5,2,2,47
Delfland,Pijnacker-Nootdorp,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Hotel van der Valk,1926::SB16,2632 BD,1742,849,20,1,0,0,0,764,106,0,0,0,0,0,870,241,101,109,116,92,82,53,23,2,2,0,28
Delfland,Pijnacker-Nootdorp,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Basisschool de Winde,1926::SB17,2631 GS,1481,770,10,3,0,2,0,705,76,0,2,0,0,0,781,116,130,76,139,108,79,63,11,0,1,3,44
Delfland,Pijnacker-Nootdorp,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Parochiehuis,1926::SB18,2631 CL,1904,1027,33,9,0,0,0,925,144,0,0,0,0,0,1069,310,118,107,120,115,90,75,43,4,7,1,37
Delfland,Pijnacker-Nootdorp,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Basisschool De Regenboog(hoofdlocatie),1926::SB19,2631 BK,1589,526,3,2,0,0,0,481,50,0,0,0,0,0,531,86,83,53,80,47,55,54,28,2,2,0,36
Delfland,Pijnacker-Nootdorp,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Verzorgingshuis Veenhage,1926::SB20,2631 GC,1638,975,17,3,0,2,0,900,97,0,0,2,0,0,997,203,114,91,152,118,87,93,49,5,4,2,57
Delfland,Pijnacker-Nootdorp,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Nové Kerkelijk centrum,1926::SB21,2631 CR,2301,1341,23,10,0,0,1,1213,160,0,0,0,0,0,1374,307,193,173,185,144,117,76,57,3,11,5,70
Delfland,Pijnacker-Nootdorp,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Basisschool De Regenboog,1926::SB22,2631 PM,1859,1338,21,3,0,0,1,1201,160,0,0,0,0,0,1362,348,182,128,229,180,108,65,38,5,3,1,51
Delfland,Pijnacker-Nootdorp,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Basisschool Sint Jozef,1926::SB23,2631 GA,1739,673,9,3,0,0,0,616,69,0,0,0,0,0,685,145,89,104,60,65,77,61,27,3,3,2,37
Delfland,Pijnacker-Nootdorp,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Welzijnscentrum Keijzershof,1926::SB24,2643 HD,2202,1265,30,7,0,0,1,1176,126,1,0,1,0,0,1303,227,171,157,177,189,134,102,60,4,3,4,37
