contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,50PLUS,VVD,Staatkundig Gereformeerde Partij (SGP),Water Natuurlijk,Gemeentebelangen Drenthe~Overijssel,ChristenUnie,AWP niet politiek wel deskundig,CDA
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Historisch Centrum Overijssel,0193::SB11,8021 WX,1595,777,30,5,0,0,1,756,55,0,0,0,0,0,812,49,107,15,239,65,111,130,61
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Woonzorgcentrum De Esdoorn,0193::SB12,8021 WB,1726,683,35,4,0,4,0,661,57,0,4,0,0,0,718,59,98,18,173,88,96,88,63
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Kerk De Fontein,0193::SB13,8043 NX,1562,1063,23,2,0,3,0,1000,91,0,0,3,0,0,1091,73,178,29,231,77,256,120,99
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Woonzorgcentrum Fermate,0193::SB14,8031 EM,1491,730,25,2,0,0,0,705,52,0,0,0,0,0,757,64,135,16,175,46,128,107,59
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Wijkcentrum Holtenbroek,0193::SB15,8031 HL,1559,1012,39,3,0,0,0,992,62,0,0,0,0,0,1054,66,111,18,300,97,189,139,92
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Scholengem. van der Capellen,0193::SB16,8031 XM,1664,533,25,5,0,0,0,521,42,0,0,0,0,0,563,53,62,11,130,66,95,72,44
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Woonzorgcentrum De Havezate,0193::SB17,8031 MK,1701,604,14,9,0,0,1,580,46,0,0,0,0,0,627,62,86,19,129,49,110,77,72
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Gymnasium Celeanum,0193::SB18,8032 EM,1759,571,16,1,0,1,0,572,15,0,1,0,0,0,587,46,89,12,164,43,77,82,58
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau De Hoeksteen,0193::SB19,8032 PB,1451,984,17,8,0,0,0,936,74,1,0,1,0,0,1010,96,142,26,261,60,157,144,98
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau School De Werkschuit,0193::SB20,8032 TK,1602,1090,22,4,0,2,1,1028,89,0,0,2,0,0,1118,80,149,19,325,85,152,162,118
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau School De Wieden,0193::SB21,8033 CS,1400,964,2,0,0,2,0,888,80,0,0,2,0,0,968,76,96,13,354,72,149,124,80
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Sionskerk,0193::SB22,8033 BA,1254,684,6,3,0,1,0,622,70,0,1,0,0,0,692,55,68,8,224,48,96,104,81
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Woonzorgcentrum Rivierenhof,0193::SB23,8032 HX,1459,918,47,6,0,0,0,908,63,0,0,0,0,0,971,63,130,7,282,88,115,128,105
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau School Het Stroomdal,0193::SB24,8032 CG,1803,809,25,1,0,2,0,780,53,0,2,0,0,0,833,104,109,18,190,69,137,117,65
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Dienstencentrum De Terp,0193::SB25,8022 BG,1388,728,38,10,0,0,0,737,39,0,0,0,0,0,776,50,120,24,169,66,128,92,79
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Geb. Muz. Ver. De Bazuin,0193::SB26,8022 RK,1411,550,17,1,0,0,0,540,28,0,0,0,0,0,568,41,63,13,153,53,113,71,43
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau School De Oosterenk,0193::SB27,8023 DJ,1281,1053,21,2,0,0,0,1030,46,0,0,0,0,0,1076,23,217,13,339,66,128,159,108
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Wijkcentrum Bestevaer,0193::SB28,8023 TP,1243,715,20,2,0,0,0,667,70,0,0,0,0,0,737,47,94,12,230,53,113,118,48
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Sportservice Zwolle,0193::SB29,8023 BL,1162,781,23,6,0,0,0,753,57,0,0,0,0,0,810,37,195,3,213,55,91,104,83
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Sportcampus De Pelikaan,0193::SB30,8034 PK,1041,649,14,1,0,0,0,573,91,0,0,0,0,0,664,28,153,75,86,28,88,82,109
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Woonzorgcentrum Berkumstede,0193::SB31,8024 CS,1587,1060,25,6,0,0,0,1006,84,0,1,0,1,0,1090,82,161,25,232,58,209,93,200
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Wijkcentrum De Weijenbelt,0193::SB32,8024 BZ,1682,1227,17,2,0,2,0,1143,105,0,0,2,0,0,1248,90,247,23,248,67,177,151,224
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Kulturhus Wijthmen,0193::SB33,8026 PS,962,522,6,3,0,0,0,474,57,0,0,0,0,0,531,28,73,16,75,31,53,40,206
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Woonzorgcentrum Westenhage,0193::SB34,8042 AD,1920,913,12,5,0,1,0,828,103,0,0,1,0,0,931,83,115,31,174,71,183,104,152
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,"Stembureau Stembureau vrije school ""Ridder Jorisschool""",0193::SB35,8042 HM,1513,978,19,3,0,1,0,917,84,0,0,1,0,0,1001,90,125,23,217,64,170,140,149
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau School De Schatkamer,0193::SB36,8043 VL,1887,958,16,3,0,0,2,872,103,0,0,0,0,0,977,37,247,14,264,63,133,109,91
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Wijkcentrum S.I.O.,0193::SB37,8014 AZ,1699,1278,21,5,0,0,0,1190,114,0,0,0,0,0,1304,90,204,40,360,73,240,136,135
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau School De Wingerd,0193::SB38,8014 GM,1715,1021,27,4,0,1,0,956,97,0,0,1,0,0,1053,57,127,15,316,74,177,142,113
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Gymzaal De Marshof,0193::SB39,8014 LA,1259,719,10,3,0,0,0,664,68,0,0,0,0,0,732,57,102,10,189,49,148,95,69
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Gymzaal in de Marshof,0193::SB40,8014 LA,1342,727,6,5,0,0,0,676,62,0,0,0,0,0,738,39,94,10,187,59,154,121,63
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Dorpshuis De Molenkamp,0193::SB41,8015 PM,522,358,5,0,0,0,0,329,34,0,0,0,0,0,363,25,60,5,93,24,59,32,60
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau School IJsselhof,0193::SB42,8014 BK,1572,888,20,3,0,0,0,869,42,0,0,0,0,0,911,74,144,17,254,67,163,89,80
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Windesheim Hogeschool,0193::SB43,8017 CA,1431,911,32,3,0,1,0,873,72,0,1,0,0,0,945,31,145,12,286,57,139,136,105
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau School De Ark,0193::SB44,8016 AX,1617,1083,22,1,0,0,0,1019,87,0,0,0,0,0,1106,72,204,15,294,69,173,152,104
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Koningskerk,0193::SB45,8016 ET,1483,783,12,1,0,2,0,737,61,0,0,2,0,0,798,69,106,24,219,42,147,106,70
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau School De Ichthus,0193::SB46,8017 AZ,1762,1089,34,5,0,0,0,1036,92,0,0,0,0,0,1128,44,196,7,283,57,190,155,157
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Woonzorgcentrum De Kievitsbloem,0193::SB47,8014 XP,1701,995,12,7,0,1,0,942,73,0,0,1,0,0,1015,121,124,26,255,79,140,126,124
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau IJsselheem locatie Werkeren,0193::SB48,8043 LK,1841,986,32,8,5,0,0,932,99,0,0,5,0,0,1031,80,174,19,263,81,154,112,103
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau School De Krullevaar,0193::SB49,8043 EA,1605,674,18,2,0,0,0,636,58,0,0,0,0,0,694,52,122,28,159,50,104,84,75
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Ontmoetingsruimte BVI,0193::SB50,8015 BX,1730,787,10,3,0,1,0,747,54,0,0,1,0,0,801,53,133,7,205,64,150,86,89
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau School De Phoenix,0193::SB51,8017 PA,1567,1038,21,1,0,0,0,962,98,0,0,0,0,0,1060,72,182,21,352,58,113,132,108
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau IJsselbolder,0193::SB52,8016 BE,1468,868,8,3,0,1,0,807,71,0,1,0,0,0,878,55,137,9,260,43,130,117,117
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Al Amana basisschool,0193::SB53,8043 EA,1682,960,27,4,0,0,0,900,93,1,0,2,1,0,993,66,178,15,237,86,159,131,88
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau ArtEZ Conservatorium,0193::SB54,8011 VD,1777,806,35,3,0,1,0,794,51,0,0,1,0,0,845,25,168,11,231,62,76,170,63
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Stadskantoor,0193::SB55,8017 JZ,1036,923,33,3,0,2,0,892,69,0,0,2,0,0,961,54,171,15,287,50,111,147,88
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Woonzorgcentrum Het Zonnehuis,0193::SB56,8043 WB,1798,998,21,2,0,0,0,887,134,0,0,0,0,0,1021,50,237,30,246,78,200,65,92
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau School Hilal,0193::SB57,8031 VA,1559,370,7,8,0,1,0,358,28,0,0,1,0,0,386,26,37,8,104,43,81,43,28
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Geb. IJsvereniging WVF,0193::SB58,8042 GC,1504,754,16,0,0,0,0,704,66,0,0,0,0,0,770,38,113,16,174,41,168,97,107
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Gymzaal van Het Mozaïek,0193::SB59,8012 XG,1376,832,14,2,0,0,0,794,55,0,0,0,0,0,849,44,120,8,297,55,126,119,63
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Milligers,0193::SB60,8043 ND,1377,765,25,3,0,1,0,719,73,0,1,0,0,0,792,61,163,22,174,51,112,107,75
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau School De Octopus,0193::SB61,8016 GB,1388,912,22,1,0,0,0,848,87,0,0,0,0,0,935,60,155,9,255,57,154,131,91
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau School Talentum,0193::SB62,8014 BK,1209,761,10,2,0,0,0,696,77,0,0,0,0,0,773,41,142,10,202,58,128,102,78
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Wijkcentrum De Vlasakkers,0193::SB63,8022 PZ,1305,484,16,9,0,2,0,481,26,0,2,0,0,0,507,40,80,4,116,49,73,67,55
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Recreatiezaal Parkzicht,0193::SB64,8023 XT,1241,634,19,1,0,1,0,613,42,0,0,1,0,0,655,48,125,17,154,31,100,84,75
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Cultuurhuis Stadshagen,0193::SB65,8043 LT ,1639,1138,32,2,0,0,1,1030,140,0,1,0,1,0,1171,53,243,16,276,72,205,156,117
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Sportpark De Verbinding,0193::SB66,8044 PG,1856,795,19,2,0,0,2,730,84,0,0,0,0,0,816,31,223,26,150,57,137,85,86
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau NS Station,0193::SB67,8011 CW,0,522,17,1,0,0,2,515,23,0,0,0,0,0,540,14,72,11,189,39,82,83,32
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Mobiel Stembureau,0193::SB68,8017 JZ,0,139,4,1,0,0,1,131,12,0,0,0,0,0,144,12,37,2,29,8,16,13,22
Drents Overijsselse Delta,Zwolle,AB2019_DrentsOverijsselseDelta,Algemeen bestuur van het waterschap Drents Overijsselse Delta 2019,24,Drents Overijsselse Delta,2019-03-20,Stembureau Stembureau Deltion College,0193::SB69,8031 AB,0,158,1,1,0,0,0,145,15,0,0,0,0,0,160,8,33,0,49,14,10,36,8
