contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,AWP niet politiek wel deskundig,Partij van de Arbeid (P.v.d.A.),CDA,Water Natuurlijk,Partij voor de Dieren,50PLUS,ChristenUnie-SGP,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),11,Waterschapspartij PUUR.
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Naaldwijk Careyn zorgcentrum Woerdblok,1783::SB11,2673 CX,1578,1128,13,2,0,0,0,1003,140,0,0,0,0,0,1143,435,85,54,314,106,25,56,39,3,2,0,9
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Naaldwijk De Regenboog,1783::SB12,2672 DR,1578,807,15,2,0,0,0,716,108,0,0,0,0,0,824,282,67,69,189,86,40,24,33,2,0,3,12
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Naaldwijk ISW Lage Woerd,1783::SB13,2671 AD,1578,229,3,0,0,0,2,207,23,0,0,0,0,0,232,69,18,34,41,26,15,12,5,1,1,0,7
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Honselersdijk De Hunselaer,1783::SB14,2675 XJ,1578,740,12,0,0,0,0,675,77,0,0,0,0,0,752,195,61,61,170,99,57,43,25,2,3,0,24
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Honselersdijk Zalencentrum Hemelsblauw,1783::SB15,2675 CL,1578,1326,23,0,0,0,0,1214,135,0,0,0,0,0,1349,387,114,68,393,159,69,51,27,13,0,2,43
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Honselersdijk Basisschool De Hoeksteen,1783::SB16,2675 XT,1578,580,9,2,0,0,0,513,78,0,0,0,0,0,591,154,57,43,156,52,36,25,25,2,4,4,22
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Honselersdijk Openbare Daltonschool,1783::SB17,2675 WJ,1578,285,5,0,0,0,0,261,29,0,0,0,0,0,290,93,21,26,77,30,15,6,9,0,1,0,7
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Maasdijk Basisschool Het Kompas,1783::SB18,2676 XH,1578,777,15,4,0,0,0,683,113,0,0,0,0,0,796,315,73,35,140,64,37,39,55,1,0,3,15
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Maasdijk Kerkgebouw De Hoeksteen,1783::SB19,2676 VP,1578,1126,9,6,0,0,0,1000,141,0,0,0,0,0,1141,422,80,41,270,89,46,28,114,5,1,3,27
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau 's-Gravenzande voormalig Gemeentekantoor,1783::SB20,2691 BE,1578,851,8,1,0,0,1,767,92,0,0,0,0,0,860,275,52,54,174,81,47,52,100,3,0,1,12
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau 's-Gravenzande Zwembad Maesemunde,1783::SB21,2691 GH,1578,447,4,1,0,0,0,393,59,0,0,0,0,0,452,147,33,24,97,27,25,24,58,2,0,4,6
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau 's-Gravenzande Bibliotheek,1783::SB22,2692 AG,1578,1178,16,7,0,0,265,801,135,0,0,0,0,0,1201,303,84,88,259,105,85,68,139,2,2,4,39
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau 's-Gravenzande Zalencentrum De Brug,1783::SB23,2691 GC,1578,1271,18,3,0,0,2,1165,125,0,0,0,0,0,1292,381,83,69,251,117,78,57,207,1,1,7,19
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau 's-Gravenzande Zalencentrum De Kiem,1783::SB24,2691 GC,1578,1044,16,3,0,0,0,954,109,0,0,0,0,0,1063,268,103,68,222,80,59,60,145,4,0,4,31
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau 's-Gravenzande Wijkcentrum Larix,1783::SB25,2691 DE,1578,795,20,5,0,0,1,737,82,0,0,0,0,0,820,154,45,65,201,88,58,42,113,1,0,2,26
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau 's-Gravenzande Verpleeghuis De Kreek,1783::SB26,2691 CK,1578,849,12,2,0,1,0,777,87,0,0,1,0,0,864,270,58,68,154,71,50,52,98,2,2,1,23
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau 's-Gravenzande Godfried Bomansschool,1783::SB27,2691 TM,1578,554,12,2,0,0,1,508,59,0,0,0,0,0,568,143,55,54,86,70,35,26,57,1,0,2,25
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau 's-Gravenzande Woonzorgcentrum Sonnevanck,1783::SB28,2692 BS,1578,755,13,2,0,0,0,673,97,0,0,0,0,0,770,191,48,43,167,73,51,40,113,6,0,5,18
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau 's-Gravenzande Pr.W.Alexanderschool,1783::SB29,2694 BW,1578,896,7,3,0,1,0,806,101,0,0,1,0,0,907,321,62,66,206,71,37,23,89,1,1,3,16
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau 's-Gravenzande Basisschool De Kameleon,1783::SB30,2691 LR,1578,539,12,4,0,0,0,485,69,0,1,0,1,0,554,170,21,19,154,56,21,22,53,1,3,4,15
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Monster Basisschool De Zeester,1783::SB31,2681 LB,1578,588,9,1,0,0,0,522,76,0,0,0,0,0,598,198,44,41,126,67,42,33,22,4,1,2,8
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Monster De Haven,1783::SB32,2681 LB,1578,1075,12,3,0,0,0,981,109,0,0,0,0,0,1090,246,80,61,203,110,55,65,207,2,1,4,41
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Monster Verenigingsgebouw De Hoeksteen,1783::SB33,2681 AB,1578,815,11,2,0,10,0,767,71,0,0,10,0,0,838,179,45,35,242,99,78,35,79,0,0,1,22
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Monster Bibliotheek,1783::SB34,2681 NT,1578,1569,23,8,0,0,0,1414,186,0,0,0,0,0,1600,321,135,108,300,229,163,102,135,10,2,8,56
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Monster Basisschool De Blinkerd,1783::SB35,2681 NW,1578,924,13,0,0,0,0,831,106,0,0,0,0,0,937,191,75,69,151,162,74,57,105,1,1,4,34
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Monster Het Westerhonk,1783::SB36,2681 JB,1578,456,3,1,0,0,0,411,49,0,0,0,0,0,460,108,20,40,101,80,46,11,39,2,0,1,8
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Ter Heijde Dorpshuis Het Vrondel,1783::SB37,2684 XE,1578,758,12,0,0,3,0,687,86,0,0,3,0,0,773,135,48,68,130,143,104,65,33,0,0,8,24
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Poeldijk Basisschool Verburch-hof,1783::SB38,2685 RS,1578,861,14,2,0,2,0,776,99,0,2,0,0,0,875,304,63,58,182,82,63,53,23,7,1,3,22
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Poeldijk Woonzorgcentrum De Terwebloem,1783::SB39,2685 GB,1578,1117,23,8,0,1,0,1051,98,0,0,1,0,0,1149,292,67,80,305,111,90,74,58,2,5,0,33
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Poeldijk Basisschool  De Nieuwe Weg,1783::SB40,2685 WB,1578,853,20,0,0,0,0,784,89,0,0,0,0,0,873,193,66,80,192,82,82,78,32,0,3,5,40
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wateringen Wijkcentrum Terra Nova,1783::SB41,2291 VS,1578,678,10,4,0,1,0,611,80,0,1,0,0,0,691,137,63,65,146,72,68,68,15,2,6,8,28
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wateringen Parochiezaal De Kolenkit,1783::SB42,2291 SZ,1578,1132,17,7,0,2,0,1043,115,0,0,2,0,0,1158,249,96,97,252,118,107,96,42,12,7,1,55
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wateringen Careyn De Ark,1783::SB43,2291 BD,1578,1163,14,7,0,0,0,1053,131,0,0,0,0,0,1184,263,113,126,246,136,91,86,36,4,5,1,56
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wateringen Kerkelijk Centrum De Smidse,1783::SB44,2291 CA,1578,1426,14,7,0,0,0,1298,149,0,0,0,0,0,1447,401,125,146,298,142,93,84,56,14,11,2,54
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wateringen Ontmoetingsruimte De Vang,1783::SB45,2291 LC,1578,662,13,0,0,0,0,615,60,0,0,0,0,0,675,139,82,91,123,77,49,45,25,4,0,3,24
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wateringen Ontmoetingsplek Joop,1783::SB46,2292 CG,1578,837,24,2,0,0,0,769,93,0,1,0,0,0,862,247,81,83,151,98,42,53,22,7,0,0,53
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wateringen St. Jozefbasisschool,1783::SB47,2292 AD,1578,560,10,0,0,0,0,492,78,0,0,0,0,0,570,157,56,57,106,39,49,38,17,5,2,1,33
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Kwintsheul Dorpshuis Kastanjehof,1783::SB48,2295 LB,1578,1204,16,7,0,0,0,1092,135,0,0,0,0,0,1227,384,100,70,345,132,48,57,33,3,2,2,28
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Kwintsheul Basisschool Andreashof,1783::SB49,2295 PE,1578,727,11,0,0,0,0,667,71,0,0,0,0,0,738,183,57,74,181,83,48,52,19,2,1,7,20
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau De Lier Partycentrum De Rank,1783::SB50,2678 AV,1577,777,12,6,0,1,0,720,76,0,0,1,0,0,796,233,61,40,199,139,37,20,33,3,2,1,9
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau De Lier Partycentrum 't Centrum,1783::SB51,2678 CM,1577,1298,21,4,0,1,0,1184,140,0,0,1,0,0,1324,358,94,66,382,208,62,37,60,3,1,3,24
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau De Lier Basisschool Prins Willem-Alexander,1783::SB52,2678 TX,1577,703,15,2,0,0,0,650,70,0,0,0,0,0,720,141,63,30,219,145,33,22,32,2,2,2,12
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau De Lier Bibliotheek / De Viermaster,1783::SB53,2678 BP,1577,925,14,1,0,0,1,863,76,0,0,0,0,0,940,228,94,43,210,222,40,23,35,5,0,8,17
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau De Lier Sportcentrum Vreeloo,1783::SB54,2678 LN,1577,1170,16,3,0,0,0,1056,133,0,0,0,0,0,1189,384,91,56,280,223,46,26,34,3,2,2,23
Delfland,Westland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau De Lier De Achtsprong,1783::SB55,2678 TC,1577,728,6,3,0,0,1,649,87,0,0,0,0,0,737,225,61,47,154,134,29,29,37,5,1,0,6
