contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,VVD,Partij van de Arbeid (P.v.d.A.),Vrienden van de Berkel,AWP niet politiek wel deskundig,50PLUS,Vereniging Dorpshuizen en Kleine Kernen
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Canadaschool,0222::SB11,7006AD,908,515,11,5,0,3,0,497,37,0,0,3,0,0,534,109,101,108,99,16,41,33,8
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Fort Garry Horse,0222::SB12,7007BK,1086,464,2,3,0,0,0,435,34,0,0,0,0,0,469,65,129,73,88,22,33,37,17
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Den Ooiman,0222::SB13,7009AM,1140,558,2,2,0,0,0,506,56,0,0,0,0,0,562,131,111,103,112,22,42,26,11
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau OBS Hagen,0222::SB14,7009CZ,1662,802,25,1,0,0,0,750,78,0,0,0,0,0,828,131,170,118,192,36,61,77,17
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Noorderlicht,0222::SB15,7002CC,1683,435,19,6,0,0,0,420,41,0,0,1,0,1,461,58,107,30,117,25,32,49,17
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau De WIjngaard,0222::SB16,7009DZ,1639,900,20,5,0,0,0,835,90,0,0,0,0,0,925,252,185,105,158,42,71,61,26
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Graafschap College,0222::SB17,7001EA,0,59,0,0,0,0,0,53,6,0,0,0,0,0,59,8,14,9,13,1,5,2,7
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau De Pol,0222::SB18,7011BJ,1664,989,31,4,0,0,0,952,72,0,0,0,0,0,1024,285,175,124,160,33,97,52,63
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Wis en Wierig,0222::SB19,7011BP,1383,404,8,4,0,0,0,375,41,0,0,0,0,0,416,101,68,63,67,23,32,27,23
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Pelgrim,0222::SB20,7011MK,1424,988,30,4,0,0,0,926,96,0,0,0,0,0,1022,276,171,131,168,33,106,61,42
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau OBS de Huet,0222::SB21,7006DG,1004,614,8,1,0,0,0,623,0,0,0,0,0,0,623,96,150,104,136,22,38,47,21
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Waterschapsgebouw,0222::SB22,7006GG,1848,725,13,5,0,0,0,700,43,0,0,0,0,0,743,140,188,112,150,38,33,51,13
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau OCTA,0222::SB23,7006SM,1649,716,18,2,0,0,0,658,78,0,0,0,0,0,736,111,160,107,181,30,43,66,18
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau De Bongerd,0222::SB24,7006NH,1440,1109,23,6,0,0,0,1057,82,1,0,1,0,0,1139,162,243,175,250,47,97,111,24
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Plattenburg,0222::SB25,7006SM,1443,821,24,1,0,0,0,793,53,0,0,0,0,0,846,142,190,113,192,50,50,66,18
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau De Wingerd,0222::SB26,7006NK,1161,595,7,5,0,0,1,567,37,0,2,0,2,0,605,125,136,55,133,36,52,46,12
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Stadsmuseum,0222::SB27,7001BS,779,377,10,5,0,0,0,370,22,0,0,0,0,0,392,65,65,100,74,6,19,40,8
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Dichterbij,0222::SB28,7007LA,1042,777,20,4,0,2,0,725,74,0,2,0,0,0,799,112,131,191,193,36,44,44,26
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Waterrijk,0222::SB29,7007LB,1608,926,17,4,0,0,0,877,70,0,0,0,0,0,947,177,185,188,193,38,62,67,16
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Oldershove,0222::SB30,7031VE,1579,933,19,7,0,0,2,864,93,0,0,0,0,0,959,322,174,101,142,32,42,72,48
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Ons Huis,0222::SB31,7031AG,2020,1076,13,9,0,15,1,986,96,0,15,0,0,0,1083,392,190,118,139,28,71,63,75
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau De Horst,0222::SB32,7031HJ,1196,535,0,6,0,0,0,493,48,0,0,0,0,0,541,254,62,50,56,22,20,17,54
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Dichtertje,0222::SB33,7007GZ,1075,269,9,2,0,0,0,248,32,0,0,0,0,0,280,49,60,54,45,15,12,21,13
Rijn en IJssel,Doetinchem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Brandweerkazerne,0222::SB34,7031AM,903,279,3,1,0,1,0,256,28,0,0,1,0,0,284,103,50,42,30,3,10,20,21
