contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Basisschool Lahrhof,1883::SB11,6132 GN,1472,1008,31,6,0,2,2,924,121,0,0,2,0,0,1047,99,3,44,17,3,504,61,1,0,14,141,63,11,47
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Zalencentrum De Oase,1883::SB12,6137 RX,2175,1064,49,13,0,0,0,1016,110,0,0,0,0,0,1126,57,6,60,16,5,569,47,0,4,27,153,62,7,51
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Poppodium Volt,1883::SB13,6131 GZ,2181,994,29,9,0,0,0,920,112,0,0,0,0,0,1032,69,8,49,13,3,572,41,2,3,6,97,56,8,67
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau DVO Sportpark Overhoven,1883::SB14,6136 XX,1160,539,13,4,0,0,0,502,54,0,0,0,0,0,556,27,4,30,6,3,299,19,1,3,3,50,40,2,52
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis Oos Kaar,1883::SB15,6136 AS,1753,905,1,19,0,4,0,833,96,0,0,4,0,0,929,78,5,44,15,4,461,49,0,1,11,132,43,9,53
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Activiteitencentrum Sittard,1883::SB16,6135 EN,1139,474,13,7,0,1,1,436,56,0,1,0,0,0,493,38,3,18,6,1,262,15,1,0,2,53,38,1,36
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Buurtcentrum Limbrichterveld,1883::SB17,6135 BN,1608,658,26,1,0,0,0,624,59,0,2,0,2,0,683,37,7,53,10,4,336,22,0,1,8,67,57,6,50
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Zorgcentrum Hoogstaete,1883::SB18,6135 JL,2068,1057,56,7,0,0,0,1004,116,0,0,0,0,0,1120,137,8,58,10,10,519,54,4,0,10,129,51,13,54
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Basisschool De Lemborgh,1883::SB19,6141 LK,1090,653,19,6,0,0,0,606,73,1,0,1,0,0,679,61,1,19,5,2,428,21,0,0,6,57,25,3,25
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis Limbricht,1883::SB20,6141 AG,1013,555,16,1,0,0,0,519,53,0,0,0,0,0,572,36,6,49,5,3,350,12,0,0,7,38,26,4,19
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis 't Tuurhoes,1883::SB21,6143 BC,1005,515,19,3,0,0,0,477,60,0,0,0,0,0,537,72,5,29,6,0,308,10,0,2,6,37,23,3,14
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis 't Klaverblad,1883::SB22,6142 AD,1130,601,14,1,0,1,0,547,70,0,0,1,0,0,617,209,5,16,2,7,244,14,0,0,4,45,23,3,29
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Jeugdhuis Scouting Munstergeleen,1883::SB23,6151 BX,1878,887,26,4,0,0,0,830,87,0,0,0,0,0,917,87,1,31,14,5,509,35,0,1,22,87,49,4,42
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis 't Trefpunt,1883::SB24,6151 CD,2070,1181,38,11,0,0,0,1115,116,0,0,1,0,1,1231,106,5,41,30,4,630,50,1,1,13,137,69,11,83
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Stadswinkel Sittard-Geleen,1883::SB25,6161 GE,1693,1137,36,11,0,0,1,1059,124,0,0,0,0,0,1184,114,11,21,12,3,659,54,1,2,15,105,64,16,60
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Multifunctioneel Centrum de Reunïe,1883::SB26,6161 SX,1275,541,21,5,0,0,0,508,59,0,0,0,0,0,567,67,7,13,9,2,282,21,2,1,0,43,48,11,35
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau VuMaasland,1883::SB27,6162 XZ,2050,696,17,4,0,0,89,626,1,0,1,0,1,0,716,63,5,6,22,7,396,32,0,0,8,72,40,10,35
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Wijksteunpunt Olympiastaete,1883::SB28,6162 ED,1728,580,19,3,0,0,0,554,48,0,0,0,0,0,602,50,6,15,6,1,351,20,2,1,4,67,33,5,19
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Basisschool de Springplank,1883::SB29,6163 XW,1822,673,28,9,0,0,0,617,93,0,0,0,0,0,710,42,11,23,11,2,389,22,2,0,4,50,49,13,55
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis 't Volkshoes,1883::SB30,6163 BW,1775,1019,20,4,0,0,0,908,135,0,0,0,0,0,1043,60,15,45,18,9,598,38,4,2,10,83,79,8,50
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Partners in Welzijn,1883::SB31,6163 BH,1641,499,18,3,0,0,0,458,63,1,0,1,0,0,521,22,8,10,16,3,307,20,2,1,7,41,37,2,23
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Basisschool de Hoefer,1883::SB32,6164 GM,2173,821,22,2,0,1,0,769,77,0,0,1,0,0,846,56,1,19,12,6,495,36,2,1,12,75,54,15,37
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau WZC Bunderhof,1883::SB33,6164 EM,1833,803,19,6,0,0,0,828,1,0,0,1,0,1,829,53,1,20,14,5,553,35,4,0,5,36,32,7,38
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Wijksteunpunt Amusant,1883::SB34,6164 XR,2004,697,20,6,0,0,2,657,64,0,0,0,0,0,723,63,5,13,18,2,384,43,3,0,6,66,44,6,44
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Scouting Verkenners Kluis,1883::SB35,6165 SR,1961,1082,31,9,0,0,1,980,141,0,0,0,0,0,1122,100,3,13,18,8,665,69,2,0,4,113,51,4,32
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau SBO-De Blinker,1883::SB36,6166 XM,1577,585,15,6,0,0,0,513,93,0,0,0,0,0,606,45,0,17,13,3,345,35,2,1,6,50,41,3,24
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau WZC Oud Geleen,1883::SB37,6166 CT,1583,733,26,7,0,1,0,686,81,0,0,1,0,0,767,39,6,22,13,1,447,38,3,0,9,68,38,8,41
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Basisschool de Driesprong,1883::SB38,6166 EG,1744,1189,39,12,0,0,0,1089,152,1,0,1,0,0,1241,102,3,19,11,2,731,65,5,1,18,128,55,8,41
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Zuyderland Medisch Centrum,1883::SB39,6162 BG,1890,556,22,4,0,0,1,502,79,0,0,0,0,0,582,55,2,15,8,3,299,26,2,0,12,53,39,7,35
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis Buchten,1883::SB40,6122 CK,1394,756,24,4,0,0,0,702,82,0,0,0,0,0,784,45,8,132,9,6,401,19,4,0,4,43,35,7,43
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis Holtum,1883::SB41,6123 AL,1002,558,11,3,0,0,0,523,49,0,0,0,0,0,572,40,5,116,4,4,272,18,1,1,2,36,28,4,27
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Voormalig Gemeentehuis Born,1883::SB42,6121 XK,1735,642,23,2,0,0,0,592,76,1,0,1,0,0,668,48,1,75,5,5,351,34,2,2,4,47,38,4,26
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis Born,1883::SB43,6121 JE,1638,952,31,7,0,0,2,880,108,0,0,0,0,0,990,71,7,112,13,5,514,27,2,5,12,64,52,9,59
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Zorgcentrum Aldenhof,1883::SB44,6121 NZ,1614,781,20,5,0,0,0,724,82,0,0,0,0,0,806,82,2,99,16,5,373,24,0,1,13,75,59,5,27
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Harmoniezaal Obbicht,1883::SB45,6125 BE,1540,841,26,0,0,0,0,771,97,0,0,1,0,1,868,119,7,73,17,9,431,24,8,1,2,47,48,5,50
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis Oos Hoes,1883::SB46,6127 BG,1300,739,21,8,0,0,0,673,95,0,0,0,0,0,768,47,2,68,0,0,437,22,1,0,13,71,35,7,36
Limburg,Sittard-Geleen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Zaal Aurora Grevenbicht,1883::SB47,6127 BL,1307,645,23,8,0,0,0,620,56,0,0,0,0,0,676,56,1,43,10,0,408,17,0,4,2,41,31,7,25
