contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gebouw Leger des Heils,0243::SB11,3844BD,1260,809,12,4,0,0,0,768,57,0,0,0,0,0,825,145,114,150,103,74,36,124,37,24,2
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Woonzorgcentrum 'Randmeer',0243::SB12,3844DE,1344,819,22,7,1,0,0,797,52,0,0,1,0,0,849,152,149,116,65,76,27,137,28,57,12
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Zalencentrum 'de Roef' (1),0243::SB13,3844JV,1481,837,12,4,0,2,0,778,77,0,0,2,0,0,855,96,81,128,89,127,26,177,41,67,5
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Zalencentrum 'de Roef' (2),0243::SB14,3844JV,1251,702,7,3,1,0,0,647,64,0,1,0,0,0,711,76,79,117,80,107,17,128,49,45,4
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau GBS 'Fontanusschool',0243::SB15,3844HZ,1231,879,17,1,0,0,0,844,53,0,0,0,0,0,897,119,66,194,103,103,27,134,68,61,4
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau 'Dorpskerk' Hierden,0243::SB16,3849AD,1419,953,7,1,0,1,0,867,93,0,1,0,0,0,960,151,185,205,54,34,111,130,25,56,2
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau 'Dorpshuis' Hierden,0243::SB17,3849AD,1332,536,5,0,0,0,0,470,71,0,0,0,0,0,541,114,85,88,32,16,60,90,12,37,2
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Wooncentrum 'Walstein',0243::SB18,3848AE,1301,653,6,4,0,0,0,599,64,0,0,0,0,0,663,98,102,120,50,61,31,119,21,46,5
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Hervormde kerk 'Het Visnet',0243::SB19,3848DE,1117,817,10,6,0,0,0,765,68,0,0,0,0,0,833,105,118,205,50,69,41,144,27,50,8
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal Drielanden (1),0243::SB20,3845GC,1445,582,7,3,0,0,0,520,72,0,0,0,0,0,592,101,69,124,41,75,26,85,28,31,2
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal Drielanden (2),0243::SB21,3845GC,1302,699,6,2,0,1,0,633,75,0,0,1,0,0,708,134,75,140,63,80,11,106,47,40,3
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal Drielanden (3),0243::SB22,3845GC,1271,793,15,0,0,0,0,744,64,0,0,0,0,0,808,162,102,147,57,81,23,132,55,31,3
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal Drielanden (4),0243::SB23,3845GC,1618,1009,19,2,0,1,0,924,105,0,1,0,0,0,1029,167,166,153,85,109,38,159,66,65,1
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau CBS 'Het Startblok',0243::SB24,3845KA,1453,893,8,1,0,1,0,787,116,0,0,1,0,0,903,201,121,165,88,72,44,112,53,34,3
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Hervormde kerk 'Het Visnet' (av),0243::SB25,3848DE,650,372,4,0,0,0,0,339,37,0,0,0,0,0,376,52,63,101,26,19,15,56,22,14,4
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Wijkontmoetingscentrum Stad (de Tinne),0243::SB26,3841XH,1452,702,3,0,0,0,0,645,60,0,0,0,0,0,705,111,70,91,70,90,37,136,40,54,3
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Mobiel stembureau (1),0243::SB27,,0,146,0,0,0,1,14,131,0,0,1,0,0,0,145,15,27,25,4,18,7,28,7,13,2
Vallei en Veluwe,Harderwijk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Mobiel stembureau (2),0243::SB28,,0,187,6,0,0,0,0,181,12,0,0,0,0,0,193,30,21,25,26,29,3,26,18,9,0
