contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,AWP niet politiek wel deskundig,VVD,ChristenUnie,OUDERENPARTIJ,Staatkundig Gereformeerde Partij (SGP),8,50PLUS
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Verpleegtehuis De Bleerinck,0114::SB24,,1484,611,8,8,0,0,0,590,37,0,0,0,0,0,627,92,232,65,58,52,52,5,1,54
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Zorgcentrum Holtingerhof,0114::SB26,,1616,801,19,5,5,0,0,770,60,0,0,5,0,0,830,151,308,83,75,55,52,5,3,69
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau 't Brinkenhoes,0114::SB27,,2027,1097,33,6,0,0,0,1043,94,1,0,1,0,0,1137,137,412,100,85,74,139,21,5,124
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Kerkgebouw De Bron,0114::SB28,,2094,966,27,5,0,0,1,918,79,0,0,0,0,0,998,88,385,99,57,100,117,4,7,109
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Sporthal De Eendracht,0114::SB43,,803,395,5,2,0,0,0,351,51,0,0,0,0,0,402,66,131,50,15,15,80,4,1,33
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Dorpshuis De Meerstal,0114::SB44,,1224,601,6,3,0,0,0,548,59,0,3,0,3,0,607,92,207,75,26,16,103,6,6,70
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Gemeentewinkel Klazienaveen,0114::SB45,,1850,747,20,4,0,0,0,694,77,0,0,0,0,0,771,143,187,96,58,23,156,1,7,76
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Zorgcentrum Dillehof,0114::SB46,,1409,673,24,2,0,0,0,624,75,0,0,0,0,0,699,112,146,104,64,32,129,8,4,74
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau O.b.s. De Spil,0114::SB49,,2041,957,20,5,0,0,0,884,98,0,0,0,0,0,982,107,293,116,56,33,229,7,3,113
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Wijk- en Dienstencentrum Noorderbreedte,0114::SB50,,1922,682,23,3,0,1,0,640,67,0,1,0,0,0,707,95,159,95,47,31,152,7,0,96
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Sporthal de Zon,0114::SB51,,1093,505,7,0,0,4,0,477,39,0,0,4,0,0,516,101,108,82,64,27,79,5,1,38
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Buurthuis 't Hoekje,0114::SB53,,1319,749,2,15,0,2,0,676,92,0,0,2,0,0,768,115,199,130,45,19,143,7,3,88
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Dorpshuis De Klink,0114::SB54,,1020,476,7,3,0,0,0,440,46,0,0,0,0,0,486,41,113,60,27,11,162,3,3,56
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Parc Centrum Sandur,0114::SB55,,1701,907,21,2,0,0,0,850,80,0,0,0,0,0,930,112,303,120,164,74,49,4,2,79
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Dorphuis d'Aole Turfstee,0114::SB56,,359,211,7,0,0,0,0,175,43,0,0,0,0,0,218,19,70,24,26,9,30,0,0,33
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau S.K.W. Barnstee,0114::SB57,,92,53,1,0,0,0,0,50,4,0,0,0,0,0,54,18,11,4,4,2,9,0,0,5
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau 't Schienvat,0114::SB59,,1765,1043,13,2,0,0,0,957,101,0,0,0,0,0,1058,269,244,141,86,33,156,10,15,89
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau O.b.s. De Anbrenge,0114::SB60,,2108,1047,12,3,0,3,0,991,74,0,0,3,0,0,1065,223,257,158,140,30,123,22,2,92
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau P.C. b.s. De Bron,0114::SB63,,1326,604,16,1,0,0,0,563,58,0,0,0,0,0,621,120,176,71,78,35,56,5,4,59
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Zorgcentrum Oldersheem,0114::SB64,,1930,926,15,22,0,4,0,859,100,0,4,0,0,0,959,179,257,111,79,37,132,8,5,118
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau P.C.b.s. Het Anker,0114::SB65,,1434,712,15,1,0,2,0,671,59,0,0,2,0,0,730,78,276,86,64,60,53,10,2,83
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Zorgcentrum Valkenhof,0114::SB66,,1741,1081,16,4,0,0,0,1025,76,0,0,0,0,0,1101,146,401,134,107,89,93,14,3,94
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,"Stembureau Obs de Lisdodde, Eidereend",0114::SB67,,1904,569,13,1,0,0,0,537,46,0,0,0,0,0,583,80,213,63,67,36,52,5,4,49
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Obs de Lisdodde,0114::SB68,,2102,1509,29,4,0,0,0,1389,151,0,2,0,2,0,1540,201,555,191,239,108,99,7,7,102
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Zalencentrum d' Aol Meul,0114::SB69,,968,416,10,3,0,0,0,392,37,0,0,0,0,0,429,68,120,44,45,13,62,7,2,55
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Woonvoorziening d'olde Beke,0114::SB72,,1649,837,7,1,0,3,0,786,62,0,0,3,0,0,848,320,178,80,102,30,59,4,2,62
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Verzorgingscentrum De Anloop,0114::SB73,,1761,1005,17,1,0,1,0,950,72,0,1,0,0,0,1022,425,214,83,90,34,89,8,7,55
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Dagcentrum De Beek,0114::SB74,,1036,504,4,4,0,0,0,458,54,0,0,0,0,0,512,207,86,45,59,11,46,5,4,41
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau De Webbe,0114::SB75,,1375,573,13,3,0,0,0,544,45,0,0,0,0,0,589,139,122,81,42,15,91,5,4,74
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Verenigingsgebouw 't Trefpunt,0114::SB76,,520,251,8,0,0,0,0,243,16,0,0,0,0,0,259,58,78,21,13,12,31,2,0,36
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Drenthe College Locatie Veldlaan,0114::SB77,,1448,608,23,3,0,0,0,572,62,0,0,0,0,0,634,93,203,63,35,37,103,7,1,66
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau St. Gerardusschool,0114::SB78,,0,18,0,0,0,0,0,13,4,0,1,0,1,0,17,7,3,2,0,1,3,0,0,2
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau S.C.C. De Schalm,0114::SB79,,1367,615,5,9,0,0,0,573,55,0,1,0,1,0,628,72,198,83,64,23,97,3,2,73
Vechtstromen,Emmen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau M.F.A. Het Venster,0114::SB81,,580,322,10,0,0,0,0,298,34,0,0,0,0,0,332,43,113,43,58,27,18,4,1,15
