contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,VVD,Partij van de Arbeid (P.v.d.A.),Vrienden van de Berkel,AWP niet politiek wel deskundig,50PLUS,Vereniging Dorpshuizen en Kleine Kernen
Rijn en IJssel,Oude IJsselstreek,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Van Pallandthal kantine,1509::SB12,7051DE,1568,905,15,5,0,0,0,850,75,0,0,0,0,0,925,203,145,178,89,49,168,41,32
Rijn en IJssel,Oude IJsselstreek,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Op Koers,1509::SB13,7051AK,1622,748,23,4,0,0,0,715,60,0,0,0,0,0,775,173,100,131,106,38,133,38,29
Rijn en IJssel,Oude IJsselstreek,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau De Bettekamp,1509::SB14,7051AK,1652,888,18,4,0,0,0,840,70,0,0,0,0,0,910,175,173,101,153,44,168,44,30
Rijn en IJssel,Oude IJsselstreek,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Kulturhus,1509::SB15,7061ZM,1644,790,39,2,0,3,0,766,68,0,0,3,0,0,834,117,148,100,164,35,132,69,25
Rijn en IJssel,Oude IJsselstreek,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Antonia Verpleeghuis,1509::SB16,7061AP,1684,830,18,3,0,0,0,786,64,0,1,0,1,0,850,184,134,107,152,40,113,68,32
Rijn en IJssel,Oude IJsselstreek,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau De Schuylenburch,1509::SB17,7064AL,1567,786,12,8,0,0,0,738,68,0,0,0,0,0,806,156,86,111,186,25,146,53,23
Rijn en IJssel,Oude IJsselstreek,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Ons Pakhuus,1509::SB18,7064GK,1632,800,26,1,0,2,0,745,84,0,0,2,0,0,829,140,103,83,158,29,209,51,27
Rijn en IJssel,Oude IJsselstreek,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau De Drie Linden,1509::SB19,7064GP,1658,749,17,1,0,0,0,702,65,0,0,0,0,0,767,147,91,63,174,22,186,48,18
Rijn en IJssel,Oude IJsselstreek,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Buurtschapshuis Sinderen,1509::SB20,7065BM,805,440,3,1,0,0,0,394,50,0,0,0,0,0,444,146,78,53,40,12,71,18,22
Rijn en IJssel,Oude IJsselstreek,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Buurtschapshuus Heelweg,1509::SB21,7055AW,800,382,5,3,0,0,0,346,44,0,0,0,0,0,390,108,39,62,49,11,64,14,35
Rijn en IJssel,Oude IJsselstreek,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Kulturhus de Vos,1509::SB22,7054BH,944,520,4,0,0,0,0,484,40,0,0,0,0,0,524,94,87,86,64,26,100,26,37
Rijn en IJssel,Oude IJsselstreek,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Debbeshoek,1509::SB23,7071XL,1739,718,22,5,0,0,0,688,57,0,0,0,0,0,745,168,96,63,169,22,88,66,46
