contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,AWP niet politiek wel deskundig,Partij van de Arbeid (P.v.d.A.),CDA,Water Natuurlijk,Partij voor de Dieren,50PLUS,ChristenUnie-SGP,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),11,Waterschapspartij PUUR.
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Basisschool Het Mozaïek,0503::SB11,2614 EP,1840,641,21,7,0,3,0,621,51,0,0,3,0,0,672,51,115,124,57,130,78,31,32,1,5,0,17
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Gebouw Het Westlandhof,0503::SB12,2614 HX,2275,985,23,4,0,4,0,1016,0,0,0,4,0,0,1016,160,171,180,117,152,72,64,40,4,2,0,23
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Laurentius Praktijkschool,0503::SB13,2613 XP,1742,1110,24,1,1,2,1,1028,103,0,3,0,0,0,1132,163,198,186,107,233,115,57,35,4,1,0,11
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Seniorencomplex Parkzicht,0503::SB14,2613 LC,1660,713,8,3,0,1,0,678,47,0,0,1,0,0,725,90,99,119,74,134,87,48,38,2,0,2,20
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Freinetschool Delft,0503::SB15,2613 LE,1929,1162,19,6,0,0,1,1085,101,0,0,0,0,0,1187,124,246,199,80,268,121,37,55,1,2,3,26
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Gabriëlschool,0503::SB16,2613 VX,2040,419,11,0,0,1,0,407,22,0,1,0,0,0,429,67,56,85,20,83,54,14,18,2,1,1,18
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau TU Fac Elektrotechn Wisk & Informat,0503::SB17,2628 CD,2019,1507,95,1,0,2,2,1545,58,0,0,2,0,0,1605,215,347,218,101,378,139,10,39,10,1,2,47
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wijkcentrum Delft Noord,0503::SB18,2612 CB,1794,722,9,5,0,0,0,735,1,0,0,0,0,0,736,71,126,101,61,149,104,48,34,7,2,1,18
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Historisch Joris,0503::SB19,2612 GA,1363,749,18,2,0,2,0,716,55,0,0,2,0,0,771,107,159,95,65,153,77,29,49,0,3,0,12
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Verpleeghuis De Bieslandhof,0503::SB20,2612 VC,2139,1025,15,4,0,5,1,944,104,0,0,5,0,0,1049,120,193,155,75,217,128,66,40,3,2,4,22
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Montessorischool Jan Vermeer,0503::SB21,2612 SR,1382,562,16,5,0,0,0,552,31,0,0,0,0,0,583,96,92,83,27,122,70,28,26,0,2,2,14
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Van Lodensteynstraat 83A,0503::SB22,2612 RZ,1662,614,20,1,0,1,0,603,33,0,0,1,0,0,636,60,91,94,53,109,106,45,18,3,4,1,30
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Buurthuis Onder de Schie,0503::SB23,2628 AJ,1737,1116,30,2,0,2,0,1079,71,0,0,2,0,0,1150,163,177,195,73,299,99,38,45,3,2,0,22
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau TU Aula,0503::SB24,2628 CC,1088,995,69,5,0,1,3,1033,34,0,0,1,0,0,1070,160,187,171,43,267,101,8,28,2,1,5,22
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Prins Mauritsschool,0503::SB25,2628 GJ,1994,1028,19,4,0,1,0,1029,21,0,1,0,0,0,1050,104,180,158,74,232,120,52,72,3,1,2,30
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Vrijetijdscentrum De Wipmolen,0503::SB26,2628 JR,2096,665,29,9,0,2,1,648,52,0,2,0,0,0,701,79,134,95,43,116,71,52,40,4,5,7,19
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Aventurijn,0503::SB27,2614 SK,1820,772,10,1,0,0,1,686,94,0,2,0,2,0,781,145,145,109,82,122,73,27,42,4,2,0,21
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wijkwerk Wippolder,0503::SB28,2628 JN,2358,550,14,8,0,0,0,541,32,1,0,1,0,0,573,63,90,85,42,104,77,37,30,0,2,3,17
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Buurthuis De Wending,0503::SB29,2613 RW,2053,946,11,5,0,0,0,906,56,0,0,0,0,0,962,90,169,164,63,210,157,31,39,1,1,3,18
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Delftse Montessorischool,0503::SB30,2613 JK,1658,647,37,4,0,0,0,656,32,0,0,0,0,0,688,88,125,105,39,153,64,28,17,1,8,0,19
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Woonzorgcentrum Delfshove,0503::SB31,2624 DS,2065,542,25,5,0,2,2,521,51,0,0,2,0,0,574,67,77,101,37,116,62,24,27,0,10,4,17
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Marcuskerk,0503::SB32,2624 TH,2182,976,44,4,0,2,1,966,59,0,0,2,0,0,1026,113,219,156,69,185,82,38,79,3,8,7,17
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Praktijkschool Grotius College,0503::SB33,2624 LD,1581,572,18,3,0,3,0,542,48,0,3,0,0,0,590,75,138,100,47,71,68,28,28,2,4,0,11
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wijkcentrum De Vleugel,0503::SB34,2624 LD,2332,769,23,8,0,0,0,725,75,0,0,0,0,0,800,95,130,137,76,129,86,46,41,0,5,2,22
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Buurthuis Het Voorhof,0503::SB35,2624 XL,1921,686,30,4,0,0,0,672,48,0,0,0,0,0,720,91,86,123,63,138,78,25,50,2,5,2,23
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Basisschool De Bron,0503::SB36,2622 EA,2255,853,9,8,0,4,0,772,94,0,4,0,0,0,866,136,155,121,68,124,90,63,38,2,4,4,48
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Woonzorgcentrum Stefanna,0503::SB37,2624 LW,1554,714,14,0,0,0,0,678,50,0,0,0,0,0,728,102,133,99,84,95,66,64,34,1,4,4,28
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Woonzorgcentrum Vijverhof,0503::SB38,2625 PM,1619,917,15,3,0,1,0,871,66,1,0,2,0,0,937,114,137,158,86,153,93,65,46,3,2,8,52
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Delftse Daltonschool,0503::SB39,2625 KX,1510,926,15,4,0,0,0,859,87,1,0,1,0,0,946,166,169,156,92,178,81,31,36,1,2,2,12
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Jongerencentrum The Culture,0503::SB40,2625 CZ,1356,452,7,3,0,0,0,422,40,0,0,0,0,0,462,25,72,100,51,68,48,46,21,3,3,1,14
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wooncentrum Die Buytenweye,0503::SB41,2625 TD,1689,597,10,14,0,2,0,577,46,0,0,2,0,0,623,37,91,126,65,89,64,48,37,2,12,3,23
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wijkcentrum Het Buitenhuis,0503::SB42,2625 RE,1365,573,24,2,0,0,0,575,24,0,0,0,0,0,599,66,105,82,50,116,72,36,19,3,0,1,23
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Basisschool De Horizon,0503::SB43,2625 BW,1886,499,20,6,0,0,0,484,40,0,1,0,0,0,524,50,77,123,27,84,46,42,22,2,8,5,13
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Rkbs  De Bonte Pael,0503::SB44,2622 EE,2428,1458,33,2,0,2,0,1363,132,0,0,2,0,0,1495,186,263,248,105,248,174,126,35,4,5,6,58
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Vierhovenkerk,0503::SB45,2625 XN,1831,477,18,4,0,0,0,462,37,0,0,0,0,0,499,55,65,89,39,64,56,54,21,2,3,1,28
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wijkcentrum De Hofstee,0503::SB46,2622 DW,1761,531,10,5,0,0,0,508,38,0,0,0,0,0,546,52,84,89,52,112,50,39,34,0,1,2,16
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Basisschool De Regenboog,0503::SB47,2623 MZ,1611,1325,44,3,0,3,0,1256,119,0,0,3,0,0,1375,148,227,200,63,286,179,104,51,7,9,6,45
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau School De Ark,0503::SB48,2623 NW,1785,901,19,4,0,0,0,838,86,0,0,0,0,0,924,90,139,175,73,189,106,63,36,0,1,1,28
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau School De Eglantier Tanthof,0503::SB49,2622 HB,2114,957,16,1,0,5,0,898,81,0,0,5,0,0,979,131,188,142,63,172,108,68,39,1,4,5,36
