contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Water, Wonen en Natuur",VVD,ChristenUnie/SGP,CDA,Werk aan Water Flevoland,50PLUS,AWP niet politiek wel deskundig,OPA
Zuiderzeeland,Dronten,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Basisschool Het Kompas,0303::SB11,8252 GJ,1657,893,10,1,0,0,0,833,70,0,1,0,1,0,903,315,97,126,92,167,48,39,9
Zuiderzeeland,Dronten,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Dorpshuis De Steiger,0303::SB12,8255 DM,1461,834,18,1,0,0,0,775,78,0,0,0,0,0,853,204,81,72,71,259,55,68,24
Zuiderzeeland,Dronten,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Kerkcentrum De Hoeksteen,0303::SB13,8255 AA,1434,887,17,5,0,0,0,830,78,0,1,0,0,0,908,236,100,79,100,164,91,100,17
Zuiderzeeland,Dronten,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Basisschool De Duykeldam,0303::SB14,8255 AR,2068,1003,9,8,0,0,0,902,118,0,0,0,0,0,1020,378,82,74,60,197,89,88,35
Zuiderzeeland,Dronten,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Het Koetshuis,0303::SB15,8256 BD,1500,1157,20,5,0,0,0,1060,122,0,0,0,0,0,1182,271,116,103,97,370,104,61,35
Zuiderzeeland,Dronten,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Mimar Sinan Moskee,0303::SB16,8256 BX,1474,580,6,7,0,0,0,524,69,0,0,0,0,0,593,141,65,62,60,140,43,38,31
Zuiderzeeland,Dronten,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Kerkcentrum De Voorhof,0303::SB17,8256 BK,2067,936,12,2,0,0,0,858,93,1,0,1,0,0,951,214,105,94,115,284,59,39,26
Zuiderzeeland,Dronten,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Basisschool De Klimboom,0303::SB18,8253 EA,1891,575,10,1,0,0,0,502,84,0,0,0,0,0,586,213,92,77,67,71,23,22,10
Zuiderzeeland,Dronten,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Sportzaal De Beurs,0303::SB19,8253 EA,1472,1010,16,4,0,0,0,902,128,0,0,0,0,0,1030,341,161,157,83,158,56,43,11
Zuiderzeeland,Dronten,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau De Meerpaal,0303::SB20,8251 EX,1044,782,16,4,0,1,1,732,68,0,1,0,0,0,801,238,98,100,94,156,47,32,17
