contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,VVD,Partij van de Arbeid (P.v.d.A.),AWP niet politiek wel deskundig,50PLUS,Ouderen Appèl - Hart voor Water
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Lucaskerk,0796::SB11,5216hb,1318,665,33,2,0,2,0,651,51,0,0,2,0,0,702,84,214,139,95,42,51,40
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau BS Het Bossche Broek (zuid),0796::SB12,5216cd,1386,1116,38,4,3,0,0,1080,81,0,0,3,0,0,1161,192,343,272,126,71,72,40
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Brede Bossche School Zuid,0796::SB13,5216sb,1359,350,31,1,0,1,0,346,35,0,1,0,0,0,381,30,118,51,67,15,50,19
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Provinciehuis,0796::SB14,5216tv,703,459,16,0,0,0,1,474,0,0,0,0,0,0,475,33,163,100,61,49,28,25
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Basisschool Oberon,0796::SB20,5215ck,1391,606,21,4,6,0,0,549,76,0,6,0,0,0,625,61,203,72,94,26,118,32
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Park Eemwijk,0796::SB21,5215HR,1337,563,11,3,0,0,0,528,49,0,0,0,0,0,577,65,181,71,90,41,84,31
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Zorgcentrum De Grevelingen,0796::SB22,5215es,1574,593,18,5,0,0,0,558,59,1,0,1,0,0,617,58,175,53,109,44,112,42
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Brede Bossche School de Graaf,0796::SB23,5213al,1394,721,39,13,0,0,0,726,47,0,0,0,0,0,773,44,239,115,140,64,88,31
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Brede Bossche School aan de Aa,0796::SB24,5213vc,1316,438,20,1,0,0,0,434,25,0,0,0,0,0,459,25,158,46,76,32,75,26
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Verzamelgebouw Seringenstraat,0796::SB25,5213gs,1413,685,28,2,0,1,0,643,73,0,0,1,0,0,716,52,244,74,135,51,103,26
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Farent (voorheen Divers),0796::SB26,5213ca,1194,223,11,0,0,0,0,218,16,0,0,0,0,0,234,17,67,36,49,13,30,11
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Buurthuis Graafsewijk Noord,0796::SB29,5213bb,1303,472,23,2,0,0,0,458,39,0,0,0,0,0,497,36,137,68,83,36,82,30
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Dependance Sancta Maria Mavo,0796::SB30,5213ge,1483,626,14,4,0,0,0,610,34,0,0,0,0,0,644,37,252,95,121,36,64,21
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Farent (voorheen Juvans),0796::SB31,5212xa,1458,451,32,1,0,0,0,445,39,0,0,0,0,0,484,36,168,106,77,20,26,18
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Dagactiviteitencentrum De Stijl,0796::SB32,5212tw,1595,694,30,2,0,0,0,668,58,0,0,0,0,0,726,38,321,105,128,43,43,16
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Tefpunt De Slinger,0796::SB33,5212re,1417,965,40,3,0,0,2,963,54,0,0,11,0,0,1019,78,374,134,208,65,78,28
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau BBS Boschveld,0796::SB40,5223cd,1471,574,22,2,0,0,0,545,53,0,0,0,0,0,598,35,241,41,135,51,53,18
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Steunpunt De Westhoek,0796::SB41,5223cz,1272,523,11,5,0,0,0,494,45,0,0,0,0,0,539,55,197,86,88,43,34,20
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau 't Buurthuis,0796::SB42,5223xm,1344,502,21,5,0,0,0,470,58,0,0,0,0,0,528,47,155,71,83,44,73,29
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau RK Annakerk,0796::SB43,5223hj,1332,537,34,5,0,1,0,521,56,0,0,1,0,0,577,63,176,58,92,37,69,42
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Kindcentrum De Ontdekking,0796::SB44,5223jr,1498,745,27,3,0,0,0,690,85,0,0,0,0,0,775,53,231,104,156,54,118,29
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Woonzorgcentrum De Taling,0796::SB45,5223kg,1493,559,29,3,0,0,0,563,28,0,0,0,0,0,591,65,149,65,88,31,111,50
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau BBS De Kruiskamp Zuid,0796::SB46,5224bw,1837,597,26,5,0,0,0,557,71,0,0,0,0,0,628,55,163,72,136,44,95,32
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Gereformeerde Kerk 's-Hertogenbosch,0796::SB47,5224hn,1707,576,19,3,0,0,0,535,63,0,0,0,0,0,598,58,156,58,122,39,102,41
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau BBS De Kruiskamp Noord,0796::SB48,5224hn,1613,590,40,7,0,0,0,560,77,0,0,0,0,0,637,55,140,59,169,39,97,31
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Dagcentrum De Schalm,0796::SB49,5224vg,1476,496,15,0,0,0,0,460,51,0,0,0,0,0,511,57,126,43,90,35,107,38
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Weener XL,0796::SB50,5231vl,699,251,18,0,0,0,0,243,26,0,0,0,0,0,269,20,72,39,48,25,26,21
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Nico Schuurmanshuis,0796::SB51,5231pt,1347,490,22,0,0,0,0,476,36,0,0,0,0,0,512,55,186,48,73,41,66,21
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Novadic Kentron,0796::SB52,5231gs,1371,713,28,2,0,0,0,692,53,2,0,2,0,0,745,63,254,79,128,51,96,42
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Bossche Vakschool,0796::SB53,5232jl,1142,558,12,3,0,0,0,504,69,0,0,0,0,0,573,62,180,148,111,22,23,12
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Clubhuis Voetbalvereniging TGG,0796::SB55,5233xr,1236,399,9,1,0,0,1,374,34,0,0,0,0,0,409,22,116,31,98,15,77,40
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Centrum voor Tandzorg,0796::SB57,5233vg,1158,528,27,3,0,0,0,506,53,1,0,1,0,0,559,56,145,42,122,27,106,30
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Kindcentrum De Springplank,0796::SB58,5231rj,1265,362,11,1,0,0,0,335,39,0,0,0,0,0,374,25,80,25,88,31,84,29
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Jongerencentrum De Poort,0796::SB60,5235hh,1253,464,15,1,0,0,0,446,34,0,0,0,0,0,480,43,137,54,66,27,102,35
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Steunpunt Epigoon,0796::SB61,5235gp,1218,462,10,3,0,0,0,433,41,0,1,0,1,0,474,49,139,54,74,48,79,19
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Kindcentrum Wijboom,0796::SB63,5235jz,1368,548,15,2,0,0,0,514,51,0,0,0,0,0,565,59,166,66,98,62,70,27
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Sociaal Cultureel Centrum De Schans,0796::SB65,5237de,1393,543,16,1,0,0,0,505,57,2,0,2,0,0,562,60,159,71,88,44,90,31
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Montessorischool Merlijn,0796::SB66,5237ha,1411,773,26,0,0,0,0,722,78,1,0,1,0,0,800,82,244,143,126,69,81,28
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Campanile Hotel,0796::SB67,5237mh,1575,610,16,2,0,0,0,557,71,0,0,0,0,0,628,76,161,136,85,51,65,36
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Basisschool Meander,0796::SB69,5237ns,1504,1010,28,4,0,0,1,934,107,0,0,0,0,0,1042,116,296,231,123,88,112,44
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Sociaal Cultureel Centrum d'n As,0796::SB70,5236as,1701,858,31,0,0,0,0,796,93,0,0,0,0,0,889,166,228,201,95,52,82,34
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Kindcentrum Caleidoscoop,0796::SB71,5236tl,1613,710,15,3,0,0,0,637,91,0,0,0,0,0,728,91,216,195,82,57,49,20
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Basisschool 't Wikveld,0796::SB72,5236bm,1524,881,22,1,0,0,0,822,82,0,0,0,0,0,904,184,227,228,90,46,74,32
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Jenaplanschool Antonius Abt (Slot),0796::SB80,5221lt,1631,958,27,1,0,0,0,887,99,0,0,0,0,0,986,164,285,263,86,74,59,27
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Kindcentrum De Matrix,0796::SB81,5221gb,1524,926,10,3,0,0,0,836,103,0,0,0,0,0,939,167,227,256,91,74,71,40
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Jenaplanschool Antonius Abt (Park),0796::SB82,5221am,1631,575,23,2,0,0,0,541,59,0,0,0,0,0,600,88,161,150,51,49,47,29
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Mobiel stembureau (beperkt open),0796::SB90,,0,150,9,2,0,0,0,147,14,0,0,0,0,0,161,75,16,14,14,2,23,6
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Tijdelijke Unit Centraal Station,0796::SB91,5211ap,0,1756,114,9,0,0,1,1770,108,0,0,0,0,0,1879,150,750,343,288,130,55,40
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Steunpunt van Meeuwenhof,0796::SB100,5241gl,1437,599,18,1,0,0,0,572,46,0,0,0,0,0,618,125,146,83,62,29,130,24
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Sociaal Cultureel Centrum Perron- 3,0796::SB101,5243sr,1125,951,36,0,0,0,0,909,78,0,0,0,0,0,987,113,379,145,133,68,80,33
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Basisschool De Krommenhoek,0796::SB102,5243wc,1274,537,20,3,0,0,2,500,58,0,0,0,0,0,560,67,171,87,79,36,73,24
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Basisschool De Hobbit (Overlaat),0796::SB103,5247wh,1487,763,17,3,0,0,0,694,90,1,0,1,0,0,784,103,259,154,105,45,66,31
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Kindcentrum De Terp,0796::SB104,5241kb,1558,729,28,3,0,0,0,682,79,1,0,1,0,0,761,79,262,106,109,54,92,27
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Kindcentrum 't Ven,0796::SB105,5241xt,1540,995,1,0,0,1,0,894,102,0,0,1,0,0,996,110,298,222,125,90,115,35
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau HEVO Seniorenvereniging,0796::SB106,5241xv,1141,619,15,3,0,0,0,568,69,0,0,0,0,0,637,85,157,95,79,57,108,38
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau H. Laurentiuskerk,0796::SB108,5242ht,1611,1144,42,7,0,6,0,1069,118,0,6,0,0,0,1187,211,322,347,73,83,87,21
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau De Vrolijke Schutters,0796::SB109,5242cr,1383,801,22,7,0,1,0,752,79,0,0,1,0,0,831,119,254,188,95,51,67,27
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Vakschool Schilders - Stukadoors,0796::SB110,5246js,1679,713,16,1,0,0,0,660,73,3,0,3,0,0,733,91,203,137,115,51,80,36
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau SCC de Biechten,0796::SB111,5246ga,1619,931,35,8,0,1,0,899,76,0,0,1,0,0,975,121,310,145,124,67,116,48
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Kindcentrum Het IJzeren Kind,0796::SB112,5246gb,1648,780,18,2,0,0,1,732,66,0,1,0,0,1,799,89,256,135,104,49,98,49
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Kindcentrum Meerlaer,0796::SB114,5248at,1021,610,18,1,0,0,1,563,65,0,0,0,0,0,629,91,227,149,47,38,39,19
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Rodenborch College,0796::SB115,5244gd,1632,624,22,5,0,0,0,594,57,0,0,0,0,0,651,64,210,120,91,53,58,28
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau EC 't Sparrenbos (De Vlek),0796::SB116,5242km,1350,766,28,3,0,0,0,722,75,0,0,0,0,0,797,64,326,79,129,49,91,28
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Wijkonderkomen Rosmalen,0796::SB118,5249rj,1053,305,11,1,0,0,0,281,36,0,0,0,0,0,317,90,71,57,18,14,44,11
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Wijkcentrum Windkracht 5,0796::SB120,5247jt,1445,946,34,4,0,0,0,869,115,0,0,0,0,0,984,86,286,275,119,65,88,27
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Kindcentrum de Sprong,0796::SB121,5247np,871,529,15,3,0,0,0,489,58,0,0,0,0,0,547,58,159,160,71,28,45,8
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Kindcentrum De Hoven,0796::SB122,5245ah,1856,911,41,2,0,0,0,824,130,0,0,0,0,0,954,102,248,318,94,66,55,28
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Kindcentrum de Hobbit (Groote Wielen),0796::SB123,5247np,1427,278,4,3,0,0,0,252,33,0,0,0,0,0,285,26,85,87,41,19,12,8
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau School De Kwartiermaker,0796::SB411,5223xb,1661,345,3,3,0,0,0,323,28,0,0,0,0,0,351,39,124,77,45,23,24,13
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Koning Willem 1 College / Vlijmenseweg,0796::SB412,5223de,1606,751,41,6,0,0,2,726,70,0,0,0,0,0,798,67,287,182,100,54,44,17
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau BBS Haren-Donk-Reit,0796::SB540,5233hg,1175,550,32,3,0,0,0,526,59,0,0,0,0,0,585,51,156,53,106,33,97,54
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Verzorgingshuis Noorderkroon,0796::SB541,5233br,1322,445,9,2,0,1,0,431,26,0,0,1,0,0,457,41,124,34,85,23,106,32
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Connect Centrum 's-Hertogenbosch,0796::SB560,5233rg,1315,557,33,4,0,0,0,550,44,0,0,0,0,0,594,48,182,62,108,44,85,28
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Verzorgingshuis De Hooghe Clock,0796::SB561,5231ap,1032,620,21,3,0,1,0,595,51,1,0,2,0,0,646,84,192,89,103,33,94,25
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Brede Bossche School De Hambaken,0796::SB590,5231bv,1354,519,23,3,0,0,0,485,60,0,0,0,0,0,545,32,130,43,158,32,85,39
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Dagcentrum Eygenweg,0796::SB591,5231pa,1286,453,11,3,0,0,0,416,51,0,0,0,0,0,467,35,138,78,93,29,60,20
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Kindcentrum Sterrenbosch,0796::SB620,5235cg,950,419,13,5,0,0,0,405,32,0,0,0,0,0,437,44,128,68,71,34,63,11
Aa en Maas,'s-Hertogenbosch,AB2019_AaenMaas,Algemeen bestuur van het waterschap Aa en Maas 2019,20,Aa en Maas,2019-03-20,Stembureau Tijdelijke Unit Maaspoort,0796::SB621,5200gz,1344,1104,27,6,0,6,0,1032,111,0,0,6,0,0,1143,99,313,170,197,98,169,58
