contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,ChristenUnie,VVD,Betaalbaar Water,AWP niet politiek wel deskundig,50PLUS
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau BSV Corpus den Hoorn,0014::SB174,9728 NN,1596,498,11,3,0,3,0,472,37,0,3,0,0,0,509,159,127,28,36,52,40,33,23
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Woon- en zorgcomplex Maartenshof,0014::SB180,9728 PG,1542,768,22,0,0,1,0,740,51,0,0,1,0,0,791,274,167,55,45,68,67,31,61
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Willem Drees-flat,0014::SB181,9728 SW,1502,808,19,9,0,0,0,790,46,0,0,0,0,0,836,307,172,52,44,66,84,31,52
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Boerhaaveschool/Tijdelijke kantoorunit,0014::SB183,9728 NH,1014,1175,16,10,0,1,0,1074,126,0,1,0,0,0,1200,419,244,82,58,177,107,52,36
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau De Schakel,0014::SB201,9731 AA,1753,1286,25,4,0,5,0,1203,106,0,6,0,1,0,1309,476,283,67,62,123,111,49,115
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Topsport Talentschool,0014::SB202,9731 BX,1721,569,17,3,0,1,0,527,60,0,2,0,1,0,587,198,140,23,43,27,70,19,49
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Basisschool De Vuurtoren,0014::SB211,9732 JS,1328,741,15,2,0,2,0,687,69,0,2,0,0,0,756,260,193,24,55,43,87,34,45
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Basisschool De Kimkiel,0014::SB215,9732 KZ,1215,305,4,1,0,0,0,286,23,0,1,0,0,1,309,108,67,18,28,16,32,11,25
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Ontmoetingsruimte Het Stuurhuis,0014::SB220,9733 AV,1389,524,15,2,1,1,0,509,30,0,2,0,0,0,539,178,106,29,41,20,81,22,47
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Basisschool De Swoaistee,0014::SB221,9733 EB,1264,642,16,1,0,0,0,608,51,0,0,0,0,0,659,255,175,20,42,23,62,25,40
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Wijkcentrum Het Dok,0014::SB222,9733 CA,1551,1007,19,8,2,0,0,967,65,0,2,0,0,0,1032,339,228,43,75,42,150,49,81
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Zorgcentrum Mercator,0014::SB223,9733 HH,1262,554,7,2,0,0,0,515,48,0,0,0,0,0,563,204,132,33,33,17,68,21,46
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Kinderopvang Poppejans,0014::SB230,9734 AA,1409,632,9,0,0,3,0,574,64,0,3,0,0,0,638,227,133,49,45,50,62,20,46
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau GBS Het Palet,0014::SB260,9736 RA,1450,581,4,1,1,0,0,544,41,0,1,0,0,0,585,201,98,21,123,20,58,27,33
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Sporthal Beijum,0014::SB261,9736 BV,1151,349,4,1,0,1,0,327,26,0,1,0,0,0,353,125,67,19,37,16,50,17,18
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Activiteitencentrum Trefpunt,0014::SB262,9737 AB,1060,408,6,2,0,4,0,380,32,0,4,0,0,0,412,181,107,13,26,10,37,11,23
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Kentalis Tine Marcusschool,0014::SB263,9737 HK,911,469,5,2,0,0,0,441,35,0,0,0,0,0,476,182,90,15,42,25,69,9,37
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,"Stembureau OBS De Beijumkorf, nevenlocatie De Zwerm",0014::SB264,9736 CT,1158,511,2,7,0,1,0,488,40,0,0,9,0,0,528,227,117,21,50,12,36,18,30
