contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Hollandse Delta,CDA,VVD,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),ChristenUnie,50PLUS,AWP niet politiek wel deskundig,Hollandse Delta Natuurlijk
Hollandse Delta,Goeree-Overflakkee,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau De Sjem,1924::SB12,,1287,514,2,5,0,0,0,448,73,0,0,0,0,0,521,145,50,73,41,25,77,48,14,12,29
Hollandse Delta,Goeree-Overflakkee,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Wijkcentrum,1924::SB13,,1353,1014,7,4,0,0,0,922,104,1,0,1,0,0,1026,307,87,73,83,31,211,108,45,19,50
Hollandse Delta,Goeree-Overflakkee,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Jongeren Activiteiten Centrum (JAC),1924::SB14,,1843,881,7,5,0,0,0,794,99,0,0,0,0,0,893,291,64,139,53,42,92,55,40,42,63
Hollandse Delta,Goeree-Overflakkee,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau De Hoeksteen,1924::SB15,,1929,1117,4,2,0,0,0,949,174,0,0,0,0,0,1123,264,90,170,85,28,193,135,41,52,59
Hollandse Delta,Goeree-Overflakkee,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Vita Nova,1924::SB16,,1898,1332,16,7,0,0,0,1163,192,0,0,0,0,0,1355,352,122,180,88,46,228,166,43,29,78
Hollandse Delta,Goeree-Overflakkee,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Nieuw Rijsenburgh,1924::SB17,,1781,909,2,10,0,0,0,824,98,1,0,1,0,0,922,259,77,69,85,22,184,99,39,20,55
Hollandse Delta,Goeree-Overflakkee,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Exoduskerk,1924::SB18,,1697,1200,15,3,0,0,0,1058,158,0,2,0,0,0,1216,341,101,132,82,43,215,155,50,23,58
Hollandse Delta,Goeree-Overflakkee,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Ons Dorpshuis,1924::SB19,,1898,1171,4,2,0,0,0,1044,135,0,0,2,0,0,1179,324,62,142,69,45,282,98,53,39,57
Hollandse Delta,Goeree-Overflakkee,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Trefpunt,1924::SB20,,1124,616,4,3,0,0,0,576,47,0,0,0,0,0,623,197,65,76,39,27,62,65,24,25,36
Hollandse Delta,Goeree-Overflakkee,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau 't Centrum,1924::SB21,,2141,1212,5,5,0,0,0,1073,149,0,0,0,0,0,1222,260,70,149,114,55,249,106,93,37,79
Hollandse Delta,Goeree-Overflakkee,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Bommelstee,1924::SB22,,1254,703,10,1,0,0,0,630,86,2,0,2,0,0,716,219,66,101,52,40,45,59,44,25,52
Hollandse Delta,Goeree-Overflakkee,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau 't Buurthuus,1924::SB23,,1110,540,5,5,0,0,0,485,64,0,0,0,0,0,549,132,37,175,35,22,26,15,39,20,39
Hollandse Delta,Goeree-Overflakkee,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau De Grutterswei,1924::SB24,,1961,1268,10,6,0,0,0,1153,131,0,0,0,0,0,1284,330,81,225,199,56,74,82,81,45,95
Hollandse Delta,Goeree-Overflakkee,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Ebbe en Vloed,1924::SB25,,2037,1031,13,4,0,0,0,909,139,0,0,0,0,0,1048,289,82,207,104,41,82,82,60,28,56
