contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Hollandse Delta,CDA,VVD,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),ChristenUnie,50PLUS,AWP niet politiek wel deskundig,Hollandse Delta Natuurlijk
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Winkelcentrum Sterrenburg,0505::SB71,3318 JW,1459,862,24,9,0,0,0,813,82,0,0,0,0,0,895,209,67,90,132,78,31,64,99,40,52
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Cultureel Centrum Sterrenburg,0505::SB72,3318 CB,1681,736,18,4,0,1,0,696,63,0,0,1,0,0,759,176,63,55,124,70,40,56,82,38,32
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,"Stembureau Albert Schweitzerziekenhuis, Dordtwijk",0505::SB73,3318 AT,1356,559,10,4,0,1,0,522,52,0,0,1,0,0,574,148,46,78,55,67,31,36,45,26,27
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Verpleeghuis De Sterrenlanden,0505::SB74,3328 HN,1603,798,5,8,0,0,0,722,84,0,5,0,5,0,806,189,101,81,87,89,40,72,73,33,33
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Polyanderschool,0505::SB75,3328 GD,1141,497,8,1,0,0,0,452,54,0,0,0,0,0,506,88,53,30,53,45,119,46,29,15,19
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School De Driehoek,0505::SB76,3328 KG,1440,813,13,1,0,0,0,746,81,0,0,0,0,0,827,182,66,102,81,141,20,50,88,42,41
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Portacabin Eulerlaan,0505::SB77,3328 KC,1247,392,6,1,0,0,0,355,44,0,0,0,0,0,399,111,46,47,46,41,6,23,36,13,23
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Gymzaal Ockenburg,0505::SB78,3328 TG,800,348,8,3,0,5,0,328,24,0,7,0,2,0,352,96,26,48,36,28,6,12,41,30,25
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Ontmoetingskerk,0505::SB81,3328 DN,2514,1175,30,0,0,0,0,1099,106,0,0,0,0,0,1205,276,78,145,146,155,29,77,129,66,74
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School De Meridiaan,0505::SB82,3328 AE,1654,730,21,2,0,1,0,680,74,0,0,1,0,0,754,201,71,92,83,88,20,26,62,30,57
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School Het Kristal Dependance,0505::SB83,3328 VC,768,349,9,0,0,0,0,332,26,0,0,0,0,0,358,85,48,44,30,35,5,33,32,16,21
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School Het Kristal,0505::SB84,3328 ME,1906,890,4,19,0,0,0,825,88,0,0,0,0,0,913,229,64,95,99,121,26,88,74,51,43
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Verzorgingshuis Dubbelmonde,0505::SB91,3319 PH,2319,1074,16,8,0,0,0,988,112,2,0,2,0,0,1100,208,168,156,97,95,67,100,93,45,45
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,"Stembureau Beatrixschool, de boerderij",0505::SB93,3319 EL,1735,783,9,3,0,0,0,705,90,0,0,0,0,0,795,161,79,123,78,73,55,60,71,44,39
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Verpleeghuis Het Parkhuis,0505::SB94,3319 GB,2465,931,15,4,0,0,0,840,110,0,0,0,0,0,950,226,97,145,74,81,69,69,78,51,41
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Postduivenvereniging 'De Luchtbode',0505::SB95,3319 ET,440,412,0,0,0,0,0,375,37,0,0,0,0,0,412,88,56,64,25,44,39,41,25,16,14
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau OBS Dubbeldam,0505::SB96,3319 SC,1956,869,19,2,0,1,0,790,99,0,1,0,0,0,889,181,90,162,66,72,63,71,55,80,29
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau De Gravenhorst,0505::SB97,3319 PK,1642,791,10,2,0,1,0,731,71,0,1,0,0,0,802,161,114,97,74,64,47,72,65,67,30
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Hotel De Watertoren,0505::SB98,3319 LC,1173,785,10,4,0,1,0,705,95,0,0,1,0,0,800,158,83,195,48,74,55,60,39,35,38
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School De Griffioen,0505::SB102,3315 AE,1987,829,20,3,0,1,0,751,102,0,0,1,0,0,853,259,53,70,97,74,18,64,72,61,61
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Lucina Verloskundigenpraktijk,0505::SB103,3315 TD,1551,763,4,2,0,1,0,688,80,0,1,0,0,0,768,213,54,55,71,93,44,70,83,40,40
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Geert Grooteschool,0505::SB105,3315 SB,2304,1045,14,7,0,0,1,956,109,0,0,0,0,0,1066,299,92,126,107,102,28,63,125,37,66
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,"Stembureau Wielborgh, Het Polderwiel",0505::SB106,3315 KA,2563,1156,15,10,0,0,0,1095,88,2,0,2,0,0,1183,302,100,131,149,100,17,60,180,60,57
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Portacabin Parkeerplaats Stadspolderring,0505::SB107,3315 CK,1748,840,17,6,0,0,1,786,76,0,0,0,0,0,863,173,55,85,77,96,60,87,112,43,52
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Kandelaarkerk,0505::SB109,3315 KW,1037,546,6,2,0,0,0,512,42,0,0,0,0,0,554,106,57,53,62,55,28,67,43,39,36
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Speeltuin Stadspolders,0505::SB110,3315 TR,1091,531,10,1,0,0,0,486,56,0,0,0,0,0,542,162,54,64,49,46,8,32,59,33,24
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau School De Bever,0505::SB111,3315 MB,2074,925,8,4,0,0,0,845,92,0,0,0,0,0,937,252,85,146,77,101,14,53,74,67,56
Hollandse Delta,Dordrecht,AB2019_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2019,16,Hollandse Delta,2019-03-20,Stembureau Johan Frisoschool Dependance,0505::SB112,3315 WX,1678,765,14,5,0,0,0,702,83,1,0,1,0,0,785,207,45,129,82,96,15,53,53,54,31
