_id,Gemeente,CBS gemeentecode,Stembureau of Afgiftepunt,Nummer stembureau of afgiftepunt,Naam stembureau of afgiftepunt,Gebruikersdoel het gebouw,Website locatie,Wijknaam,CBS wijknummer,Buurtnaam,CBS buurtnummer,BAG referentienummer,Straatnaam,Huisnummer,Huisletter,Huisnummertoevoeging,Postcode,Plaats,Extra adresaanduiding,X,Y,Longitude,Latitude,Openingstijden 10-03-2021,Openingstijden 11-03-2021,Openingstijden 12-03-2021,Openingstijden 13-03-2021,Openingstijden 14-03-2021,Openingstijden 15-03-2021,Openingstijden 16-03-2021,Openingstijden 17-03-2021,Mindervaliden toegankelijk,Akoestiek,Auditieve hulpmiddelen,Visuele hulpmiddelen,Mindervalide toilet aanwezig,Kieskring ID,Hoofdstembureau,Tellocatie,Contactgegevens,Beschikbaarheid,Verkiezingen,ID,UUID
54060,Utrecht,GM0344,Stembureau,23.0,Gymzaal Franz Schubertstraat,sportfunctie,,,,,,344200000159399,Franz Schubertstraat,20.0,,,3533GW,Utrecht,,134440.284166853,455297.63401833,5.08724,52.0855622,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,N,,Aanwijskaart,"Leesloep, lamp",,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,d033f3b6c83944c8ad3f54566d6752d6
54061,Utrecht,GM0344,Stembureau,25.0,Park Welgelegen (hoofdingang),woonfunctie,,,,,,344200000160472,Leidseweg,140.0,,,3533HD,Utrecht,,134498.7912123,454988.022384201,5.0881122,52.0827816,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",Y,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,7240a4323e744ba1839a96abe8f6a0aa
54062,Utrecht,GM0344,Stembureau,26.0,Buurtcentrum Oase,bijeenkomstfunctie,,,,,,344200000008524,Cartesiusweg,11.0,,,3534BA,Utrecht,,134519.892560684,457276.963292262,5.0882826,52.1033552,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",Y,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,301412dd1d4540969a96760a0a3d0232
54063,Utrecht,GM0344,Stembureau,28.0,Buurthuis Zuilen,"bijeenkomstfunctie, onderwijsfunctie",,,,,,344200000046864,St.-Ludgerusstraat,251.0,,,3553CX,Utrecht,,134422.178268599,458024.181640189,5.0868113,52.1100675,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",Y,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,451e4e8350424743930ecbc1cf0c2e90
54064,Utrecht,GM0344,Stembureau,31.0,Vorstelijk Complex,"bijeenkomstfunctie, onderwijsfunctie",,,,,,344200000143988,Prinses Beatrixlaan,2.0,,,3554JK,Utrecht,,134282.948881826,458721.107705628,5.0847365,52.1163262,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",Y,8,Utrecht,N,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,1781bed666364123b20108033d674b34
54065,Utrecht,GM0344,Stembureau,32.0,Gymlokaal Prof. H. Bavinckstraat,"bijeenkomstfunctie, onderwijsfunctie",,,,,,344200000009424,Prof. H. Bavinckstraat,5.0,A,,3555GS,Utrecht,,133509.039496201,459058.030025973,5.0734164,52.1193249,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,N,,Aanwijskaart,"Leesloep, lamp",,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,ea29dfecef0e43f982f087b5903007aa
54066,Utrecht,GM0344,Stembureau,33.0,Gymzaal Mereveldlaan,"bijeenkomstfunctie, kantoorfunctie, onderwijsfunctie",,,,,,344200000170455,Mereveldlaan,1.0,,,3454CA,De Meern,"Betreft gymzaal, Mereveldlaan 3",131083.11783725,454855.784454677,5.0382912,52.0814561,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,N,,Aanwijskaart,"Leesloep, lamp",,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,e32932e20d13485a99abd52e277621d3
54067,Utrecht,GM0344,Stembureau,508.0,Gymzaal Bangkokdreef,"bijeenkomstfunctie, onderwijsfunctie",,,,,,344200000125908,Bangkokdreef,2.0,,,3564SC,Utrecht,,135660.039536433,459498.637972711,5.1047975,52.1233644,,,,,,2021-03-15T07:30:00 tot 2021-03-15T21:00:00,2021-03-16T07:30:00 tot 2021-03-16T21:00:00,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,3a7748cb03ed48d0aeb3a491f7027707
54068,Utrecht,GM0344,Stembureau,509.0,Gymzaal Pagodedreef,sportfunctie,,,,,,344200000181055,Pagodedreef,4.0,,,3564XS,Utrecht,,135607.431352201,459937.856112331,5.1040043,52.1273102,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",Y,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,c414a4aa491b4828b5cf44976ccbc76b
54069,Utrecht,GM0344,Stembureau,511.0,Gymzaal Prof. Van Bemmelenlaan,"onderwijsfunctie, sportfunctie",,,,,,344200000148860,Prof. van Bemmelenlaan,51.0,A,,3571EL,Utrecht,,137263.148028076,457940.309955245,5.1282873,52.109412,,,,,,2021-03-16T07:30:00 tot 2021-03-16T21:00:00,2021-03-15T07:30:00 tot 2021-03-15T21:00:00,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",Y,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,4ac9cae43b3e4494ac39eaf6a3ad7147
54070,Utrecht,GM0344,Stembureau,41.0,Buurthuis De Uithoek,bijeenkomstfunctie,,,,,,344200000010141,2e Daalsedijk,2.0,B,,3551EJ,Utrecht,,135520.989159085,456665.995283487,5.102929,52.0979,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",Y,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,f6dc43d6ddb54fa6900288962cc66035
54071,Utrecht,GM0344,Stembureau,513.0,Gymzaal Teun de Jagerdreef,bijeenkomstfunctie,,,,,,344200000180425,Teun de Jagerdreef,1.0,A,,3561JK,Utrecht,,136603.128970171,457949.226717394,5.1186522,52.1094706,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",N,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,4a0a7887e5aa457daf4049a6c684b735
54072,Utrecht,GM0344,Stembureau,517.0,Gymzaal Oude Kerkstraat,onderwijsfunctie,,,,,,344200000135736,Oude Kerkstraat,2.0,A,,3572TJ,Utrecht,,137695.800732175,456430.052674721,5.1346796,52.0958516,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",N,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,d390359cd1f440aa8eee0afb62de706d
54073,Utrecht,GM0344,Stembureau,45.0,Kerkcentrum Nicolaas Monica,bijeenkomstfunctie,,,,,,344200000010892,Boerhaaveplein,199.0,,,3552CT,Utrecht,,135631.750058556,457306.979448205,5.104509,52.103665,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",Y,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,53d82b1181c74374961f185d8c890522
54074,Utrecht,GM0344,Stembureau,518.0,Gymzaal Deken Roesstraat,sportfunctie,,,,,,344200000171504,Deken Roesstraat,2.0,G,,3581RX,Utrecht,,137583.613521231,456325.169646526,5.1330478,52.0949054,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",N,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,acc55583573041b4bb212a7159579c4f
54075,Utrecht,GM0344,Stembureau,47.0,Muziekhuis Utrecht,"bijeenkomstfunctie, industriefunctie",,,,,,344200000119193,Loevenhoutsedijk,301.0,,,3552XE,Utrecht,,135959.900347547,457739.317311902,5.1092744,52.1075622,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",Y,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,86d16e465f854a74a58e737d4fd56805
54076,Utrecht,GM0344,Stembureau,519.0,Gymzaal Weerdsingel,onderwijsfunctie,,,,,,344200000030494,Weerdsingel W.Z.,22.0,,,3513BB,Utrecht,,136087.250235207,456477.63910899,5.1112033,52.0962267,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",N,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,26b7727a9e61406b9fa04516ce1f1869
54077,Utrecht,GM0344,Stembureau,49.0,Ondernemingshuis Overvecht,"bijeenkomstfunctie, onderwijsfunctie",,,,,,344200000144896,Rhônedreef,40.0,,,3561VA,Utrecht,,136408.326759193,458095.401792516,5.1158006,52.1107779,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",N,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,fd7147112627404180d4eb15c873f5b1
54078,Utrecht,GM0344,Stembureau,523.0,Gymzaal Goeree 4,onderwijsfunctie,,,,,,344200000030494,Weerdsingel W.Z.,22.0,,,3513BB,Utrecht,,137757.128378567,452608.387499508,5.1357676,52.0615045,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,N,,Aanwijskaart,"Leesloep, lamp",,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,805dcd705b9a49d7927ee56bd2d9e1a9
54079,Utrecht,GM0344,Stembureau,52.0,Johannescentrum,"bijeenkomstfunctie, industriefunctie",,,,,,344200000020574,Moezeldreef,400.0,,,3561GD,Utrecht,,136897.159898141,458399.476334856,5.1229204,52.1135271,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",Y,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,a97ea85fd4dd47b9b9dc683b4fa16e0b
54080,Utrecht,GM0344,Stembureau,53.0,PC Basisschool Op Dreef,"bijeenkomstfunctie, kantoorfunctie, onderwijsfunctie",,,,,,344200000170341,Dianadreef,27.0,,,3561AA,Utrecht,,137333.648701688,458797.332307687,5.129272,52.1171171,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,N,,Aanwijskaart,"Leesloep, lamp",,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,830504b4568d4a2dacc02dd0410d13ff
54081,Utrecht,GM0344,Stembureau,525.0,Gymzaal Lingestraat,"bijeenkomstfunctie, sportfunctie",,,,,,344200000045877,Lingestraat,2.0,B,,3522TM,Utrecht,,136486.494260684,453757.709933208,5.1171771,52.0717936,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,N,,Aanwijskaart,"Leesloep, lamp",,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,8c17fa9f8c0c4b7bbbdcbb603ec222c0
54082,Utrecht,GM0344,Stembureau,56.0,Sociëteit Dombra,bijeenkomstfunctie,,,,,,344200000008132,Dommeringdreef,60.0,,,3562AL,Utrecht,,136820.550530586,458925.951567392,5.1217739,52.1182565,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",Y,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,46a9050bb6334d0bbb4e2ef09ea42528
54083,Utrecht,GM0344,Stembureau,540.0,Gymzaal Schoolstraat,bijeenkomstfunctie,,,,,,344200000180996,Schoolstraat,13.0,,,3451AA,Vleuten,,129388.759372953,457738.333534009,5.013357,52.1072883,,,,,,2021-03-15T07:30:00 tot 2021-03-15T21:00:00,2021-03-16T07:30:00 tot 2021-03-16T21:00:00,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",N,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,7156b693c1b14460b3e526042e622e8e
54084,Utrecht,GM0344,Stembureau,61.0,OBO Klopvaart,onderwijsfunctie,,,,,,344200000181501,Eufraatdreef,1.0,,,3564XZ,Utrecht,,135410.879360182,459777.754398815,5.1011432,52.1258643,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",Y,8,Utrecht,N,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,ec2f517686e24bb681b752f4b2b0466a
54085,Utrecht,GM0344,Stembureau,529.0,Gymzaal Marco Pololaan,sportfunctie,,,,,,344200000170753,Marco Pololaan,487.0,,,3526GH,Utrecht,,135266.637698751,453087.25769577,5.099424,52.0657255,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,N,,Aanwijskaart,"Leesloep, lamp",,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,217af2490d18418bb6d2fac514f8faa7
54086,Utrecht,GM0344,Stembureau,64.0,Buurthuis De Boog,"bijeenkomstfunctie, kantoorfunctie",,,,,,344200000016920,Gambiadreef,60.0,,,3564ES,Utrecht,,135877.866178904,459235.253439101,5.107993,52.1210047,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",Y,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,c2f909552ba64f5c9dff4cacaec9038c
54087,Utrecht,GM0344,Stembureau,65.0,Katholieke basisschool Mattheus,"bijeenkomstfunctie, kantoorfunctie, onderwijsfunctie, sportfunctie",,,,,,344200000182220,Bantoedreef,2.0,,,3564RA,Utrecht,,135977.140530078,459303.843269549,5.1094387,52.1216246,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,Aanwijskaart,"Leesloep, lamp",Y,8,Utrecht,Y,"Team Verkiezingen, verkiezingen@utrecht.nl 030-2862002, Publiekszaken/Team Verkiezingen, Postbus 16200 3500 CE Utrecht",https://www.utrecht.nl/bestuur-en-organisatie/verkiezingen,,NLODSGM0344stembureaus20210317008,fd2cfc61b1d54fc397cf24d70d2f8fd0
