_id,Gemeente,CBS gemeentecode,Stembureau of Afgiftepunt,Nummer stembureau of afgiftepunt,Naam stembureau of afgiftepunt,Gebruikersdoel het gebouw,Website locatie,Wijknaam,CBS wijknummer,Buurtnaam,CBS buurtnummer,BAG referentienummer,Straatnaam,Huisnummer,Huisletter,Huisnummertoevoeging,Postcode,Plaats,Extra adresaanduiding,X,Y,Longitude,Latitude,Openingstijden 10-03-2021,Openingstijden 11-03-2021,Openingstijden 12-03-2021,Openingstijden 13-03-2021,Openingstijden 14-03-2021,Openingstijden 15-03-2021,Openingstijden 16-03-2021,Openingstijden 17-03-2021,Mindervaliden toegankelijk,Akoestiek,Auditieve hulpmiddelen,Visuele hulpmiddelen,Mindervalide toilet aanwezig,Kieskring ID,Hoofdstembureau,Tellocatie,Contactgegevens,Beschikbaarheid,Verkiezingen,ID,UUID
45664,Delft,GM0503,Stembureau,16,Marcuskerk,bijeenkomstfunctie,,,,,,503200000099525,Menno ter Braaklaan,2,,,2624TH,Delft,,84077.9955618713,445654.000672516,4.35453562899441,51.9947355748644,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,35698c08c0144da1ac7f6ff68c494547
45665,Delft,GM0503,Stembureau,18,Wijkcentrum De Vleugel,bijeenkomstfunctie,,,,,,503200000119306,Aart van der Leeuwlaan,4,,,2624LD,Delft,,83743.7477082526,445915.370800471,4.34961518600037,51.9970416929996,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,7a602042dd8b485e949ac5e177e06aa0
45666,Delft,GM0503,Stembureau,17,Praktijkschool Grotius College,onderwijsfunctie,,,,,,503200000133672,Vulcanusweg,258,,,2624AX,Delft,,84437.2035572081,445873.056279489,4.35972,51.99675,,,,,,2021-03-15T07:30:00 tot 2021-03-15T21:00:00,2021-03-16T07:30:00 tot 2021-03-16T21:00:00,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,05f69a4d094b46aab375328d17d032f8
45667,Delft,GM0503,Stembureau,23,Basisschool De Bonte Pael,onderwijsfunctie,,,,,,503200000043044,Bikolaan,113,,,2622EE,Delft,,83228.8815593943,444158.507685824,4.34248707798606,51.9811865187763,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,2d6b376301ce40b080eed29c5163fe22
45668,Delft,GM0503,Stembureau,24,Vierhovenkerk,bijeenkomstfunctie,,,,,,503200000099839,Obrechtstraat,50,,,2625XN,Delft,,83630.2008246082,445736.324015429,4.34799934200036,51.9954180199996,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,f75a4e4643514653b8d49d6858d8c202
45669,Delft,GM0503,Stembureau,26,Jongerencentrum The Culture,bijeenkomstfunctie,,,,,,503200000098520,Mozartlaan,670,,,2625CZ,Delft,,82797.4941373725,445472.690078561,4.33593192548287,51.992941075152,,,,,,2021-03-15T07:30:00 tot 2021-03-15T21:00:00,2021-03-16T07:30:00 tot 2021-03-16T21:00:00,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,fcd528ac980d4e16b6b62656b7f03963
45670,Delft,GM0503,Stembureau,27,Abtswoude bloeit,bijeenkomstfunctie,,,,,,503200000000001,Aart van der Leeuwlaan,332,,,2624LJ,Delft,,83866.6865100531,445484.420551589,4.3514945210276,51.9931845270611,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,20400e107724434a850780121b39cb76
45671,Delft,GM0503,Stembureau,28,Betlehemkerk,bijeenkomstfunctie,,,,,,503200000112294,Floresstraat,2,,,2612GK,Delft,,84175.5410012996,448644.203202569,4.35533728817579,52.0216208464566,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,2fc277df09814cfda2f593b4b6ed243d
45672,Delft,GM0503,Stembureau,31,Buurthuis De Wending,bijeenkomstfunctie,,,,,,503200000117609,Raamstraat,67,,,2613RW,Delft,,84009.2802739111,446841.509569443,4.35328917074259,52.0053988881684,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,88ba29a440854f6491746af89ffb2bd8
45673,Delft,GM0503,Stembureau,32,Gymzaal Maria Duystlaan,onderwijsfunctie,,,,,,503200000022535,Maria Duystlaan,2,,,2612SR,Delft,,85001.40063744,447815.600477069,4.36753714827892,52.01427905358,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,e1eb6c591e4d40ce843fc0754ee47d17
45674,Delft,GM0503,Stembureau,35,Hofkerk,bijeenkomstfunctie,,,,,,503200000109375,Cort van der Lindenstraat,1,,,2613WP,Delft,,83318.2490651903,447442.972469806,4.34310063140012,52.0107153619154,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,605d15c4cbdf43e9b620107f7291abaa
45675,Delft,GM0503,Stembureau,38,Locatie Tanthofdreef 29,bijeenkomstfunctie,,,,,,503200000117869,Tanthofdreef,29,,,2623EW,Delft,,84946.544157724,444538.719715008,4.36740823483762,51.9848228244364,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,7e7537d8bf7f47a284a6a28291319888
45676,Delft,GM0503,Stembureau,34,Gymzaal Van Tienhovenstraat,onderwijsfunctie,,,,,,503200000019366,De Meesterstraat,2,,,2613XB,Delft,vroeger van Tienhovenstraat 1,83194.8449846808,447649.454507923,4.34126013337778,52.0125550428764,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,aba12ad7586148d0a0aa7f873e150cbb
45677,Delft,GM0503,Stembureau,42,The Student Hotel,"bijeenkomstfunctie, logiesfunctie",,,,,,503200000133060,Van Leeuwenhoekpark,1,,,2611DW,Delft,,84296.4988399,446943.128952,4.35745061721636,52.0063488095181,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,6c074986449d45efbcec4f76e6726fad
45678,Delft,GM0503,Stembureau,39,Nieuwe Kerk,bijeenkomstfunctie,,,,,,503200000111040,Markt,80,,,2611GW,Delft,,84493.5433234693,447578.223029904,4.36018923644444,52.0120814441783,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,8e4d5dc85fad4438bac5f2007bbc2c6c
45679,Delft,GM0503,Stembureau,41,Rietveld Theater,kantoorfunctie,,,,,,503200000037948,Rietveld,49,,,2611LH,Delft,,84532.1967372082,447741.20701201,4.3607186378899,52.0135510854613,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,a92e314d3a214baa8eee0de18ea298b3
45680,Delft,GM0503,Stembureau,43,Theater De Veste,bijeenkomstfunctie,,,,,,503200000104868,Vesteplein,1,,,2611WG,Delft,,84669.0137443226,447180.734654665,4.36282643503704,52.0085314986806,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,7f1c22e7eebc49049603b08e74c4c22b
45681,Delft,GM0503,Stembureau,29,Buccaneer Delft,kantoorfunctie,,,,,,503200000128154,Paardenmarkt,1,,,2611PA,Delft,,84427.7262898196,448098.224774232,4.3591234778483,52.0167463090511,,,,,,2021-03-15T07:30:00 tot 2021-03-15T21:00:00,2021-03-16T07:30:00 tot 2021-03-16T21:00:00,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,faee888db3ef4cafbfbbe4ba9a8cbfe7
45682,Delft,GM0503,Stembureau,11,TU Aula ,onderwijsfunctie,,,,,,503200000030025,Mekelweg,5,,,2628CC,Delft,,85363.6612637156,446455.341447391,4.37309,52.0021,,,,,,2021-03-15T07:30:00 tot 2021-03-15T21:00:00,2021-03-16T07:30:00 tot 2021-03-16T21:00:00,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,f391ebcf7621416689b20748f4ed7c64
45683,Delft,GM0503,Stembureau,36,Stemtent Het Kristal,onderwijsfunctie,,,,,,0,Kristalweg,107,,,2614SH,Delft,Nabij Kristalweg 107 (tent),82181.9500545449,447249.130436652,4.32659343336858,52.0088253648984,,,,,,2021-03-15T07:30:00 tot 2021-03-15T21:00:00,2021-03-16T07:30:00 tot 2021-03-16T21:00:00,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,cf295589c66040d4aab870a7b4d6945a
45684,Delft,GM0503,Stembureau,44,Virgiel,bijeenkomstfunctie,,,,,,503200000038700,Oude Delft,57,,,2611BC,Delft,,84370.418754247,447103.383130608,4.35849399694219,52.0077984172824,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,719ea9521c234d80861ab1c449559007
45685,Delft,GM0503,Stembureau,25,Wijkcentrum de Hofstee,bijeenkomstfunctie,,,,,,503200000119906,Sandinoweg,149,,,2622DW,Delft,,83891.5912762012,444699.092872847,4.35202,51.98613,,,,,,2021-03-15T07:30:00 tot 2021-03-15T21:00:00,2021-03-16T07:30:00 tot 2021-03-16T21:00:00,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,3038d767ed834c3f9b783ea4c0a302cb
45686,Delft,GM0503,Stembureau,33,Gymzaal Van Alkemadestraat,onderwijsfunctie,,,,,,503200000117695,Van Alkemadestraat,2,,,2614EP,Delft,,82988.7879458881,447454.705176805,4.33830006413395,52.0107781421485,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,8d2c2b20926d4da7969071bdb599a314
45687,Delft,GM0503,Stembureau,37,Locatie Fuutlaan 166,bijeenkomstfunctie,,,,,,503200000111974,Fuutlaan,166,,,2623MS,Delft,,84552.259370959,444370.453271899,4.36170393095814,51.9832607308891,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,e63037ef440e490182195e71bdc89e77
45688,Delft,GM0503,Stembureau,46,Oude kerk,bijeenkomstfunctie,,,,,,503200000111042,Heilige Geestkerkhof,25,,,2611HP,Delft,,84212.7181355456,447623.211917302,4.35609,52.01245,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,40b74e9effc9432683567efdea4f9c25
45689,Delft,GM0503,Stembureau,40,Oude kerk,bijeenkomstfunctie,,,,,,503200000111042,Heilige Geestkerkhof,25,,,2611HP,Delft,,84214.9987388151,447622.997317933,4.35612325931692,52.0124483623681,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,d15a1d2ce79442ce9aacfcf6777805f6
45690,Delft,GM0503,Stembureau,45,Stemtent Schrobbelaarstraat,woonfunctie,,,,,,503200000013959,Schrobbelaarstraat,18,,,2613ML,Delft,Nabij Schrobbelaarstraat 2 (tent),83763.5500559807,446606.270436289,4.34975982430795,52.0032533173153,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,d7ac59c6854245d286463deb562ef5c7
45691,Delft,GM0503,Stembureau,2,Stadskantoor Gemeente Delft,kantoorfunctie,,,,,,503200000133674,Stationsplein,1,,,2611BV,Delft,,84204.2687099785,447028.024533942,4.35609,52.0071,,,,,,2021-03-15T07:30:00 tot 2021-03-15T21:00:00,2021-03-16T07:30:00 tot 2021-03-16T21:00:00,2021-03-17T07:30:00 tot 2021-03-17T21:00:02,Y,,,,,14,Dordrecht,Y,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,114a7c77d2654dfb8f9389af869abe9a
45692,Delft,GM0503,Afgiftepunt,1,Stadskantoor Gemeente Delft,kantoorfunctie,,,,,,503200000133674,Stationsplein,1,,,2611BV,Delft,,84204.2687099785,447028.024533942,4.35609,52.0071,2021-03-10T07:30:00 tot 2021-03-10T17:00:00,2021-03-11T07:30:00 tot 2021-03-11T17:00:00,2021-03-12T07:30:00 tot 2021-03-12T17:00:00,,,2021-03-15T07:30:00 tot 2021-03-15T17:00:00,2021-03-16T07:30:00 tot 2021-03-16T17:00:00,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,Y,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,fda279f509bf41b8ab21108d372aff2b
45693,Delft,GM0503,Stembureau,47,TU Aula (ingang Prometheusplein),bijeenkomstfunctie,,,,,,503200000111042,Heilige Geestkerkhof,25,,,2611HP,Delft,,85427.1736657054,446478.934919828,4.37401,52.00232,,,,,,2021-03-15T07:30:00 tot 2021-03-15T21:00:00,2021-03-16T07:30:00 tot 2021-03-16T21:00:00,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,5098d8274ebf41d9beb3e8b2525938a1
45694,Delft,GM0503,Stembureau,30,Stemtent Buitenhofdreef ,bijeenkomstfunctie,,,,,,503200000122776,Buitenhofdreef,274,,,2625RE,Delft,Nabij Buitenhofdreef 274,83345.2559515695,445224.335285412,4.34395801284923,51.9907800950869,,,,,,,,2021-03-17T07:30:00 tot 2021-03-17T21:00:00,Y,,,,,14,Dordrecht,,https://www.delft.nl/contact,https://www.delft.nl/bestuur-en-organisatie/verkiezingen/stembureaus-delft,,NLODSGM0503stembureaus20210317008,20f429a50d4343ea9a285b2bf26a43d3
