contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Burger Partij Amersfoort (BPA),VVD,Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,CDA,ChristenUnie,SP (Socialistische Partij),Amersfoort Anders,Amersfoort 2014,OPA,Belangen Gemeenschap (BGA)
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau mobiel stembureau ROC Midden-Nederland,0307::SB30,,1386,930,6,3,0,0,0,851,88,0,0,0,0,0,0,939,59,135,67,226,129,69,86,99,11,24,25,0
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau Zon en Schild,0307::SB31,,426,192,0,1,0,0,0,186,7,0,0,0,0,0,0,193,6,15,29,23,18,16,19,57,3,3,3,0
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau zorgcentrum de Lichtenberg,0307::SB32,,316,139,0,0,0,0,0,129,10,0,0,0,0,0,0,139,6,30,15,21,7,26,15,12,2,3,2,0
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau Bergkerk,0307::SB33,,1548,1445,7,10,0,0,0,1247,215,0,0,0,0,0,0,1462,69,386,81,475,98,147,85,55,32,12,5,0
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau Nieuw-Apostolische Kerk,0307::SB34,,1572,554,0,0,0,1,0,509,46,0,0,0,1,0,0,555,15,118,42,172,59,34,47,34,16,12,5,0
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau verpleeghuis Birkhoven,0307::SB35,,82,82,0,0,0,0,0,77,5,0,0,0,0,0,0,82,6,8,8,21,3,10,9,12,1,3,1,0
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau schoolgebouw de Kubus,0307::SB36,,1468,663,1,4,0,0,0,627,41,0,0,0,0,0,0,668,90,37,85,76,44,29,65,152,20,28,32,5
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau schoolgebouw de Magneet,0307::SB37,,1422,528,3,4,0,0,0,497,38,0,0,0,0,0,0,535,106,23,66,49,37,24,51,112,13,19,19,9
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau Emmauskerk,0307::SB38,,1440,829,3,5,0,0,0,767,70,0,0,0,0,0,0,837,110,55,82,130,84,52,99,146,20,19,26,6
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau Westerkerk,0307::SB39,,1608,538,2,2,0,0,0,486,56,0,0,0,0,0,0,542,43,28,31,96,67,48,89,84,12,26,14,0
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau woon- en zorgcentrum Puntenburg,0307::SB40,,1574,1032,4,2,0,0,0,960,78,0,0,0,0,0,0,1038,93,109,115,230,69,85,99,134,17,31,44,6
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau café Havana,0307::SB41,,1694,287,0,0,0,0,0,268,19,0,0,0,0,0,0,287,39,25,33,46,29,15,21,46,14,8,8,3
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau café De Plank,0307::SB42,,356,308,1,0,0,0,0,271,38,0,0,0,0,0,0,309,23,50,11,30,8,153,10,13,0,7,3,0
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau verenigingsgebouw Juliana en Bernhard,0307::SB43,,1112,575,4,0,0,0,0,528,51,0,0,0,0,0,0,579,36,71,59,146,47,32,55,84,5,19,11,10
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau schoolgebouw de Parel,0307::SB44,,1116,471,2,9,0,0,0,427,55,0,0,0,0,0,0,482,10,21,105,64,30,21,55,82,6,13,6,58
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau sociëteitsruimte seniorenflat,0307::SB45,,1381,923,3,3,0,0,0,847,82,0,0,0,0,0,0,929,67,115,105,142,53,114,153,105,14,21,29,5
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau gymzaal Koning Arthurpad,0307::SB46,,1256,374,1,0,0,0,0,350,25,0,0,0,0,0,0,375,31,26,46,54,16,26,38,78,11,4,24,20
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau woon- en zorgcentrum de Koperhorst,0307::SB47,,1061,795,5,3,0,0,0,733,70,0,0,0,0,0,0,803,47,58,81,119,49,85,179,98,10,32,33,4
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau schoolgebouw de Zevensprong I,0307::SB48,,1103,697,1,1,0,0,0,637,62,0,0,0,0,0,0,699,81,56,71,99,39,59,83,117,16,29,27,20
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau schoolgebouw de Zevensprong II,0307::SB49,,1159,606,1,0,0,0,0,546,61,0,0,0,0,0,0,607,66,71,64,111,36,30,60,100,15,27,15,11
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau kerkelijk centrum de Hoeksteen,0307::SB50,,1085,569,4,0,3,0,0,528,45,0,4,7,0,0,0,573,44,51,61,97,34,46,108,81,7,17,15,8
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau schoolgebouw de Weesboom,0307::SB51,,1304,813,3,0,0,0,0,756,60,0,0,0,0,0,0,816,66,57,101,118,79,51,127,116,24,37,31,6
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau schoolgebouw de Drieslag,0307::SB52,,1203,390,0,1,0,0,0,348,43,0,0,0,0,0,0,391,26,36,36,84,35,18,48,58,11,27,7,4
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau sporthal Zielhorst,0307::SB53,,1447,1024,4,2,0,0,0,939,91,0,0,0,0,0,0,1030,62,128,97,195,61,122,125,107,17,72,30,8
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau Overseldert,0307::SB54,,1054,404,4,2,0,0,0,373,37,0,0,0,0,0,0,410,34,34,47,65,17,42,57,55,10,23,16,4
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau schoolgebouw de Zonnewijzer,0307::SB55,,1357,370,0,1,0,0,0,329,42,0,0,0,0,0,0,371,30,44,31,60,18,41,57,38,11,25,13,2
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau schoolgebouw de Kameleon,0307::SB56,,1157,786,1,4,0,0,0,718,73,0,0,0,0,0,0,791,63,91,93,161,41,64,111,87,22,22,25,6
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau kerkgebouw de Lichtkring,0307::SB57,,1389,926,5,3,0,0,0,852,82,0,0,0,0,0,0,934,43,117,91,166,53,97,153,98,13,61,31,3
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau kerkgebouw het Brandpunt,0307::SB58,,1279,1007,4,1,0,0,0,928,84,0,0,0,0,0,0,1012,69,139,111,200,56,102,104,115,27,48,32,4
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau mobiel stembureau het Pluspunt,0307::SB59,,1138,631,1,2,0,0,0,455,179,0,0,0,0,0,0,634,35,85,61,131,32,69,63,86,9,28,29,3
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau schoolgebouw de Meander,0307::SB60,,1464,857,1,2,0,0,0,759,101,0,0,0,0,0,0,860,42,117,103,228,83,53,61,82,23,48,16,1
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau gymzaal Dopheide I,0307::SB61,,1396,656,3,0,0,0,0,575,84,0,0,0,0,0,0,659,53,60,68,147,47,48,106,65,21,31,6,4
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau gymzaal Dopheide 2,0307::SB62,,1508,701,0,0,0,0,0,628,73,0,0,0,0,0,0,701,51,76,62,160,52,75,72,78,21,31,23,0
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau schoolgebouw de Dubbelster,0307::SB63,,1552,926,3,1,0,0,0,839,91,0,0,0,0,0,0,930,65,105,114,193,72,74,107,128,10,30,12,16
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau kerkgebouw de Inham,0307::SB64,,1348,934,2,0,0,0,0,865,71,0,0,0,0,0,0,936,85,82,82,162,80,156,102,101,15,33,36,0
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau de Faam,0307::SB65,,1320,630,0,0,0,0,0,555,75,0,0,0,0,0,0,630,53,91,43,129,33,104,50,52,3,40,28,4
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau de Malehoeve,0307::SB66,,1294,786,5,0,0,0,0,735,56,0,0,0,0,0,0,791,59,113,48,113,28,157,63,110,20,42,27,6
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau Martinuskerk,0307::SB67,,1138,948,2,2,0,0,0,857,95,0,0,0,0,0,0,952,59,100,63,138,26,347,76,72,6,35,24,2
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau sporthal de Bieshaar I,0307::SB68,,1550,819,3,0,0,0,0,725,97,0,0,0,0,0,0,822,47,106,70,133,53,179,59,80,14,43,31,4
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau sporthal de Bieshaar II,0307::SB69,,1337,809,2,2,0,0,0,721,92,0,0,0,0,0,0,813,53,142,95,150,32,129,64,70,12,50,11,1
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau schoolgebouw de Malelande,0307::SB70,,1598,1036,2,3,0,0,0,906,137,0,2,0,2,0,0,1043,55,204,70,231,52,156,121,67,18,51,11,0
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau sporthal Nieuwland I,0307::SB71,,1272,862,3,1,0,0,0,768,98,0,0,0,0,0,0,866,60,160,92,174,31,111,87,60,25,34,17,11
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau sporthal Nieuwland II,0307::SB72,,1408,490,3,0,0,0,0,443,50,0,0,0,0,0,0,493,36,83,61,119,14,57,31,41,20,18,6,4
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau sporthal Nieuwland III,0307::SB73,,1598,541,2,2,0,0,0,470,75,0,0,0,0,0,0,545,37,91,82,106,25,58,30,60,14,24,5,9
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau Boogkerk,0307::SB74,,1480,1119,0,3,0,0,0,969,153,0,0,0,0,0,0,1122,61,170,105,185,44,112,240,95,21,60,20,6
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau sporthal Nieuwland IV,0307::SB75,,1692,633,6,2,0,0,0,568,73,0,0,0,0,0,0,641,36,128,64,145,19,60,71,54,10,30,8,8
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau schoolgebouw de Wonderboom,0307::SB76,,1531,726,5,1,0,0,0,629,103,0,0,0,0,0,0,732,42,132,59,136,22,121,98,47,15,33,16,5
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau informatiecentrum Vathorst,0307::SB77,,1423,633,2,0,0,0,0,560,76,0,1,0,1,0,0,636,20,177,59,144,13,58,113,23,6,16,2,2
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau sporthal de Brink I,0307::SB78,,1326,568,2,0,0,0,0,484,86,0,0,0,0,0,0,570,42,123,58,85,22,55,97,45,9,23,7,2
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau sporthal de Brink II,0307::SB79,,1569,462,1,0,0,0,0,390,73,0,0,0,0,0,0,463,20,96,42,91,10,50,76,35,7,22,3,10
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau sporthal de Brink III,0307::SB80,,1558,868,3,0,0,0,0,747,124,0,0,0,0,0,0,871,39,180,55,204,32,76,126,79,27,29,8,13
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau schoolgebouw de Gondelier,0307::SB81,,1480,549,4,0,0,0,0,474,79,0,0,0,0,0,0,553,40,118,41,153,16,50,61,27,14,18,3,8
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau St. Pieters en Bloklands Gasthuis,0307::SB82,,1260,826,6,5,0,0,0,732,105,0,0,0,0,0,0,837,57,135,60,193,24,64,143,77,18,33,16,6
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau ABC-school de Bron,0307::SB83,,1346,612,0,1,0,0,0,539,74,0,0,0,0,0,0,613,24,149,55,145,24,49,86,39,7,25,4,5
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau ICOON theater,0307::SB84,,1543,1009,4,2,0,0,0,915,100,0,0,0,0,0,0,1015,57,226,93,219,40,81,127,73,20,50,15,8
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau woon- en zorgcentrum St. Jozef,0307::SB85,,1538,999,0,0,0,0,0,920,79,0,0,0,0,0,0,999,66,101,31,409,17,184,71,73,7,27,12,1
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau sporthal de Dissel,0307::SB86,,1546,753,0,4,0,0,0,653,104,0,0,0,0,0,0,757,49,151,38,254,26,66,86,47,13,18,4,1
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau het Eetpunt (voorheen Fuji Yama),0307::SB87,,308,156,4,0,0,0,0,137,23,0,0,0,0,0,0,160,6,32,13,6,3,29,50,8,2,3,4,0
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau stationshal Ned. Spoorwegen I,0307::SB88,,0,937,5,2,0,0,0,879,65,0,0,0,0,0,0,944,39,131,96,269,121,44,90,92,18,24,4,9
,Amersfoort,GR2014_Amersfoort,Gemeenteraad Amersfoort 2014,0307,Amersfoort,2014-03-19,Stembureau stationshal Ned. Spoorwegen II,0307::SB89,,0,1231,13,1,0,0,0,1159,86,0,0,0,0,0,0,1245,58,122,134,331,185,62,145,125,35,25,4,5
