contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterbelang Parkstad,Waterbelang Westelijke Mijnstreek,Water Natuurlijk,Waterbelang Heuvelland,Waterbelang Maastricht,Waterbelang Midden-Limburg,VVD,50PLUS
Roer en Overmaas,Roermond,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau 't Brikkenhoes,0957::SB20,6042 GZ,1421,514,31,6,0,0,0,507,44,0,0,0,0,0,0,551,10,1,101,8,6,324,39,25
Roer en Overmaas,Roermond,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,"Stembureau Basisschool ""Leeve""",0957::SB21,6041 BE,899,385,16,10,0,0,0,360,51,0,0,0,0,0,0,411,8,4,79,2,1,257,23,11
Roer en Overmaas,Roermond,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis 'De Duup',0957::SB22,6042 LB,780,269,10,7,0,0,0,254,32,0,0,0,0,0,0,286,7,0,46,0,3,178,28,7
Roer en Overmaas,Roermond,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Wijkaccommodatie 'De Vlonder',0957::SB23,6043 WD,1160,509,21,7,0,0,0,485,52,0,0,0,0,0,0,537,7,7,133,4,4,309,22,23
Roer en Overmaas,Roermond,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Wijkaccommodatie 'Herteheym',0957::SB24,6049 AK,1412,637,29,4,0,0,1,604,66,0,1,0,1,0,0,671,8,5,139,3,1,386,77,18
Roer en Overmaas,Roermond,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Café Zaal de Schuur,0957::SB25,6049 EB,1347,611,38,0,0,0,0,554,95,0,0,0,0,0,0,649,9,4,120,6,4,368,73,27
Roer en Overmaas,Roermond,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool Hubertus,0957::SB26,6049 HS,1307,495,39,3,0,0,0,487,49,0,0,1,0,1,0,536,9,3,126,4,5,275,36,37
Roer en Overmaas,Roermond,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Restaurant 'Maaszicht',0957::SB30,6071 NW,123,59,2,0,0,0,0,55,6,0,0,0,0,0,0,61,3,0,18,0,0,36,2,0
Roer en Overmaas,Roermond,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Eetcafé  'Aod Maerum',0957::SB33,6049 GB,1366,391,23,6,0,0,0,385,35,0,0,0,0,0,0,420,14,2,69,7,3,252,32,12
Roer en Overmaas,Roermond,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Zalencentrum 'De Donderie',0957::SB34,6043 JA,1219,368,10,2,0,8,0,341,31,0,0,8,0,0,0,372,15,13,80,3,5,208,26,18
Roer en Overmaas,Roermond,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool 'Neel',0957::SB35,6042 NG,915,321,25,3,0,0,0,309,40,0,0,0,0,0,0,349,3,3,72,0,0,194,40,9
Roer en Overmaas,Roermond,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Ontmoetingscentrum 'Het Jeugdgebouw,0957::SB36,6041 KG,1115,253,19,2,1,0,0,249,26,0,0,0,1,0,0,275,7,0,60,1,1,140,26,18
Roer en Overmaas,Roermond,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Stadskantoor,0957::SB38,6041 TG,807,175,16,1,0,0,0,176,16,0,0,0,0,0,0,192,4,1,25,2,2,106,15,20
Roer en Overmaas,Roermond,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Mobiel stembureau,0957::SB39,,1,157,16,0,0,0,0,159,14,0,0,0,0,0,0,173,12,6,49,1,2,71,13,3
