contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,"Groen, Water & Land",Boeren Burgers Waterbelang,Algemene Waterschapspartij,Gewest NH/U KNSB,Partij voor Mens en Spirit (MenS),50PLUS,ChristenUnie-SGP,Koninklijke Schuttevaer
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpsh. De Uijtkijk,0441::SB13,1752 AG,1133,471,4,12,0,0,0,453,34,0,0,0,0,0,0,487,98,73,40,88,49,59,8,4,8,28,14,2
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau NH kerk, Burgerbrug",0441::SB14,1754 KE,642,316,8,4,0,0,0,295,33,0,0,0,0,0,0,328,64,34,39,69,36,51,4,1,2,9,4,3
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau De Zandstee, 't Zand",0441::SB15,1756 TH,1850,793,8,4,0,0,0,736,69,0,0,0,0,0,0,805,65,215,61,195,81,82,19,8,6,33,15,13
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Sportcomplex Oudesluis,0441::SB16,1757 PM,608,224,5,3,0,0,0,213,19,0,0,0,0,0,0,232,42,36,16,45,15,22,12,2,3,26,3,2
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Cultureel Centrum, Petten",0441::SB17,1755 NH,1319,666,11,2,0,0,2,606,71,0,0,0,0,0,0,679,217,49,124,110,47,41,19,5,10,27,11,6
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Helmweg 1, Groote Keeten",0441::SB18,1759 NE,378,184,1,0,0,0,0,165,20,0,0,0,0,0,0,185,21,37,11,47,24,25,2,2,3,11,1,0
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Ten Oghe, Callantsoog",0441::SB19,1759 GD,1664,715,25,2,0,4,2,679,57,0,0,4,0,0,0,738,165,58,110,136,94,48,22,10,8,42,12,10
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis Waarland,0441::SB20,1738 BJ,1937,761,11,6,0,0,0,696,82,0,0,0,0,0,0,778,64,149,53,104,57,232,24,7,5,33,9,24
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Ahoj Tuitjenhorn,0441::SB22,1747 HA,2017,939,26,4,0,0,1,872,94,0,0,2,0,0,0,967,98,263,119,132,86,110,22,22,17,50,10,10
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis Warmenhuizen,0441::SB24,1749 AB,2323,1205,16,7,0,0,2,1103,124,0,0,0,1,0,0,1229,135,227,256,178,108,142,28,25,16,64,11,15
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Gemeentehuis Tuitjenhorn,0441::SB26,1747 EZ,2230,796,7,4,0,0,0,727,82,0,0,0,2,0,0,809,98,164,120,141,65,89,19,28,11,36,12,13
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis Sint Maarten,0441::SB27,1744 KJ,1118,570,0,8,0,0,0,578,0,0,0,0,0,0,0,578,103,71,93,84,53,81,23,6,4,30,10,12
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis Dirkshorn,0441::SB28,1746 AA,1523,706,7,6,0,2,0,654,67,0,0,0,2,0,0,721,102,110,96,112,67,109,25,5,12,44,7,17
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Woonzorg Angelapark, Warmenhuizen",0441::SB29,1749 AR,1276,467,9,3,0,0,0,433,49,0,0,0,3,0,3,482,54,95,76,87,32,52,14,12,6,27,8,4
